school_id,school_name,school_type,students,lat,lon,h3_index,index_right,ward_id
synt_school_826,synt_school_826,govt,164,12.923543293496007,77.59141904141043,88618925d7fffff,92.0,ward_93
synt_school_827,synt_school_827,aided,407,12.982244230058427,77.57734269826562,8860145b09fffff,6.0,ward_7
synt_school_828,synt_school_828,private,402,12.95444222859193,77.58046642200472,88618925b3fffff,31.0,ward_32
synt_school_829,synt_school_829,private,324,12.928494379556192,77.59351939121004,88618925d7fffff,57.0,ward_58
synt_school_830,synt_school_830,private,331,12.934949185791028,77.54339656436444,8860145a09fffff,84.0,ward_85
synt_school_831,synt_school_831,govt,257,13.016239866804478,77.55046417631556,8860145b37fffff,49.0,ward_50
synt_school_832,synt_school_832,govt,341,13.022049502203291,77.5469840136778,886014595dfffff,75.0,ward_76
synt_school_833,synt_school_833,private,472,12.951386947650528,77.55795718918142,8860145a63fffff,39.0,ward_40
synt_school_834,synt_school_834,govt,93,13.01641207252967,77.57127949183919,8860145b23fffff,38.0,ward_39
synt_school_835,synt_school_835,aided,377,12.96022490925674,77.60258985143163,88618925abfffff,20.0,ward_21
synt_school_836,synt_school_836,govt,64,13.00585693387227,77.56912399194651,8860145b3dfffff,30.0,ward_31
synt_school_837,synt_school_837,govt,107,13.00238277507623,77.58486654999523,8860145b63fffff,38.0,ward_39
synt_school_838,synt_school_838,private,447,12.997125124061258,77.57930060953747,8860145b05fffff,8.0,ward_9
synt_school_839,synt_school_839,private,265,12.947737293390396,77.58806519511543,88618925b9fffff,31.0,ward_32
synt_school_840,synt_school_840,private,404,12.947556752355363,77.63456262841652,88618925edfffff,128.0,ward_129
synt_school_841,synt_school_841,govt,391,12.960573258154929,77.6116336104381,88618925a9fffff,20.0,ward_21
synt_school_842,synt_school_842,private,338,12.986733543382183,77.59064084766352,8860145b45fffff,3.0,ward_4
synt_school_843,synt_school_843,private,569,12.942890347218912,77.53367167733637,8860145a03fffff,83.0,ward_84
synt_school_844,synt_school_844,private,267,12.99088067055918,77.62243356848273,8861892e83fffff,79.0,ward_80
synt_school_845,synt_school_845,private,376,12.950877566952276,77.55512017798125,8860145a63fffff,36.0,ward_37
synt_school_846,synt_school_846,private,449,12.972576038730633,77.58526835101314,8860145b4bfffff,3.0,ward_4
synt_school_847,synt_school_847,govt,580,12.965308751836067,77.63306594124816,8861892ed9fffff,68.0,ward_69
synt_school_848,synt_school_848,private,389,12.960975655279881,77.54116090498526,8860145a23fffff,52.0,ward_53
synt_school_849,synt_school_849,private,259,12.953246665423109,77.57757753498451,88618925b3fffff,10.0,ward_11
synt_school_850,synt_school_850,private,478,12.984326026664515,77.57255368443317,8860145b0bfffff,0.0,ward_1
synt_school_851,synt_school_851,govt,147,12.986434344346648,77.59163438660393,8860145b45fffff,3.0,ward_4
synt_school_852,synt_school_852,govt,336,12.980275485898286,77.61201993083426,8861892e99fffff,22.0,ward_23
synt_school_853,synt_school_853,private,151,12.911275252417642,77.62884799223036,8861892423fffff,165.0,ward_166
synt_school_854,synt_school_854,private,643,12.942714270167373,77.55585945987208,8860145a0dfffff,47.0,ward_48
synt_school_855,synt_school_855,aided,228,12.98260628116376,77.51988668905538,8860145809fffff,78.0,ward_79
synt_school_856,synt_school_856,private,573,12.97575422371414,77.58713717348648,8860145b41fffff,3.0,ward_4
synt_school_857,synt_school_857,private,200,12.961456411575597,77.55262725654273,8860145a2dfffff,29.0,ward_30
synt_school_858,synt_school_858,govt,20,12.953902386963293,77.60338787185779,88618925abfffff,23.0,ward_24
synt_school_859,synt_school_859,aided,646,13.040131142208265,77.58675427693582,8861892c91fffff,97.0,ward_98
synt_school_860,synt_school_860,private,288,13.017090863694644,77.57346903996402,8860145b23fffff,38.0,ward_39
synt_school_861,synt_school_861,govt,20,12.9760347118298,77.60367636476762,8861892e9bfffff,20.0,ward_21
synt_school_862,synt_school_862,govt,409,12.942834091810603,77.54111662487362,8860145a01fffff,72.0,ward_73
synt_school_863,synt_school_863,private,310,12.975513046552292,77.58253719635557,8860145b43fffff,0.0,ward_1
synt_school_864,synt_school_864,govt,216,12.933455634419714,77.60155743650692,886189258bfffff,86.0,ward_87
synt_school_865,synt_school_865,govt,296,12.982436334933606,77.61219620103152,8861892e91fffff,22.0,ward_23
synt_school_866,synt_school_866,private,69,13.022356574478755,77.5814834551218,8860145b25fffff,38.0,ward_39
synt_school_867,synt_school_867,govt,213,12.978958850292862,77.58827268769407,8860145b41fffff,3.0,ward_4
synt_school_868,synt_school_868,private,514,12.950753076141183,77.56378935995964,8860145a61fffff,24.0,ward_25
synt_school_869,synt_school_869,private,411,13.074108157008087,77.61708751161758,8861892ca5fffff,190.0,ward_191
synt_school_870,synt_school_870,private,478,12.969304835152828,77.51580717067878,886014585dfffff,135.0,ward_136
synt_school_871,synt_school_871,govt,243,12.972516869957392,77.62894289608609,8861892ed1fffff,68.0,ward_69
synt_school_872,synt_school_872,govt,303,12.944195174592169,77.58670019276087,8861892595fffff,31.0,ward_32
synt_school_873,synt_school_873,private,246,12.999541722392385,77.55180461760722,8860145b3bfffff,49.0,ward_50
synt_school_874,synt_school_874,private,291,13.059330837135215,77.602681929068,8861892cabfffff,160.0,ward_161
synt_school_875,synt_school_875,private,515,12.951212649671914,77.56101748851957,8860145a61fffff,39.0,ward_40
synt_school_876,synt_school_876,private,157,12.90729427678664,77.62346022183857,886189243dfffff,156.0,ward_157
synt_school_877,synt_school_877,private,489,12.943240357524507,77.57216741958614,8860145a69fffff,47.0,ward_48
synt_school_878,synt_school_878,govt,229,12.952725598216675,77.54467648676818,8860145a2bfffff,46.0,ward_47
synt_school_879,synt_school_879,private,424,12.991323602137228,77.58437038219363,8860145b0dfffff,6.0,ward_7
synt_school_880,synt_school_880,govt,189,12.935826144877906,77.60922308215723,8861892589fffff,54.0,ward_55
synt_school_881,synt_school_881,aided,241,13.002402228020408,77.5962760688118,8860145b61fffff,6.0,ward_7
synt_school_882,synt_school_882,govt,143,12.96938358309271,77.57183198295493,8860145b51fffff,4.0,ward_5
synt_school_883,synt_school_883,private,555,13.02152381538515,77.5585376035434,886014594bfffff,65.0,ward_66
synt_school_884,synt_school_884,govt,373,12.987104075510333,77.5586768236607,8860145b1dfffff,14.0,ward_15
synt_school_885,synt_school_885,govt,183,12.981968040402872,77.59492766879367,8860145b45fffff,3.0,ward_4
synt_school_886,synt_school_886,aided,539,12.976360429290882,77.61813321082276,8861892e99fffff,43.0,ward_44
synt_school_887,synt_school_887,govt,229,13.01057052748091,77.54332564274634,8860145865fffff,64.0,ward_65
synt_school_888,synt_school_888,private,305,12.956902893400223,77.53722281125708,8860145a3dfffff,59.0,ward_60
synt_school_889,synt_school_889,private,449,13.01488909845179,77.62993466569401,8861892ea3fffff,120.0,ward_121
synt_school_890,synt_school_890,govt,216,12.963260584244049,77.60596954161078,88618925a1fffff,20.0,ward_21
synt_school_891,synt_school_891,private,314,12.976051730064103,77.59926998426519,8860145b4dfffff,20.0,ward_21
synt_school_892,synt_school_892,aided,262,13.00532549844194,77.59128180581072,8860145b67fffff,38.0,ward_39
synt_school_893,synt_school_893,private,290,13.016030883491311,77.57193052364138,8860145b23fffff,38.0,ward_39
synt_school_894,synt_school_894,govt,58,12.96318500745872,77.55010456998382,8860145a21fffff,34.0,ward_35
synt_school_895,synt_school_895,private,324,13.01741333981291,77.56677478731504,8860145b23fffff,38.0,ward_39
synt_school_896,synt_school_896,private,370,13.00344366565261,77.56146760693808,8860145b39fffff,27.0,ward_28
synt_school_897,synt_school_897,private,365,13.027806261020794,77.59351354048263,8861892cd7fffff,55.0,ward_56
synt_school_898,synt_school_898,aided,375,12.976403692065935,77.62604708492573,8861892ed7fffff,43.0,ward_44
synt_school_899,synt_school_899,private,476,13.026577954237453,77.55433140949198,886014594bfffff,98.0,ward_99
synt_school_900,synt_school_900,private,376,13.014974582897597,77.59161043650484,8861892cdbfffff,44.0,ward_45
synt_school_901,synt_school_901,private,252,12.966792780829646,77.5884742929926,88618925b5fffff,3.0,ward_4
synt_school_902,synt_school_902,govt,152,13.007358445584806,77.62567745578949,8861892ebdfffff,85.0,ward_86
synt_school_903,synt_school_903,private,300,12.939060565176131,77.59656239323172,8861892583fffff,57.0,ward_58
synt_school_904,synt_school_904,govt,360,13.064102846932897,77.62472795148976,8861892ddbfffff,161.0,ward_162
synt_school_905,synt_school_905,private,184,13.01013103578125,77.60910441918234,8861892eb3fffff,48.0,ward_49
synt_school_906,synt_school_906,private,301,12.981741890829658,77.57550357965583,8860145b55fffff,0.0,ward_1
synt_school_907,synt_school_907,govt,325,12.989831686232515,77.60790459562759,8861892e97fffff,33.0,ward_34
synt_school_908,synt_school_908,aided,305,13.029341637330962,77.61222479847002,8861892cc3fffff,87.0,ward_88
synt_school_909,synt_school_909,private,344,13.026357583755548,77.5707866505779,886014594dfffff,38.0,ward_39
synt_school_910,synt_school_910,private,306,12.994615188254576,77.56739920816476,8860145b03fffff,8.0,ward_9
synt_school_911,synt_school_911,private,300,13.057190571221737,77.56550788256077,8860145961fffff,150.0,ward_151
synt_school_912,synt_school_912,private,490,12.953839510347757,77.61345458054232,88618925a9fffff,20.0,ward_21
synt_school_913,synt_school_913,private,434,12.956112654525796,77.59445251582395,88618925bdfffff,23.0,ward_24
synt_school_914,synt_school_914,private,287,13.000048156143118,77.53210835905757,8860145861fffff,67.0,ward_68
synt_school_915,synt_school_915,govt,20,12.95783664249397,77.59014857813378,88618925bdfffff,9.0,ward_10
synt_school_916,synt_school_916,private,712,12.97246668817192,77.58539948620441,8860145b4bfffff,3.0,ward_4
synt_school_917,synt_school_917,private,176,12.960529308038359,77.58464898989845,88618925b7fffff,9.0,ward_10
synt_school_918,synt_school_918,private,550,12.954408094421908,77.58563286430605,88618925b1fffff,9.0,ward_10
synt_school_919,synt_school_919,private,212,13.016810811739985,77.58975393478443,8860145b2dfffff,44.0,ward_45
synt_school_920,synt_school_920,private,447,12.955987892767634,77.56147772951198,8860145a67fffff,17.0,ward_18
synt_school_921,synt_school_921,private,329,12.971805872946353,77.6273614784787,8861892ed1fffff,68.0,ward_69
synt_school_922,synt_school_922,aided,560,12.971662827143803,77.58730063666432,8860145b4bfffff,3.0,ward_4
synt_school_923,synt_school_923,govt,20,12.943963657980738,77.60775246990022,886189258dfffff,76.0,ward_77
synt_school_924,synt_school_924,govt,409,12.988504767074946,77.53848339731832,8860145845fffff,53.0,ward_54
synt_school_925,synt_school_925,private,409,12.998293114559972,77.58590815106028,8860145b63fffff,38.0,ward_39
synt_school_926,synt_school_926,private,222,12.971505873389447,77.59410465036052,8860145b49fffff,20.0,ward_21
synt_school_927,synt_school_927,govt,69,12.99741858116874,77.54720146087408,8860145b17fffff,26.0,ward_27
synt_school_928,synt_school_928,private,338,12.989333007590826,77.55600543689269,8860145b15fffff,21.0,ward_22
synt_school_929,synt_school_929,private,549,12.94192961282533,77.61091739439848,886189258dfffff,76.0,ward_77
synt_school_930,synt_school_930,private,511,13.007933750860614,77.63639567479989,8861892eabfffff,109.0,ward_110
synt_school_931,synt_school_931,govt,146,12.977770045009075,77.54993642322592,8860145b1bfffff,25.0,ward_26
synt_school_932,synt_school_932,private,444,12.982844702265075,77.5942440834512,8860145b45fffff,3.0,ward_4
synt_school_933,synt_school_933,govt,247,12.97336140810042,77.5608592393719,8860145b53fffff,11.0,ward_12
synt_school_934,synt_school_934,private,462,12.93952596686417,77.57325256094518,8861892597fffff,47.0,ward_48
synt_school_935,synt_school_935,private,273,13.01528900949592,77.59566564533954,8861892cdbfffff,44.0,ward_45
synt_school_936,synt_school_936,private,349,12.955291197432853,77.55717751685187,8860145a67fffff,36.0,ward_37
synt_school_937,synt_school_937,private,541,12.945670595680266,77.5570303537975,8860145a63fffff,39.0,ward_40
synt_school_938,synt_school_938,private,345,13.027927706686906,77.57876858344872,8861892c9bfffff,101.0,ward_102
synt_school_939,synt_school_939,private,521,12.951986259792003,77.57198028041066,8860145a6dfffff,24.0,ward_25
synt_school_940,synt_school_940,govt,288,12.923641881321725,77.55256615408673,8860145a43fffff,90.0,ward_91
synt_school_941,synt_school_941,govt,65,12.960733049258028,77.60076441411277,88618925a3fffff,20.0,ward_21
synt_school_942,synt_school_942,private,501,12.98995883417627,77.57598536320954,8860145b01fffff,0.0,ward_1
synt_school_943,synt_school_943,aided,228,12.971128247240983,77.58255913607447,8860145b4bfffff,1.0,ward_2
synt_school_944,synt_school_944,private,483,12.999411612522367,77.59571392057669,8860145b61fffff,6.0,ward_7
synt_school_945,synt_school_945,govt,113,13.003111598617853,77.56339190390834,8860145b39fffff,30.0,ward_31
synt_school_946,synt_school_946,private,121,12.998615884537957,77.54469142420295,886014586dfffff,49.0,ward_50
synt_school_947,synt_school_947,private,222,13.007112318782383,77.58251791706847,8860145b29fffff,38.0,ward_39
synt_school_948,synt_school_948,private,342,12.99012667254329,77.52285092044355,886014580dfffff,80.0,ward_81
synt_school_949,synt_school_949,aided,297,12.949686643660364,77.60230054071191,8861892587fffff,35.0,ward_36
synt_school_950,synt_school_950,aided,563,12.998355674400491,77.58183222222672,8860145b05fffff,15.0,ward_16
synt_school_951,synt_school_951,private,354,12.972143218403396,77.55561330041172,8860145a25fffff,16.0,ward_17
synt_school_952,synt_school_952,private,289,13.027649818944877,77.58188355780804,8860145b25fffff,97.0,ward_98
synt_school_953,synt_school_953,private,265,12.96383007329731,77.59373269414421,88618925b5fffff,3.0,ward_4
synt_school_954,synt_school_954,govt,40,13.00704900179027,77.59638112507642,8860145b65fffff,32.0,ward_33
synt_school_955,synt_school_955,private,217,12.958613166261053,77.62218908976968,88618925e7fffff,128.0,ward_129
synt_school_956,synt_school_956,private,379,13.003523720728591,77.58912831515967,8860145b63fffff,38.0,ward_39
synt_school_957,synt_school_957,private,491,12.997282562921503,77.57458899390154,8860145b01fffff,8.0,ward_9
synt_school_958,synt_school_958,private,408,12.99654568235882,77.54441883326518,886014586dfffff,26.0,ward_27
synt_school_959,synt_school_959,private,266,12.970604532602614,77.54590220265806,8860145a27fffff,37.0,ward_38
synt_school_960,synt_school_960,private,338,13.011659395288945,77.5518605193123,8860145b33fffff,49.0,ward_50
synt_school_961,synt_school_961,private,438,12.985820527088508,77.55193278051736,8860145b11fffff,21.0,ward_22
synt_school_962,synt_school_962,govt,276,13.022719863144639,77.60475489020394,8861892cddfffff,87.0,ward_88
synt_school_963,synt_school_963,govt,312,12.95947671207048,77.54537391578036,8860145a2bfffff,46.0,ward_47
synt_school_964,synt_school_964,govt,271,12.998144608775496,77.58562524325872,8860145b63fffff,38.0,ward_39
synt_school_965,synt_school_965,private,411,12.966917291317491,77.59341148659351,8860145b49fffff,3.0,ward_4
synt_school_966,synt_school_966,govt,344,12.916601096500779,77.54082790667108,8860145a51fffff,168.0,ward_169
synt_school_967,synt_school_967,aided,353,12.934426468099906,77.59540823700613,886189258bfffff,57.0,ward_58
synt_school_968,synt_school_968,private,434,13.049715383925076,77.61856958036174,8861892ce3fffff,161.0,ward_162
synt_school_969,synt_school_969,private,240,12.963045444924795,77.59799205647994,88618925a3fffff,20.0,ward_21
synt_school_970,synt_school_970,govt,105,12.92797397399245,77.57182202543822,8860145a4dfffff,63.0,ward_64
synt_school_971,synt_school_971,private,496,13.023463810725593,77.55769205329197,886014594bfffff,65.0,ward_66
synt_school_972,synt_school_972,private,549,12.94190584837725,77.6129902819776,886189258dfffff,76.0,ward_77
synt_school_973,synt_school_973,private,335,13.0413206186187,77.57711513254516,8861892c93fffff,97.0,ward_98
synt_school_974,synt_school_974,govt,88,12.951845526178923,77.59277762793388,88618925b9fffff,35.0,ward_36
synt_school_975,synt_school_975,private,294,13.01173055482637,77.56877629480553,8860145b23fffff,30.0,ward_31
synt_school_976,synt_school_976,private,191,13.01072477314166,77.52322801892738,8860145829fffff,115.0,ward_116
synt_school_977,synt_school_977,govt,482,12.976081165091134,77.5879204052387,8860145b41fffff,3.0,ward_4
synt_school_978,synt_school_978,govt,101,12.993854568358728,77.58243300812471,8860145b0dfffff,6.0,ward_7
synt_school_979,synt_school_979,private,206,12.949727716035524,77.62033303475326,88618925e1fffff,128.0,ward_129
synt_school_980,synt_school_980,private,889,13.009118914578442,77.57702412817615,8860145b2bfffff,38.0,ward_39
synt_school_981,synt_school_981,govt,100,13.00153016283489,77.60220925952719,8860145b6dfffff,32.0,ward_33
synt_school_982,synt_school_982,govt,421,12.977469832893169,77.5646095792421,8860145b57fffff,5.0,ward_6
synt_school_983,synt_school_983,govt,152,12.959384806784007,77.58057766059659,88618925b7fffff,10.0,ward_11
synt_school_984,synt_school_984,private,244,12.994406683037036,77.59603950404077,8860145b69fffff,6.0,ward_7
synt_school_985,synt_school_985,private,171,12.97054499615332,77.56512672683111,8860145b51fffff,4.0,ward_5
synt_school_986,synt_school_986,private,443,12.932743737835386,77.5753522414131,8861892593fffff,63.0,ward_64
synt_school_987,synt_school_987,govt,151,12.985545603271534,77.63096636579724,8861892e8bfffff,79.0,ward_80
synt_school_988,synt_school_988,private,581,12.989033670137573,77.6222101868369,8861892e9dfffff,79.0,ward_80
synt_school_989,synt_school_989,private,341,12.98593121563826,77.58424764060439,8860145b47fffff,6.0,ward_7
synt_school_990,synt_school_990,private,344,13.014288624634863,77.57754006924019,8860145b21fffff,38.0,ward_39
synt_school_991,synt_school_991,aided,273,13.024886131127161,77.56290555335453,8860145949fffff,38.0,ward_39
synt_school_992,synt_school_992,private,280,12.956105558826156,77.56955437836037,8860145a65fffff,24.0,ward_25
synt_school_993,synt_school_993,private,107,12.995447992623248,77.5721075657017,8860145b01fffff,8.0,ward_9
synt_school_994,synt_school_994,private,289,12.96570230246642,77.56261810073124,8860145b5bfffff,13.0,ward_14
synt_school_995,synt_school_995,private,345,12.971187149092028,77.58796646943598,8860145b4bfffff,3.0,ward_4
synt_school_996,synt_school_996,aided,20,13.072370998352971,77.57183980038855,8860169651fffff,179.0,ward_180
synt_school_997,synt_school_997,private,343,12.994707941338218,77.61394761669646,8861892e95fffff,40.0,ward_41
synt_school_998,synt_school_998,private,536,12.944779262255688,77.58357686429451,8861892595fffff,31.0,ward_32
synt_school_999,synt_school_999,private,605,13.038149765339151,77.60346797110628,8861892c8bfffff,112.0,ward_113
synt_school_1000,synt_school_1000,private,488,12.96798504082394,77.5887342017941,8860145b4bfffff,3.0,ward_4
synt_school_1001,synt_school_1001,private,251,12.964157654795411,77.60064873276353,88618925a3fffff,20.0,ward_21
synt_school_1002,synt_school_1002,private,301,13.022820211294407,77.61057570216157,8861892cddfffff,87.0,ward_88
synt_school_1003,synt_school_1003,govt,426,12.978255451593265,77.59112695080972,8860145b41fffff,3.0,ward_4
synt_school_1004,synt_school_1004,aided,311,12.956300902441054,77.5929747585232,88618925bdfffff,23.0,ward_24
synt_school_1005,synt_school_1005,private,625,12.985058046919853,77.57111936110684,8860145b0bfffff,2.0,ward_3
synt_school_1006,synt_school_1006,private,633,12.961583593886235,77.59061965995532,88618925b5fffff,9.0,ward_10
synt_school_1007,synt_school_1007,govt,177,12.953940453361948,77.61729235671524,88618925e7fffff,45.0,ward_46
synt_school_1008,synt_school_1008,govt,342,12.955766114768556,77.55007253836756,8860145a29fffff,36.0,ward_37
synt_school_1009,synt_school_1009,govt,264,12.987245377101354,77.56672205818467,8860145b0bfffff,5.0,ward_6
synt_school_1010,synt_school_1010,private,157,12.95027180440903,77.58887538694992,88618925b9fffff,31.0,ward_32
synt_school_1011,synt_school_1011,private,467,12.984523645223627,77.62680475020525,8861892e8bfffff,79.0,ward_80
synt_school_1012,synt_school_1012,private,336,12.982285486079226,77.51970948837213,8860145809fffff,78.0,ward_79
synt_school_1013,synt_school_1013,private,288,12.993683138945817,77.57974885786167,8860145b0dfffff,6.0,ward_7
synt_school_1014,synt_school_1014,aided,311,13.011271216788238,77.60109827813872,8860145b65fffff,48.0,ward_49
synt_school_1015,synt_school_1015,govt,26,12.969387558717912,77.57311721126655,8860145b51fffff,1.0,ward_2
synt_school_1016,synt_school_1016,private,371,13.012177437519828,77.59712720694804,8861892cdbfffff,48.0,ward_49
synt_school_1017,synt_school_1017,govt,191,12.945413332289903,77.55687781413455,8860145a63fffff,39.0,ward_40
synt_school_1018,synt_school_1018,private,124,12.987287667240334,77.5625756867145,8860145b1dfffff,5.0,ward_6
synt_school_1019,synt_school_1019,private,254,12.962468992351122,77.63414941750575,8861892ed9fffff,68.0,ward_69
synt_school_1020,synt_school_1020,private,20,13.011120824495649,77.57419357370102,8860145b2bfffff,38.0,ward_39
synt_school_1021,synt_school_1021,private,519,12.989873141095089,77.57121521530458,8860145b0bfffff,2.0,ward_3
synt_school_1022,synt_school_1022,private,485,12.993771033248084,77.57691704673498,8860145b01fffff,8.0,ward_9
synt_school_1023,synt_school_1023,private,204,12.94702638324764,77.55178529489888,8860145a05fffff,50.0,ward_51
synt_school_1024,synt_school_1024,private,292,13.018216045860779,77.61069882243815,8861892eb7fffff,66.0,ward_67
synt_school_1025,synt_school_1025,private,193,13.019989657486073,77.58421317943292,8860145b25fffff,55.0,ward_56
synt_school_1026,synt_school_1026,private,702,13.098926801851881,77.5638902498516,8860169603fffff,,ward_198
synt_school_1027,synt_school_1027,private,265,12.96603476052964,77.55092336103421,8860145a21fffff,34.0,ward_35
synt_school_1028,synt_school_1028,private,348,12.985711590992215,77.61193417364083,8861892e91fffff,22.0,ward_23
synt_school_1029,synt_school_1029,govt,20,13.029353094227355,77.56802134764416,886014594dfffff,38.0,ward_39
synt_school_1030,synt_school_1030,govt,346,12.994942275586661,77.55993155356147,8860145b15fffff,18.0,ward_19
synt_school_1031,synt_school_1031,private,214,13.0111906191873,77.61131819198674,8861892eb3fffff,66.0,ward_67
synt_school_1032,synt_school_1032,private,339,12.958140609379853,77.59373644127551,88618925bdfffff,23.0,ward_24
synt_school_1033,synt_school_1033,govt,110,13.011170240955723,77.5430562106448,8860145865fffff,64.0,ward_65
synt_school_1034,synt_school_1034,private,257,12.93767161329232,77.58429352056942,8861892595fffff,31.0,ward_32
synt_school_1035,synt_school_1035,govt,20,12.976827888164122,77.59209825946336,8860145b41fffff,3.0,ward_4
synt_school_1036,synt_school_1036,govt,273,13.028253424870362,77.57309929945868,886014594dfffff,101.0,ward_102
synt_school_1037,synt_school_1037,aided,334,12.945649958892195,77.61955074126188,88618925ebfffff,119.0,ward_120
synt_school_1038,synt_school_1038,private,87,12.977071138533296,77.58729460359,8860145b41fffff,3.0,ward_4
synt_school_1039,synt_school_1039,private,337,13.003188276534354,77.55747037595485,8860145b39fffff,27.0,ward_28
synt_school_1040,synt_school_1040,govt,247,12.975728569597518,77.56002681903455,8860145b19fffff,11.0,ward_12
synt_school_1041,synt_school_1041,private,362,12.985540396018267,77.5586143870676,8860145b1dfffff,14.0,ward_15
synt_school_1042,synt_school_1042,private,152,13.023448364836847,77.60975096604221,8861892cddfffff,87.0,ward_88
synt_school_1043,synt_school_1043,govt,20,12.966403575582712,77.5316148473964,8860145a35fffff,73.0,ward_74
synt_school_1044,synt_school_1044,private,302,12.957559691485113,77.56583240034074,8860145a65fffff,17.0,ward_18
synt_school_1045,synt_school_1045,private,498,13.054790577742455,77.58069114664433,8861892cbbfffff,141.0,ward_142
synt_school_1046,synt_school_1046,private,426,12.98466961072443,77.58039187659399,8860145b09fffff,6.0,ward_7
synt_school_1047,synt_school_1047,govt,381,13.001397163089328,77.53571363565818,8860145861fffff,77.0,ward_78
synt_school_1048,synt_school_1048,private,464,13.026040220317196,77.58448078003102,8860145b25fffff,97.0,ward_98
synt_school_1049,synt_school_1049,govt,128,12.993290875987592,77.64869620974959,8861892eebfffff,143.0,ward_144
synt_school_1050,synt_school_1050,private,348,12.947794729184038,77.62471603665571,88618925e1fffff,103.0,ward_104
synt_school_1051,synt_school_1051,private,280,12.971976779809939,77.61830177543864,8861892ed3fffff,20.0,ward_21
synt_school_1052,synt_school_1052,govt,20,12.947195686383168,77.61662144425605,88618925e3fffff,76.0,ward_77
synt_school_1053,synt_school_1053,aided,366,12.989767810836412,77.61871781168247,8861892e9dfffff,40.0,ward_41
synt_school_1054,synt_school_1054,private,550,13.023710233032373,77.57921866863992,8860145b25fffff,38.0,ward_39
synt_school_1055,synt_school_1055,private,336,12.96055725528465,77.5779278219947,88618925b3fffff,10.0,ward_11
synt_school_1056,synt_school_1056,aided,259,12.979132424050018,77.61546670647279,8861892e99fffff,43.0,ward_44
synt_school_1057,synt_school_1057,private,215,12.987299602843981,77.59241436773434,8860145b45fffff,3.0,ward_4
synt_school_1058,synt_school_1058,govt,238,12.956121936218402,77.60196063569207,88618925abfffff,23.0,ward_24
synt_school_1059,synt_school_1059,private,223,12.997338686270675,77.59165840160516,8860145b6bfffff,38.0,ward_39
synt_school_1060,synt_school_1060,private,189,12.973465867871713,77.59752881617611,8860145b49fffff,20.0,ward_21
synt_school_1061,synt_school_1061,govt,176,13.023496681929286,77.55127678412505,886014595dfffff,126.0,ward_127
synt_school_1062,synt_school_1062,govt,183,13.027241084711038,77.55065746419285,886014595dfffff,98.0,ward_99
synt_school_1063,synt_school_1063,private,409,12.943117767688697,77.5863553034001,8861892595fffff,31.0,ward_32
synt_school_1064,synt_school_1064,private,448,12.974093278962348,77.59828125039543,8860145b4dfffff,20.0,ward_21
synt_school_1065,synt_school_1065,private,148,13.008235998877828,77.59553538453267,8860145b65fffff,32.0,ward_33
synt_school_1066,synt_school_1066,private,334,13.01177908982009,77.63771705405111,8861892ea1fffff,130.0,ward_131
synt_school_1067,synt_school_1067,govt,20,12.990999510479718,77.58995349403034,8860145b6bfffff,6.0,ward_7
synt_school_1068,synt_school_1068,private,309,12.95528688704884,77.53783822908832,8860145a3dfffff,59.0,ward_60
synt_school_1069,synt_school_1069,govt,423,12.983270539173866,77.63835575711141,8861892e89fffff,79.0,ward_80
synt_school_1070,synt_school_1070,private,424,12.991634864731678,77.61710096321266,8861892e95fffff,40.0,ward_41
synt_school_1071,synt_school_1071,private,362,12.988985477534758,77.51146729155138,886014580bfffff,110.0,ward_111
synt_school_1072,synt_school_1072,aided,324,13.009880251643741,77.54705114963072,8860145b33fffff,64.0,ward_65
synt_school_1073,synt_school_1073,govt,294,12.938241478815163,77.59170440347236,8861892583fffff,31.0,ward_32
synt_school_1074,synt_school_1074,govt,20,13.018746493928402,77.57835189380602,8860145b21fffff,38.0,ward_39
synt_school_1075,synt_school_1075,govt,216,12.996607526456438,77.57486584220673,8860145b01fffff,8.0,ward_9
synt_school_1076,synt_school_1076,private,475,13.033067113687757,77.60712476490717,8861892cd5fffff,112.0,ward_113
synt_school_1077,synt_school_1077,private,218,13.01040824657247,77.63537340385581,8861892eabfffff,109.0,ward_110
synt_school_1078,synt_school_1078,private,331,12.942099985971463,77.54704582992466,8860145a01fffff,72.0,ward_73
synt_school_1079,synt_school_1079,private,172,13.030110587150775,77.57763032098327,8861892c9bfffff,101.0,ward_102
synt_school_1080,synt_school_1080,aided,394,13.017053650127961,77.56410902651076,8860145b35fffff,38.0,ward_39
synt_school_1081,synt_school_1081,private,376,12.977103008762592,77.57627836150701,8860145b55fffff,0.0,ward_1
synt_school_1082,synt_school_1082,govt,368,12.910455130615887,77.5878754017972,88618924adfffff,124.0,ward_125
synt_school_1083,synt_school_1083,private,442,12.94683905413279,77.59933174410556,8861892587fffff,35.0,ward_36
synt_school_1084,synt_school_1084,aided,163,12.986912420555607,77.57483407795873,8860145b09fffff,0.0,ward_1
synt_school_1085,synt_school_1085,govt,305,12.94770250359103,77.63644314344367,886189253bfffff,128.0,ward_129
synt_school_1086,synt_school_1086,private,249,12.949093456437799,77.56857750863747,8860145a61fffff,24.0,ward_25
synt_school_1087,synt_school_1087,private,421,12.96764145640222,77.54627455929825,8860145a27fffff,37.0,ward_38
synt_school_1088,synt_school_1088,private,257,12.985717354087397,77.59297666933915,8860145b45fffff,3.0,ward_4
