origin_h3,destination_h3,time_of_day,od_flow
8860145a31fffff,8860145b51fffff,14,1
8860145a31fffff,8860145b51fffff,19,1
8860145a31fffff,8860145b53fffff,11,1
8860145a31fffff,8860145b53fffff,13,1
8860145a31fffff,8860145b53fffff,21,1
8860145a31fffff,8860145b53fffff,23,2
8860145a31fffff,8860145b59fffff,1,1
8860145a31fffff,8860145b59fffff,10,1
8860145a31fffff,8860145b59fffff,11,1
8860145a31fffff,8860145b59fffff,15,1
8860145a31fffff,8860145b59fffff,16,1
8860145a31fffff,8860145b59fffff,20,1
8860145a31fffff,8860145b59fffff,21,1
8860145a31fffff,8860145b59fffff,22,1
8860145a31fffff,8860145b5bfffff,6,1
8860145a31fffff,8860145b5bfffff,7,1
8860145a31fffff,8860145b5bfffff,9,1
8860145a31fffff,8860145b5bfffff,10,2
8860145a31fffff,8860145b5bfffff,11,1
8860145a31fffff,8860145b5bfffff,18,1
8860145a31fffff,8860145b5bfffff,21,1
8860145a31fffff,8860145b5dfffff,6,1
8860145a31fffff,8860145b5dfffff,17,2
8860145a31fffff,8860145b5dfffff,21,1
8860145a31fffff,8860145b5dfffff,23,1
8860145a31fffff,8860145b65fffff,0,1
8860145a31fffff,8860145b65fffff,9,1
8860145a31fffff,8860145b65fffff,13,1
8860145a31fffff,8860145b65fffff,17,1
8860145a31fffff,8860145b6bfffff,4,1
8860145a31fffff,8860145b6bfffff,7,1
8860145a31fffff,8860145b6bfffff,8,1
8860145a31fffff,8860145b6bfffff,16,2
8860145a31fffff,8860145b6bfffff,20,1
8860145a31fffff,8860169647fffff,1,1
8860145a31fffff,8860169647fffff,12,1
8860145a31fffff,8860169647fffff,19,1
8860145a31fffff,886016965dfffff,0,1
8860145a31fffff,886016965dfffff,3,1
8860145a31fffff,886016965dfffff,4,1
8860145a31fffff,886016965dfffff,6,1
8860145a31fffff,886016965dfffff,21,2
8860145a31fffff,88601696cbfffff,14,1
8860145a31fffff,8861892401fffff,2,1
8860145a31fffff,8861892401fffff,6,1
8860145a31fffff,8861892401fffff,13,1
8860145a31fffff,8861892407fffff,13,1
8860145a31fffff,8861892413fffff,1,1
8860145a31fffff,8861892413fffff,2,2
8860145a31fffff,8861892413fffff,5,1
8860145a31fffff,8861892413fffff,12,1
8860145a31fffff,8861892413fffff,15,1
8860145a31fffff,8861892413fffff,18,1
8860145a31fffff,8861892413fffff,22,2
8860145a31fffff,8861892425fffff,7,1
8860145a31fffff,8861892429fffff,17,1
8860145a31fffff,8861892429fffff,19,1
8860145a31fffff,8861892437fffff,10,1
8860145a31fffff,8861892437fffff,15,1
8860145a31fffff,886189243bfffff,8,1
8860145a31fffff,886189243bfffff,14,1
8860145a31fffff,886189243dfffff,0,1
8860145a31fffff,886189243dfffff,11,1
8860145a31fffff,886189243dfffff,15,1
8860145a31fffff,8861892485fffff,21,2
8860145a31fffff,886189248bfffff,2,1
8860145a31fffff,886189248bfffff,3,1
8860145a31fffff,886189248bfffff,20,1
8860145a31fffff,886189248bfffff,23,1
8860145a31fffff,88618924a3fffff,17,1
8860145a31fffff,88618924a5fffff,9,1
8860145a31fffff,88618924abfffff,6,1
8860145a31fffff,88618924abfffff,7,1
8860145a31fffff,88618924abfffff,8,1
8860145a31fffff,88618924abfffff,10,1
8860145a31fffff,88618924abfffff,15,1
8860145a31fffff,88618924adfffff,7,1
8860145a31fffff,88618924b5fffff,1,1
8860145a31fffff,88618924b5fffff,5,1
8860145a31fffff,88618924b5fffff,8,2
8860145a31fffff,88618924bbfffff,9,1
8860145a31fffff,88618924bbfffff,10,1
8860145a31fffff,88618924bbfffff,11,1
8860145a31fffff,88618924bbfffff,14,1
8860145a31fffff,88618924bbfffff,17,1
8860145a31fffff,88618924bbfffff,18,1
8860145a31fffff,88618924bdfffff,6,1
8860145a31fffff,88618924c7fffff,6,1
8860145a31fffff,88618924c7fffff,8,1
8860145a31fffff,88618924c7fffff,13,1
8860145a31fffff,88618924c7fffff,23,1
8860145a31fffff,88618924e3fffff,14,1
8860145a31fffff,88618924e3fffff,16,1
8860145a31fffff,88618924edfffff,6,1
8860145a31fffff,88618924edfffff,7,1
8860145a31fffff,88618924edfffff,9,1
8860145a31fffff,88618924edfffff,13,1
8860145a31fffff,88618924edfffff,15,1
8860145a31fffff,88618924edfffff,16,1
8860145a31fffff,88618924edfffff,19,1
8860145a31fffff,88618924edfffff,22,1
8860145a31fffff,8861892513fffff,3,1
8860145a31fffff,8861892513fffff,13,1
8860145a31fffff,8861892513fffff,23,1
8860145a31fffff,8861892515fffff,14,1
8860145a31fffff,8861892515fffff,18,1
8860145a31fffff,8861892529fffff,12,1
8860145a31fffff,8861892535fffff,2,1
8860145a31fffff,8861892535fffff,4,1
8860145a31fffff,8861892535fffff,7,1
8860145a31fffff,8861892535fffff,9,1
8860145a31fffff,8861892535fffff,15,1
8860145a31fffff,8861892535fffff,19,1
8860145a31fffff,8861892535fffff,21,2
8860145a31fffff,8861892535fffff,23,2
8860145a31fffff,8861892537fffff,16,1
8860145a31fffff,886189253dfffff,11,1
8860145a31fffff,886189253dfffff,18,1
8860145a31fffff,886189255bfffff,11,1
8860145a31fffff,886189255bfffff,14,1
8860145a31fffff,886189255bfffff,19,1
8860145a31fffff,886189256bfffff,0,3
8860145a31fffff,886189256bfffff,2,1
8860145a31fffff,886189256bfffff,8,1
8860145a31fffff,886189256bfffff,11,1
8860145a31fffff,886189256bfffff,23,1
8860145a31fffff,8861892581fffff,3,1
8860145a31fffff,8861892581fffff,15,1
8860145a31fffff,8861892581fffff,22,1
8860145a31fffff,8861892587fffff,5,1
8860145a31fffff,8861892589fffff,19,1
8860145a31fffff,8861892589fffff,21,1
8860145a31fffff,886189258bfffff,7,1
8860145a31fffff,886189258bfffff,13,2
8860145a31fffff,8861892593fffff,0,1
8860145a31fffff,8861892593fffff,9,1
8860145a31fffff,8861892593fffff,23,1
8860145a31fffff,88618925a1fffff,10,1
8860145a31fffff,88618925abfffff,6,1
8860145a31fffff,88618925abfffff,9,1
8860145a31fffff,88618925abfffff,12,1
8860145a31fffff,88618925abfffff,22,1
8860145a31fffff,88618925adfffff,3,1
8860145a31fffff,88618925adfffff,6,1
8860145a31fffff,88618925adfffff,20,1
8860145a31fffff,88618925b3fffff,2,1
8860145a31fffff,88618925b3fffff,4,1
8860145a31fffff,88618925b3fffff,7,1
8860145a31fffff,88618925b3fffff,12,1
8860145a31fffff,88618925b5fffff,6,1
8860145a31fffff,88618925b5fffff,8,1
8860145a31fffff,88618925b5fffff,10,1
8860145a31fffff,88618925b5fffff,12,1
8860145a31fffff,88618925b5fffff,17,1
8860145a31fffff,88618925cbfffff,10,1
8860145a31fffff,88618925cbfffff,13,1
8860145a31fffff,88618925cbfffff,14,1
8860145a31fffff,88618925cbfffff,18,1
8860145a31fffff,88618925cdfffff,4,1
8860145a31fffff,88618925cdfffff,10,1
8860145a31fffff,88618925d1fffff,2,1
8860145a31fffff,88618925d1fffff,18,1
8860145a31fffff,88618925d5fffff,4,1
8860145a31fffff,88618925d5fffff,5,1
8860145a31fffff,88618925d5fffff,6,1
8860145a31fffff,88618925d5fffff,10,1
8860145a31fffff,88618925d7fffff,3,1
8860145a31fffff,88618925d7fffff,7,1
8860145a31fffff,88618925d7fffff,9,1
8860145a31fffff,88618925d7fffff,10,1
8860145a31fffff,88618925d7fffff,16,1
8860145a31fffff,88618925d7fffff,17,1
8860145a31fffff,88618925d7fffff,19,1
8860145a31fffff,88618925dbfffff,7,1
8860145a31fffff,88618925dbfffff,21,1
8860145a31fffff,88618925e3fffff,5,2
8860145a31fffff,88618925e3fffff,8,2
8860145a31fffff,88618925e3fffff,11,1
8860145a31fffff,88618925e3fffff,19,1
8860145a31fffff,88618925ebfffff,7,1
8860145a31fffff,88618925ebfffff,10,1
8860145a31fffff,88618925ebfffff,23,1
8860145a31fffff,8861892c03fffff,16,1
8860145a31fffff,8861892c03fffff,23,1
8860145a31fffff,8861892c13fffff,1,1
8860145a31fffff,8861892c13fffff,21,1
8860145a31fffff,8861892c19fffff,2,1
8860145a31fffff,8861892c19fffff,3,1
8860145a31fffff,8861892c19fffff,5,1
8860145a31fffff,8861892c19fffff,6,1
8860145a31fffff,8861892c19fffff,7,2
8860145a31fffff,8861892c19fffff,12,1
8860145a31fffff,8861892c19fffff,21,2
8860145a31fffff,8861892c19fffff,23,1
8860145a31fffff,8861892c5bfffff,3,1
8860145a31fffff,8861892c5bfffff,16,1
8860145a31fffff,8861892c5bfffff,17,1
8860145a31fffff,8861892c5bfffff,20,2
8860145a31fffff,8861892c5bfffff,21,1
8860145a31fffff,8861892c83fffff,15,1
8860145a31fffff,8861892c8bfffff,0,1
8860145a31fffff,8861892c91fffff,4,1
8860145a31fffff,8861892c91fffff,6,1
8860145a31fffff,8861892c93fffff,1,1
8860145a31fffff,8861892c93fffff,11,1
8860145a31fffff,8861892ca5fffff,1,1
8860145a31fffff,8861892ca5fffff,7,1
8860145a31fffff,8861892ca5fffff,12,1
8860145a31fffff,8861892ca5fffff,15,1
8860145a31fffff,8861892ca5fffff,16,1
8860145a31fffff,8861892cabfffff,1,1
8860145a31fffff,8861892cabfffff,17,1
8860145a31fffff,8861892cabfffff,23,1
8860145a31fffff,8861892cc7fffff,19,1
8860145a31fffff,8861892cc9fffff,6,1
8860145a31fffff,8861892cc9fffff,7,1
8860145a31fffff,8861892cc9fffff,19,2
8860145a31fffff,8861892cd1fffff,1,1
8860145a31fffff,8861892cd1fffff,7,1
8860145a31fffff,8861892cd1fffff,8,1
8860145a31fffff,8861892cd1fffff,17,1
8860145a31fffff,8861892cd3fffff,11,1
8860145a31fffff,8861892cd3fffff,12,1
8860145a31fffff,8861892cd5fffff,0,1
8860145a31fffff,8861892cd5fffff,13,1
8860145a31fffff,8861892cd5fffff,16,1
8860145a31fffff,8861892cd7fffff,2,1
8860145a31fffff,8861892cd9fffff,3,1
8860145a31fffff,8861892cd9fffff,7,1
8860145a31fffff,8861892cd9fffff,8,1
8860145a31fffff,8861892cd9fffff,16,1
8860145a31fffff,8861892cd9fffff,18,1
8860145a31fffff,8861892cdbfffff,3,1
8860145a31fffff,8861892cdbfffff,5,1
8860145a31fffff,8861892cdbfffff,14,1
8860145a31fffff,8861892cdbfffff,17,2
8860145a31fffff,8861892cdbfffff,18,2
8860145a31fffff,8861892cddfffff,0,1
8860145a31fffff,8861892cddfffff,11,1
8860145a31fffff,8861892ce1fffff,9,1
8860145a31fffff,8861892ce1fffff,20,1
8860145a31fffff,8861892ce1fffff,22,2
8860145a31fffff,8861892e07fffff,15,1
8860145a31fffff,8861892e07fffff,20,1
8860145a31fffff,8861892e19fffff,3,1
8860145a31fffff,8861892e19fffff,8,1
8860145a31fffff,8861892e19fffff,12,1
8860145a31fffff,8861892e1dfffff,12,1
8860145a31fffff,8861892e1dfffff,16,1
8860145a31fffff,8861892e1dfffff,23,1
8860145a31fffff,8861892e31fffff,9,2
8860145a31fffff,8861892e31fffff,11,1
8860145a31fffff,8861892e31fffff,12,1
8860145a31fffff,8861892e31fffff,13,1
8860145a31fffff,8861892e31fffff,14,1
8860145a31fffff,8861892e31fffff,20,1
8860145a31fffff,8861892e33fffff,0,1
8860145a31fffff,8861892e33fffff,8,1
8860145a31fffff,8861892e33fffff,23,1
8860145a31fffff,8861892e53fffff,2,1
8860145a31fffff,8861892e53fffff,4,1
8860145a31fffff,8861892e53fffff,5,1
8860145a31fffff,8861892e53fffff,11,1
8860145a31fffff,8861892e53fffff,16,1
8860145a31fffff,8861892e53fffff,21,1
8860145a31fffff,8861892e81fffff,0,1
8860145a31fffff,8861892e81fffff,13,1
8860145a31fffff,8861892e81fffff,22,1
8860145a31fffff,8861892e87fffff,20,1
8860145a31fffff,8861892e91fffff,1,1
8860145a31fffff,8861892e91fffff,3,1
8860145a31fffff,8861892e91fffff,10,1
8860145a31fffff,8861892e91fffff,14,1
8860145a31fffff,8861892e97fffff,3,1
8860145a31fffff,8861892e97fffff,9,1
8860145a31fffff,8861892e97fffff,11,1
8860145a31fffff,8861892e97fffff,12,1
8860145a31fffff,8861892e99fffff,4,1
8860145a31fffff,8861892e99fffff,8,1
8860145a31fffff,8861892e99fffff,17,1
8860145a31fffff,8861892ea1fffff,14,1
8860145a31fffff,8861892ea7fffff,12,1
8860145a31fffff,8861892ea7fffff,13,1
8860145a31fffff,8861892ea7fffff,17,1
8860145a31fffff,8861892eabfffff,3,1
8860145a31fffff,8861892eb3fffff,14,1
8860145a31fffff,8861892eb3fffff,16,1
8860145a31fffff,8861892eb3fffff,22,1
8860145a31fffff,8861892eb5fffff,4,1
8860145a31fffff,8861892eb5fffff,6,1
8860145a31fffff,8861892eb5fffff,7,1
8860145a31fffff,8861892eb5fffff,8,1
8860145a31fffff,8861892eb5fffff,13,1
8860145a31fffff,8861892eb5fffff,23,1
8860145a31fffff,8861892eb7fffff,0,1
8860145a31fffff,8861892eb7fffff,1,1
8860145a31fffff,8861892eb7fffff,2,1
8860145a31fffff,8861892eb7fffff,5,1
8860145a31fffff,8861892eb7fffff,10,1
8860145a31fffff,8861892eb7fffff,16,1
8860145a31fffff,8861892ebdfffff,0,1
8860145a31fffff,8861892ebdfffff,6,1
8860145a31fffff,8861892ebdfffff,8,1
8860145a31fffff,8861892ebdfffff,11,2
8860145a31fffff,8861892ebdfffff,14,1
8860145a31fffff,8861892ec3fffff,15,1
8860145a31fffff,8861892ec3fffff,16,1
8860145a31fffff,8861892ec3fffff,17,2
8860145a31fffff,8861892ec5fffff,6,1
8860145a31fffff,8861892ec5fffff,7,1
8860145a31fffff,8861892ec5fffff,8,1
8860145a31fffff,8861892ec5fffff,11,1
8860145a31fffff,8861892ec5fffff,12,1
8860145a31fffff,8861892ec5fffff,13,1
8860145a31fffff,8861892ec5fffff,23,1
8860145a31fffff,8861892ecdfffff,7,1
8860145a31fffff,8861892ed1fffff,7,2
8860145a31fffff,8861892ed1fffff,10,1
8860145a31fffff,8861892ed1fffff,13,1
8860145a31fffff,8861892ed1fffff,17,1
8860145a31fffff,8861892ed1fffff,20,1
8860145a31fffff,8861892ee1fffff,2,1
8860145a31fffff,8861892ee1fffff,12,1
8860145a31fffff,8861892ee1fffff,17,1
8860145a31fffff,8861892ee1fffff,18,1
8860145a33fffff,8860145125fffff,16,1
8860145a33fffff,8860145161fffff,7,1
8860145a33fffff,8860145161fffff,14,1
8860145a33fffff,8860145807fffff,17,1
8860145a33fffff,886014581dfffff,21,1
8860145a33fffff,8860145827fffff,0,1
8860145a33fffff,8860145827fffff,7,1
8860145a33fffff,8860145827fffff,10,1
8860145a33fffff,8860145839fffff,2,1
8860145a33fffff,8860145839fffff,8,1
8860145a33fffff,8860145839fffff,15,2
8860145a33fffff,8860145843fffff,23,1
8860145a33fffff,8860145847fffff,20,1
8860145a33fffff,8860145847fffff,21,1
8860145a33fffff,8860145849fffff,5,1
8860145a33fffff,8860145849fffff,17,1
8860145a33fffff,886014584bfffff,9,1
8860145a33fffff,886014584dfffff,7,1
8860145a33fffff,8860145861fffff,14,1
8860145a33fffff,8860145861fffff,18,1
8860145a33fffff,8860145863fffff,17,1
8860145a33fffff,8860145865fffff,13,2
8860145a33fffff,8860145865fffff,20,1
8860145a33fffff,8860145867fffff,3,1
8860145a33fffff,886014586bfffff,16,1
8860145a33fffff,886014586bfffff,17,1
8860145a33fffff,886014586bfffff,19,1
8860145a33fffff,88601458edfffff,0,1
8860145a33fffff,88601458edfffff,7,1
8860145a33fffff,88601458edfffff,8,1
8860145a33fffff,8860145903fffff,0,1
8860145a33fffff,8860145903fffff,16,1
8860145a33fffff,8860145909fffff,4,1
8860145a33fffff,8860145925fffff,4,1
8860145a33fffff,8860145925fffff,9,1
8860145a33fffff,886014593bfffff,6,1
8860145a33fffff,886014593bfffff,11,1
8860145a33fffff,886014593bfffff,17,1
8860145a33fffff,8860145941fffff,3,1
8860145a33fffff,8860145941fffff,18,1
8860145a33fffff,8860145943fffff,8,1
8860145a33fffff,8860145943fffff,12,1
8860145a33fffff,886014594bfffff,8,1
8860145a33fffff,8860145957fffff,20,1
8860145a33fffff,886014595bfffff,5,1
8860145a33fffff,886014595bfffff,6,1
8860145a33fffff,886014595bfffff,9,1
8860145a33fffff,8860145963fffff,23,1
8860145a33fffff,886014596dfffff,21,1
8860145a33fffff,88601459c5fffff,17,1
8860145a33fffff,88601459c9fffff,20,1
8860145a33fffff,88601459d5fffff,5,1
8860145a33fffff,88601459d5fffff,10,1
8860145a33fffff,88601459d5fffff,16,1
8860145a33fffff,88601459d5fffff,23,1
8860145a33fffff,88601459e3fffff,7,1
8860145a33fffff,88601459e3fffff,9,1
8860145a33fffff,88601459e3fffff,15,1
8860145a33fffff,8860145a03fffff,0,1
8860145a33fffff,8860145a05fffff,11,1
8860145a33fffff,8860145a05fffff,19,1
8860145a33fffff,8860145a09fffff,15,1
8860145a33fffff,8860145a0dfffff,7,1
8860145a33fffff,8860145a0dfffff,14,1
8860145a33fffff,8860145a0dfffff,15,1
8860145a33fffff,8860145a21fffff,14,1
8860145a33fffff,8860145a27fffff,6,1
8860145a33fffff,8860145a29fffff,1,1
8860145a33fffff,8860145a2dfffff,22,1
8860145a33fffff,8860145a31fffff,6,1
8860145a33fffff,8860145a31fffff,9,1
8860145a33fffff,8860145a31fffff,11,1
8860145a33fffff,8860145a31fffff,13,1
8860145a33fffff,8860145a31fffff,20,1
8860145a33fffff,8860145a33fffff,12,1
8860145a33fffff,8860145a3dfffff,12,1
8860145a33fffff,8860145a3dfffff,23,1
8860145a33fffff,8860145a41fffff,15,1
8860145a33fffff,8860145a45fffff,7,1
8860145a33fffff,8860145a45fffff,10,1
8860145a33fffff,8860145a45fffff,13,1
8860145a33fffff,8860145a49fffff,17,1
8860145a33fffff,8860145a55fffff,0,1
8860145a33fffff,8860145a59fffff,1,1
8860145a33fffff,8860145a59fffff,3,1
8860145a33fffff,8860145a59fffff,9,1
8860145a33fffff,8860145a5dfffff,7,1
8860145a33fffff,8860145a5dfffff,16,1
8860145a33fffff,8860145a63fffff,13,1
8860145a33fffff,8860145a63fffff,20,1
8860145a33fffff,8860145a67fffff,11,1
8860145a33fffff,8860145a67fffff,13,1
8860145a33fffff,8860145a6bfffff,0,1
8860145a33fffff,8860145a6dfffff,8,1
8860145a33fffff,8860145a6dfffff,10,2
8860145a33fffff,8860145a6dfffff,14,1
8860145a33fffff,8860145a8dfffff,4,1
8860145a33fffff,8860145a8dfffff,22,1
8860145a33fffff,8860145a8dfffff,23,1
8860145a33fffff,8860145aadfffff,19,1
8860145a33fffff,8860145acbfffff,12,1
8860145a33fffff,8860145aedfffff,16,1
8860145a33fffff,8860145b01fffff,6,1
8860145a33fffff,8860145b01fffff,7,1
8860145a33fffff,8860145b03fffff,0,1
8860145a33fffff,8860145b05fffff,8,1
8860145a33fffff,8860145b05fffff,16,1
8860145a33fffff,8860145b0bfffff,1,1
8860145a33fffff,8860145b0bfffff,8,1
8860145a33fffff,8860145b11fffff,1,1
8860145a33fffff,8860145b17fffff,10,1
8860145a33fffff,8860145b1bfffff,2,1
8860145a33fffff,8860145b1dfffff,4,1
8860145a33fffff,8860145b1dfffff,9,1
8860145a33fffff,8860145b1dfffff,10,1
8860145a33fffff,8860145b1dfffff,12,1
8860145a33fffff,8860145b1dfffff,17,1
8860145a33fffff,8860145b1dfffff,22,1
8860145a33fffff,8860145b21fffff,7,1
8860145a33fffff,8860145b33fffff,11,1
8860145a33fffff,8860145b33fffff,12,1
8860145a33fffff,8860145b39fffff,18,1
8860145a33fffff,8860145b39fffff,20,1
8860145a33fffff,8860145b41fffff,10,1
8860145a33fffff,8860145b51fffff,2,1
8860145a33fffff,8860145b51fffff,7,1
8860145a33fffff,8860145b51fffff,14,1
8860145a33fffff,8860145b51fffff,20,1
8860145a33fffff,8860145b53fffff,5,1
8860145a33fffff,8860145b53fffff,6,1
8860145a33fffff,8860145b53fffff,15,2
8860145a33fffff,8860145b53fffff,19,1
8860145a33fffff,8860145b53fffff,21,1
8860145a33fffff,8860145b59fffff,1,1
8860145a33fffff,8860145b59fffff,3,1
8860145a33fffff,8860145b59fffff,10,1
8860145a33fffff,8860145b5dfffff,6,1
8860145a33fffff,8860145b5dfffff,23,1
8860145a33fffff,8860145b65fffff,12,1
8860145a33fffff,8860145b6bfffff,0,1
8860145a33fffff,8860145b6bfffff,11,1
8860145a33fffff,8860145b6bfffff,13,1
8860145a33fffff,8860145b6bfffff,22,1
8860145a33fffff,886016965dfffff,4,1
8860145a33fffff,886016965dfffff,14,1
8860145a33fffff,886016965dfffff,16,1
8860145a33fffff,88601696cbfffff,1,1
8860145a33fffff,88601696cbfffff,16,1
8860145a33fffff,8861892401fffff,6,1
8860145a33fffff,8861892401fffff,16,1
8860145a33fffff,8861892401fffff,19,1
8860145a33fffff,8861892401fffff,20,1
8860145a33fffff,8861892407fffff,12,1
8860145a33fffff,8861892413fffff,8,1
8860145a33fffff,8861892413fffff,10,1
8860145a33fffff,8861892413fffff,14,1
8860145a33fffff,8861892413fffff,15,1
8860145a33fffff,8861892413fffff,19,1
8860145a33fffff,8861892413fffff,21,1
8860145a33fffff,8861892425fffff,19,1
8860145a33fffff,8861892429fffff,10,1
8860145a33fffff,8861892437fffff,11,1
8860145a33fffff,886189243dfffff,12,1
8860145a33fffff,886189243dfffff,16,1
8860145a33fffff,8861892485fffff,2,1
8860145a33fffff,8861892485fffff,17,1
8860145a33fffff,886189248bfffff,13,1
8860145a33fffff,88618924a3fffff,2,1
8860145a33fffff,88618924a5fffff,14,1
8860145a33fffff,88618924abfffff,3,1
8860145a33fffff,88618924abfffff,22,1
8860145a33fffff,88618924adfffff,15,1
8860145a33fffff,88618924c7fffff,18,1
8860145a33fffff,88618924e3fffff,1,1
8860145a33fffff,88618924e3fffff,14,1
8860145a33fffff,88618924edfffff,4,1
8860145a33fffff,88618924edfffff,21,1
8860145a33fffff,88618924edfffff,22,1
8860145a33fffff,8861892513fffff,2,1
8860145a33fffff,8861892529fffff,12,1
8860145a33fffff,8861892529fffff,15,1
8860145a33fffff,8861892535fffff,6,1
8860145a33fffff,886189253dfffff,4,1
8860145a33fffff,886189253dfffff,13,1
8860145a33fffff,886189255bfffff,17,1
8860145a33fffff,886189256bfffff,8,1
8860145a33fffff,886189256bfffff,11,1
8860145a33fffff,886189256bfffff,15,1
8860145a33fffff,886189256bfffff,16,1
8860145a33fffff,8861892581fffff,20,1
8860145a33fffff,8861892581fffff,22,1
8860145a33fffff,8861892587fffff,5,1
8860145a33fffff,8861892587fffff,6,1
8860145a33fffff,8861892587fffff,9,1
8860145a33fffff,8861892587fffff,20,1
8860145a33fffff,8861892589fffff,19,1
8860145a33fffff,88618925a1fffff,4,1
8860145a33fffff,88618925a1fffff,17,1
8860145a33fffff,88618925abfffff,2,1
8860145a33fffff,88618925abfffff,21,1
8860145a33fffff,88618925adfffff,3,1
8860145a33fffff,88618925adfffff,5,1
8860145a33fffff,88618925b5fffff,7,1
8860145a33fffff,88618925b5fffff,13,1
8860145a33fffff,88618925b5fffff,18,1
8860145a33fffff,88618925cbfffff,13,1
8860145a33fffff,88618925cdfffff,9,1
8860145a33fffff,88618925cdfffff,17,1
8860145a33fffff,88618925cdfffff,19,1
8860145a33fffff,88618925d5fffff,6,1
8860145a33fffff,88618925d7fffff,6,1
8860145a33fffff,88618925d7fffff,11,1
8860145a33fffff,88618925d7fffff,19,1
8860145a33fffff,88618925d7fffff,22,1
8860145a33fffff,88618925dbfffff,17,1
8860145a33fffff,88618925dbfffff,18,1
8860145a33fffff,88618925e3fffff,5,1
8860145a33fffff,88618925e3fffff,7,1
8860145a33fffff,88618925e9fffff,9,1
8860145a33fffff,88618925e9fffff,21,1
8860145a33fffff,88618925ebfffff,22,1
8860145a33fffff,8861892c19fffff,21,1
8860145a33fffff,8861892c5bfffff,5,1
8860145a33fffff,8861892c5bfffff,13,1
8860145a33fffff,8861892c5bfffff,16,1
8860145a33fffff,8861892c5bfffff,22,1
8860145a33fffff,8861892c83fffff,2,1
8860145a33fffff,8861892c83fffff,16,1
8860145a33fffff,8861892c83fffff,21,1
8860145a33fffff,8861892c8bfffff,14,1
8860145a33fffff,8861892c91fffff,6,1
8860145a33fffff,8861892c93fffff,5,1
8860145a33fffff,8861892ca5fffff,1,1
8860145a33fffff,8861892ca5fffff,10,1
8860145a33fffff,8861892ca5fffff,18,1
8860145a33fffff,8861892cabfffff,5,1
8860145a33fffff,8861892cabfffff,9,1
8860145a33fffff,8861892cabfffff,10,1
8860145a33fffff,8861892cabfffff,17,1
8860145a33fffff,8861892cc9fffff,12,1
8860145a33fffff,8861892cd1fffff,2,1
8860145a33fffff,8861892cd1fffff,21,1
8860145a33fffff,8861892cd7fffff,11,1
8860145a33fffff,8861892cd7fffff,15,1
8860145a33fffff,8861892e07fffff,11,1
8860145a33fffff,8861892e07fffff,17,1
8860145a33fffff,8861892e07fffff,19,1
8860145a33fffff,8861892e19fffff,11,1
8860145a33fffff,8861892e1dfffff,4,1
8860145a33fffff,8861892e1dfffff,6,1
8860145a33fffff,8861892e1dfffff,7,1
8860145a33fffff,8861892e1dfffff,10,1
8860145a33fffff,8861892e31fffff,3,1
8860145a33fffff,8861892e31fffff,6,1
8860145a33fffff,8861892e81fffff,23,1
8860145a33fffff,8861892e87fffff,16,1
8860145a33fffff,8861892e91fffff,1,1
8860145a33fffff,8861892e91fffff,8,1
8860145a33fffff,8861892e91fffff,11,1
8860145a33fffff,8861892e91fffff,13,1
8860145a33fffff,8861892e97fffff,12,1
8860145a33fffff,8861892e97fffff,19,1
8860145a33fffff,8861892ea1fffff,3,1
8860145a33fffff,8861892ea1fffff,4,1
8860145a33fffff,8861892ea1fffff,7,1
8860145a33fffff,8861892eb7fffff,9,1
8860145a33fffff,8861892ec5fffff,14,1
8860145a33fffff,8861892ecdfffff,13,1
8860145a33fffff,8861892ed1fffff,10,1
8860145a33fffff,8861892ed1fffff,13,1
8860145a33fffff,8861892ed1fffff,14,1
8860145a33fffff,8861892ee1fffff,8,1
8860145a33fffff,8861892ee1fffff,14,2
8860145a3dfffff,8860145809fffff,0,1
8860145a3dfffff,8860145811fffff,14,1
8860145a3dfffff,886014581dfffff,13,1
8860145a3dfffff,8860145827fffff,2,1
8860145a3dfffff,8860145827fffff,6,1
8860145a3dfffff,8860145829fffff,0,1
8860145a3dfffff,8860145829fffff,4,1
8860145a3dfffff,886014582bfffff,12,1
8860145a3dfffff,8860145839fffff,10,1
8860145a3dfffff,8860145845fffff,7,1
8860145a3dfffff,8860145847fffff,15,1
8860145a3dfffff,886014584dfffff,19,1
8860145a3dfffff,886014585dfffff,4,1
8860145a3dfffff,886014585dfffff,11,1
8860145a3dfffff,886014585dfffff,15,1
8860145a3dfffff,8860145861fffff,1,1
8860145a3dfffff,8860145865fffff,16,1
8860145a3dfffff,886014586bfffff,21,1
8860145a3dfffff,88601458edfffff,11,1
8860145a3dfffff,88601458edfffff,21,1
8860145a3dfffff,8860145903fffff,15,1
8860145a3dfffff,8860145909fffff,10,1
8860145a3dfffff,8860145923fffff,13,1
8860145a3dfffff,8860145923fffff,23,1
8860145a3dfffff,8860145925fffff,10,1
8860145a3dfffff,8860145925fffff,11,1
8860145a3dfffff,8860145925fffff,12,1
8860145a3dfffff,886014593bfffff,0,1
8860145a3dfffff,8860145953fffff,0,1
8860145a3dfffff,8860145959fffff,10,1
8860145a3dfffff,886014595bfffff,18,1
8860145a3dfffff,88601459c5fffff,12,1
8860145a3dfffff,88601459c5fffff,15,1
8860145a3dfffff,88601459c5fffff,23,1
8860145a3dfffff,88601459c9fffff,0,1
8860145a3dfffff,88601459c9fffff,14,2
8860145a3dfffff,88601459c9fffff,19,1
8860145a3dfffff,88601459c9fffff,21,1
