origin,destination,flow
8861892e07fffff,8861892c13fffff,1.0
8861892e07fffff,8861892c19fffff,1.0
8861892e07fffff,8861892c5bfffff,1.0
8861892e07fffff,8861892c83fffff,1.0
8861892e07fffff,8861892c8bfffff,1.0
8861892e07fffff,8861892ca5fffff,1.0
8861892e07fffff,8861892cabfffff,2.0
8861892e07fffff,8861892cc7fffff,2.0
8861892e07fffff,8861892cc9fffff,1.0
8861892e07fffff,8861892cd1fffff,1.0
8861892e07fffff,8861892cd3fffff,1.0
8861892e07fffff,8861892cd5fffff,1.0
8861892e07fffff,8861892cd7fffff,1.0
8861892e07fffff,8861892cd9fffff,1.0
8861892e07fffff,8861892cdbfffff,1.0
8861892e07fffff,8861892cddfffff,1.0
8861892e07fffff,8861892ce1fffff,1.0
8861892e07fffff,8861892e07fffff,1.0
8861892e07fffff,8861892e19fffff,1.0
8861892e07fffff,8861892e1dfffff,2.0
8861892e07fffff,8861892e31fffff,1.0
8861892e07fffff,8861892e33fffff,1.0
8861892e07fffff,8861892e53fffff,1.0
8861892e07fffff,8861892e81fffff,1.0
8861892e07fffff,8861892e87fffff,1.0
8861892e07fffff,8861892e91fffff,1.0
8861892e07fffff,8861892e97fffff,1.0
8861892e07fffff,8861892ea1fffff,1.0
8861892e07fffff,8861892ea7fffff,1.0
8861892e07fffff,8861892eabfffff,1.0
8861892e07fffff,8861892eb1fffff,1.0
8861892e07fffff,8861892eb5fffff,1.0
8861892e07fffff,8861892eb7fffff,1.0
8861892e07fffff,8861892ebdfffff,1.0
8861892e07fffff,8861892ec5fffff,1.0
8861892e07fffff,8861892ecdfffff,1.0
8861892e07fffff,8861892ed1fffff,1.0
8861892e07fffff,8861892ee1fffff,1.0
8860145923fffff,8860145125fffff,1.0
8860145923fffff,8860145161fffff,1.0
8860145923fffff,8860145807fffff,1.0
8860145923fffff,8860145809fffff,1.0
8860145923fffff,886014581dfffff,1.0
8860145923fffff,8860145827fffff,1.0
8860145923fffff,8860145829fffff,1.0
8860145923fffff,886014582bfffff,1.0
8860145923fffff,8860145839fffff,1.0
8860145923fffff,8860145843fffff,1.0
8860145923fffff,8860145845fffff,1.0
8860145923fffff,8860145847fffff,1.0
8860145923fffff,8860145849fffff,1.0
8860145923fffff,886014584bfffff,1.0
8860145923fffff,886014584dfffff,1.0
8860145923fffff,886014585dfffff,1.0
8860145923fffff,8860145861fffff,1.0
8860145923fffff,8860145863fffff,1.0
8860145923fffff,8860145865fffff,1.0
8860145923fffff,8860145867fffff,1.0
8860145923fffff,8860145869fffff,1.0
8860145923fffff,886014586bfffff,1.0
8860145923fffff,88601458edfffff,1.0
8860145923fffff,8860145903fffff,1.0
8860145923fffff,8860145909fffff,1.0
8860145923fffff,8860145923fffff,1.0
8860145923fffff,8860145925fffff,1.0
8860145923fffff,886014593bfffff,1.0
8860145923fffff,8860145941fffff,1.0
8860145923fffff,886014594bfffff,1.0
8860145923fffff,8860145953fffff,1.0
8860145923fffff,8860145957fffff,1.0
8860145923fffff,8860145959fffff,1.0
8860145923fffff,886014595bfffff,1.0
8860145923fffff,8860145963fffff,1.0
8860145923fffff,886014596dfffff,1.0
8860145923fffff,88601459c5fffff,1.0
8860145923fffff,88601459c9fffff,1.0
8860145923fffff,88601459e3fffff,1.0
8860145923fffff,88601459e9fffff,1.0
8860145923fffff,8860145a03fffff,1.0
8860145923fffff,8860145a05fffff,1.0
8860145923fffff,8860145a09fffff,1.0
8860145923fffff,8860145a0dfffff,1.0
8860145923fffff,8860145a17fffff,1.0
8860145923fffff,8860145a21fffff,1.0
8860145923fffff,8860145a25fffff,1.0
8860145923fffff,8860145a27fffff,1.0
8860145923fffff,8860145a29fffff,1.0
8860145923fffff,8860145a2bfffff,1.0
8860145923fffff,8860145a31fffff,1.0
8860145923fffff,8860145a3dfffff,1.0
8860145923fffff,8860145a41fffff,1.0
8860145923fffff,8860145a45fffff,1.0
8860145923fffff,8860145a49fffff,1.0
8860145923fffff,8860145a5dfffff,1.0
8860145923fffff,8860145a63fffff,1.0
8860145923fffff,8860145a67fffff,1.0
8860145923fffff,8860145a6bfffff,1.0
8860145923fffff,8860145a6dfffff,1.0
8860145923fffff,8860145aa3fffff,1.0
8860145923fffff,8860145aadfffff,1.0
8860145923fffff,8860145acbfffff,1.0
8860145923fffff,8860145aedfffff,1.0
8860145923fffff,8860145b01fffff,1.0
8860145923fffff,8860145b03fffff,1.0
8860145923fffff,8860145b0bfffff,1.0
8860145923fffff,8860145b11fffff,1.0
8860145923fffff,8860145b1bfffff,1.0
8860145923fffff,8860145b1dfffff,1.0
8860145923fffff,8860145b21fffff,1.0
8860145923fffff,8860145b33fffff,1.0
8860145923fffff,8860145b39fffff,1.0
8860145923fffff,8860145b3dfffff,1.0
8860145923fffff,8860145b41fffff,1.0
8860145923fffff,8860145b51fffff,1.0
8860145923fffff,8860145b53fffff,1.0
8860145923fffff,8860145b55fffff,1.0
8860145923fffff,8860145b59fffff,1.0
8860145923fffff,8860145b5bfffff,1.0
8860145923fffff,8860145b65fffff,1.0
8860145923fffff,8860145b6bfffff,1.0
8860145923fffff,8860169647fffff,1.0
8860145923fffff,886016965dfffff,1.0
8860145923fffff,88601696cbfffff,1.0
8860145923fffff,8861892401fffff,1.0
8860145923fffff,8861892407fffff,1.0
8860145923fffff,8861892413fffff,1.0
8860145923fffff,8861892425fffff,1.0
8860145923fffff,8861892429fffff,1.0
8860145923fffff,8861892437fffff,1.0
8860145923fffff,886189243bfffff,1.0
8860145923fffff,886189243dfffff,1.0
8860145923fffff,8861892485fffff,1.0
8860145923fffff,886189248bfffff,1.0
8860145923fffff,88618924a3fffff,1.0
8860145923fffff,88618924a5fffff,1.0
8860145923fffff,88618924abfffff,1.0
8860145923fffff,88618924adfffff,1.0
8860145923fffff,88618924b5fffff,1.0
8860145923fffff,88618924bbfffff,1.0
8860145923fffff,88618924c7fffff,1.0
8860145923fffff,88618924e3fffff,1.0
8860145923fffff,88618924edfffff,1.0
8860145923fffff,8861892515fffff,1.0
8860145923fffff,8861892529fffff,1.0
8860145923fffff,8861892535fffff,2.0
8860145923fffff,886189255bfffff,1.0
8860145923fffff,886189256bfffff,1.0
8860145923fffff,8861892581fffff,1.0
8860145923fffff,8861892587fffff,2.0
8860145923fffff,8861892589fffff,1.0
8860145923fffff,886189258bfffff,1.0
8860145923fffff,8861892593fffff,1.0
8860145923fffff,88618925a1fffff,1.0
8860145923fffff,88618925abfffff,1.0
8860145923fffff,88618925adfffff,1.0
8860145923fffff,88618925b3fffff,1.0
8860145923fffff,88618925b5fffff,1.0
8860145923fffff,88618925cbfffff,1.0
8860145923fffff,88618925d1fffff,1.0
8860145923fffff,88618925d5fffff,1.0
8860145923fffff,88618925d7fffff,1.0
8860145923fffff,88618925dbfffff,1.0
8860145923fffff,88618925ebfffff,1.0
8860145923fffff,8861892c03fffff,1.0
8860145923fffff,8861892c13fffff,1.0
8860145923fffff,8861892c19fffff,1.0
8860145923fffff,8861892c83fffff,1.0
8860145923fffff,8861892c8bfffff,1.0
8860145923fffff,8861892c91fffff,1.0
8860145923fffff,8861892c93fffff,2.0
8860145923fffff,8861892ca5fffff,1.0
8860145923fffff,8861892cabfffff,1.0
8860145923fffff,8861892cc7fffff,1.0
8860145923fffff,8861892cc9fffff,1.0
8860145923fffff,8861892cd1fffff,1.0
8860145923fffff,8861892cd3fffff,1.0
8860145923fffff,8861892cd7fffff,1.0
8860145923fffff,8861892cd9fffff,1.0
8860145923fffff,8861892cdbfffff,1.0
8860145923fffff,8861892cddfffff,1.0
8860145923fffff,8861892ce1fffff,1.0
8860145923fffff,8861892e07fffff,1.0
8860145923fffff,8861892e19fffff,1.0
8860145923fffff,8861892e31fffff,1.0
8860145923fffff,8861892e33fffff,1.0
8860145923fffff,8861892e53fffff,1.0
8860145923fffff,8861892e81fffff,1.0
8860145923fffff,8861892e87fffff,1.0
8860145923fffff,8861892e91fffff,1.0
8860145923fffff,8861892e97fffff,1.0
8860145923fffff,8861892e99fffff,1.0
8860145923fffff,8861892ea1fffff,1.0
8860145923fffff,8861892ea7fffff,1.0
8860145923fffff,8861892eabfffff,1.0
8860145923fffff,8861892eb1fffff,1.0
8860145923fffff,8861892eb3fffff,1.0
8860145923fffff,8861892eb5fffff,1.0
8860145923fffff,8861892eb7fffff,1.0
8860145923fffff,8861892ebdfffff,1.0
8860145923fffff,8861892ec3fffff,1.0
8860145923fffff,8861892ec5fffff,1.0
8860145923fffff,8861892ecdfffff,1.0
8860145923fffff,8861892ed1fffff,1.0
8860145923fffff,8861892ee1fffff,2.0
88618925cbfffff,8860145125fffff,1.0
88618925cbfffff,8860145161fffff,1.0
88618925cbfffff,8860145807fffff,1.0
88618925cbfffff,8860145809fffff,1.0
88618925cbfffff,8860145811fffff,1.0
88618925cbfffff,886014581dfffff,1.0
88618925cbfffff,8860145827fffff,1.0
88618925cbfffff,8860145829fffff,1.0
88618925cbfffff,8860145839fffff,2.0
88618925cbfffff,8860145843fffff,1.0
88618925cbfffff,8860145845fffff,1.0
88618925cbfffff,8860145847fffff,1.0
88618925cbfffff,8860145849fffff,2.0
88618925cbfffff,886014584bfffff,1.0
88618925cbfffff,886014584dfffff,1.0
88618925cbfffff,886014585dfffff,1.0
88618925cbfffff,8860145861fffff,1.0
88618925cbfffff,8860145863fffff,1.0
88618925cbfffff,8860145867fffff,1.0
88618925cbfffff,8860145869fffff,1.0
88618925cbfffff,886014586bfffff,1.0
88618925cbfffff,88601458edfffff,1.0
88618925cbfffff,8860145903fffff,1.0
88618925cbfffff,8860145909fffff,1.0
88618925cbfffff,8860145923fffff,1.0
88618925cbfffff,8860145925fffff,1.0
88618925cbfffff,886014593bfffff,1.0
88618925cbfffff,8860145941fffff,1.0
88618925cbfffff,886014594bfffff,1.0
88618925cbfffff,8860145957fffff,1.0
88618925cbfffff,8860145959fffff,1.0
88618925cbfffff,886014595bfffff,1.0
88618925cbfffff,8860145963fffff,2.0
88618925cbfffff,886014596dfffff,1.0
88618925cbfffff,88601459c5fffff,1.0
88618925cbfffff,88601459c9fffff,2.0
88618925cbfffff,88601459d5fffff,2.0
88618925cbfffff,88601459e3fffff,1.0
88618925cbfffff,88601459e9fffff,1.0
88618925cbfffff,8860145a03fffff,1.0
88618925cbfffff,8860145a05fffff,1.0
88618925cbfffff,8860145a09fffff,1.0
88618925cbfffff,8860145a0dfffff,1.0
88618925cbfffff,8860145a17fffff,1.0
88618925cbfffff,8860145a21fffff,1.0
88618925cbfffff,8860145a23fffff,1.0
88618925cbfffff,8860145a25fffff,1.0
88618925cbfffff,8860145a27fffff,2.0
88618925cbfffff,8860145a29fffff,1.0
88618925cbfffff,8860145a2bfffff,1.0
88618925cbfffff,8860145a2dfffff,1.0
88618925cbfffff,8860145a31fffff,1.0
88618925cbfffff,8860145a33fffff,1.0
88618925cbfffff,8860145a3dfffff,1.0
88618925cbfffff,8860145a49fffff,1.0
88618925cbfffff,8860145a55fffff,1.0
88618925cbfffff,8860145a59fffff,1.0
88618925cbfffff,8860145a5dfffff,1.0
88618925cbfffff,8860145a63fffff,1.0
88618925cbfffff,8860145a6bfffff,1.0
88618925cbfffff,8860145a6dfffff,1.0
88618925cbfffff,8860145a8dfffff,1.0
88618925cbfffff,8860145aa3fffff,1.0
88618925cbfffff,8860145aadfffff,1.0
88618925cbfffff,8860145acbfffff,1.0
88618925cbfffff,8860145aedfffff,2.0
88618925cbfffff,8860145b01fffff,1.0
88618925cbfffff,8860145b03fffff,1.0
88618925cbfffff,8860145b05fffff,1.0
88618925cbfffff,8860145b0bfffff,1.0
88618925cbfffff,8860145b11fffff,1.0
88618925cbfffff,8860145b17fffff,2.0
88618925cbfffff,8860145b1bfffff,1.0
88618925cbfffff,8860145b1dfffff,1.0
88618925cbfffff,8860145b33fffff,1.0
88618925cbfffff,8860145b39fffff,1.0
88618925cbfffff,8860145b3dfffff,1.0
88618925cbfffff,8860145b41fffff,1.0
88618925cbfffff,8860145b51fffff,1.0
88618925cbfffff,8860145b53fffff,1.0
88618925cbfffff,8860145b55fffff,1.0
88618925cbfffff,8860145b59fffff,1.0
88618925cbfffff,8860145b5bfffff,1.0
88618925cbfffff,8860145b5dfffff,1.0
88618925cbfffff,8860145b65fffff,1.0
88618925cbfffff,8860145b6bfffff,1.0
88618925cbfffff,8860169647fffff,1.0
88618925cbfffff,886016965dfffff,1.0
88618925cbfffff,8861892407fffff,1.0
88618925cbfffff,8861892413fffff,1.0
88618925cbfffff,8861892437fffff,1.0
88618925cbfffff,886189243dfffff,1.0
88618925cbfffff,8861892485fffff,2.0
88618925cbfffff,88618924a3fffff,1.0
88618925cbfffff,88618924a5fffff,1.0
88618925cbfffff,88618924abfffff,2.0
88618925cbfffff,88618924b5fffff,1.0
88618925cbfffff,88618924bbfffff,2.0
88618925cbfffff,88618924bdfffff,1.0
88618925cbfffff,88618924c7fffff,1.0
88618925cbfffff,8861892513fffff,1.0
88618925cbfffff,8861892515fffff,1.0
88618925cbfffff,8861892529fffff,1.0
88618925cbfffff,8861892535fffff,2.0
88618925cbfffff,8861892537fffff,1.0
88618925cbfffff,886189256bfffff,1.0
88618925cbfffff,8861892581fffff,1.0
88618925cbfffff,8861892587fffff,1.0
88618925cbfffff,8861892589fffff,1.0
88618925cbfffff,886189258bfffff,1.0
88618925cbfffff,8861892593fffff,1.0
88618925cbfffff,8861892595fffff,1.0
88618925cbfffff,88618925a1fffff,1.0
88618925cbfffff,88618925abfffff,1.0
88618925cbfffff,88618925adfffff,1.0
88618925cbfffff,88618925b3fffff,1.0
88618925cbfffff,88618925b5fffff,1.0
88618925cbfffff,88618925cbfffff,1.0
88618925cbfffff,88618925cdfffff,1.0
88618925cbfffff,88618925d1fffff,1.0
88618925cbfffff,88618925d5fffff,1.0
88618925cbfffff,88618925d7fffff,1.0
88618925cbfffff,88618925dbfffff,1.0
88618925cbfffff,88618925e3fffff,1.0
88618925cbfffff,88618925e9fffff,1.0
88618925cbfffff,88618925ebfffff,1.0
88618925cbfffff,8861892c03fffff,1.0
88618925cbfffff,8861892c13fffff,1.0
88618925cbfffff,8861892c19fffff,1.0
88618925cbfffff,8861892c5bfffff,1.0
88618925cbfffff,8861892c83fffff,1.0
88618925cbfffff,8861892c8bfffff,1.0
88618925cbfffff,8861892c91fffff,1.0
88618925cbfffff,8861892c93fffff,1.0
88618925cbfffff,8861892ca5fffff,1.0
88618925cbfffff,8861892cabfffff,1.0
88618925cbfffff,8861892cc9fffff,1.0
88618925cbfffff,8861892cd1fffff,1.0
88618925cbfffff,8861892cd3fffff,1.0
88618925cbfffff,8861892cd5fffff,1.0
88618925cbfffff,8861892cd9fffff,1.0
88618925cbfffff,8861892cdbfffff,1.0
88618925cbfffff,8861892e07fffff,1.0
88618925cbfffff,8861892e19fffff,1.0
88618925cbfffff,8861892e1dfffff,1.0
88618925cbfffff,8861892e31fffff,1.0
88618925cbfffff,8861892e53fffff,1.0
88618925cbfffff,8861892e81fffff,1.0
88618925cbfffff,8861892e87fffff,1.0
88618925cbfffff,8861892e91fffff,1.0
88618925cbfffff,8861892e97fffff,1.0
88618925cbfffff,8861892e99fffff,1.0
88618925cbfffff,8861892ea1fffff,1.0
88618925cbfffff,8861892ea7fffff,1.0
88618925cbfffff,8861892eabfffff,1.0
88618925cbfffff,8861892eb1fffff,1.0
88618925cbfffff,8861892eb3fffff,1.0
88618925cbfffff,8861892eb5fffff,1.0
88618925cbfffff,8861892eb7fffff,1.0
88618925cbfffff,8861892ebdfffff,1.0
88618925cbfffff,8861892ec3fffff,2.0
88618925cbfffff,8861892ec5fffff,1.0
88618925cbfffff,8861892ecdfffff,1.0
88618925cbfffff,8861892ed1fffff,1.0
88618925cbfffff,8861892ee1fffff,1.0
8860145a2bfffff,8860145125fffff,1.0
8860145a2bfffff,886014581dfffff,1.0
8860145a2bfffff,8860145827fffff,1.0
8860145a2bfffff,8860145829fffff,1.0
8860145a2bfffff,886014582bfffff,1.0
8860145a2bfffff,8860145847fffff,1.0
8860145a2bfffff,8860145849fffff,1.0
8860145a2bfffff,886014584bfffff,1.0
8860145a2bfffff,886014584dfffff,1.0
8860145a2bfffff,886014585dfffff,1.0
8860145a2bfffff,8860145861fffff,1.0
8860145a2bfffff,8860145863fffff,1.0
8860145a2bfffff,8860145865fffff,1.0
8860145a2bfffff,8860145869fffff,1.0
8860145a2bfffff,886014586bfffff,1.0
8860145a2bfffff,88601458edfffff,1.0
8860145a2bfffff,8860145903fffff,1.0
8860145a2bfffff,8860145909fffff,1.0
8860145a2bfffff,8860145923fffff,1.0
8860145a2bfffff,8860145925fffff,1.0
8860145a2bfffff,8860145943fffff,1.0
8860145a2bfffff,886014594bfffff,1.0
8860145a2bfffff,8860145953fffff,1.0
8860145a2bfffff,8860145957fffff,1.0
8860145a2bfffff,886014595bfffff,1.0
8860145a2bfffff,8860145963fffff,1.0
8860145a2bfffff,886014596dfffff,1.0
8860145a2bfffff,88601459c5fffff,1.0
8860145a2bfffff,88601459c9fffff,1.0
8860145a2bfffff,88601459d5fffff,1.0
8860145a2bfffff,88601459e3fffff,1.0
8860145a2bfffff,8860145a05fffff,1.0
8860145a2bfffff,8860145a09fffff,1.0
8860145a2bfffff,8860145a0dfffff,1.0
8860145a2bfffff,8860145a17fffff,1.0
8860145a2bfffff,8860145a21fffff,3.0
8860145a2bfffff,8860145a25fffff,1.0
8860145a2bfffff,8860145a27fffff,1.0
8860145a2bfffff,8860145a29fffff,1.0
8860145a2bfffff,8860145a2bfffff,1.0
8860145a2bfffff,8860145a31fffff,1.0
8860145a2bfffff,8860145a3dfffff,1.0
8860145a2bfffff,8860145a41fffff,1.0
8860145a2bfffff,8860145a49fffff,1.0
8860145a2bfffff,8860145a55fffff,1.0
8860145a2bfffff,8860145a59fffff,1.0
8860145a2bfffff,8860145a63fffff,1.0
8860145a2bfffff,8860145a67fffff,1.0
8860145a2bfffff,8860145a6bfffff,1.0
8860145a2bfffff,8860145a6dfffff,1.0
8860145a2bfffff,8860145aa3fffff,1.0
8860145a2bfffff,8860145aadfffff,1.0
8860145a2bfffff,8860145acbfffff,2.0
8860145a2bfffff,8860145aedfffff,1.0
8860145a2bfffff,8860145b01fffff,1.0
8860145a2bfffff,8860145b03fffff,1.0
8860145a2bfffff,8860145b05fffff,1.0
8860145a2bfffff,8860145b0bfffff,1.0
8860145a2bfffff,8860145b17fffff,1.0
8860145a2bfffff,8860145b1bfffff,1.0
8860145a2bfffff,8860145b1dfffff,1.0
8860145a2bfffff,8860145b21fffff,1.0
8860145a2bfffff,8860145b33fffff,1.0
8860145a2bfffff,8860145b39fffff,1.0
8860145a2bfffff,8860145b3dfffff,1.0
8860145a2bfffff,8860145b41fffff,1.0
8860145a2bfffff,8860145b51fffff,1.0
8860145a2bfffff,8860145b53fffff,1.0
8860145a2bfffff,8860145b59fffff,1.0
8860145a2bfffff,8860145b5bfffff,1.0
8860145a2bfffff,8860145b6bfffff,2.0
8860145a2bfffff,8860169647fffff,1.0
8860145a2bfffff,886016965dfffff,1.0
8860145a2bfffff,88601696cbfffff,1.0
8860145a2bfffff,8861892407fffff,1.0
8860145a2bfffff,8861892413fffff,1.0
8860145a2bfffff,8861892425fffff,1.0
8860145a2bfffff,8861892429fffff,1.0
8860145a2bfffff,8861892437fffff,1.0
8860145a2bfffff,886189243bfffff,1.0
8860145a2bfffff,886189243dfffff,1.0
8860145a2bfffff,8861892485fffff,1.0
8860145a2bfffff,88618924a3fffff,1.0
8860145a2bfffff,88618924abfffff,1.0
8860145a2bfffff,88618924b5fffff,1.0
8860145a2bfffff,88618924bbfffff,1.0
8860145a2bfffff,88618924c7fffff,1.0
8860145a2bfffff,88618924e3fffff,1.0
8860145a2bfffff,88618924edfffff,1.0
8860145a2bfffff,8861892513fffff,1.0
8860145a2bfffff,8861892515fffff,1.0
8860145a2bfffff,8861892535fffff,1.0
8860145a2bfffff,886189253dfffff,1.0
8860145a2bfffff,886189255bfffff,1.0
8860145a2bfffff,886189256bfffff,1.0
8860145a2bfffff,8861892587fffff,1.0
8860145a2bfffff,8861892589fffff,1.0
8860145a2bfffff,886189258bfffff,1.0
8860145a2bfffff,8861892595fffff,1.0
8860145a2bfffff,88618925abfffff,1.0
8860145a2bfffff,88618925adfffff,1.0
8860145a2bfffff,88618925b3fffff,1.0
8860145a2bfffff,88618925cbfffff,1.0
8860145a2bfffff,88618925d1fffff,1.0
8860145a2bfffff,88618925d5fffff,1.0
8860145a2bfffff,88618925d7fffff,1.0
8860145a2bfffff,88618925dbfffff,1.0
8860145a2bfffff,88618925e3fffff,1.0
8860145a2bfffff,88618925e9fffff,1.0
8860145a2bfffff,88618925ebfffff,1.0
8860145a2bfffff,8861892c03fffff,1.0
8860145a2bfffff,8861892c13fffff,1.0
8860145a2bfffff,8861892c19fffff,1.0
8860145a2bfffff,8861892c5bfffff,1.0
8860145a2bfffff,8861892c83fffff,1.0
8860145a2bfffff,8861892c8bfffff,2.0
8860145a2bfffff,8861892c91fffff,1.0
8860145a2bfffff,8861892c93fffff,1.0
8860145a2bfffff,8861892ca5fffff,1.0
8860145a2bfffff,8861892cabfffff,1.0
8860145a2bfffff,8861892cd1fffff,1.0
8860145a2bfffff,8861892cd3fffff,1.0
8860145a2bfffff,8861892cd5fffff,1.0
8860145a2bfffff,8861892cd7fffff,1.0
8860145a2bfffff,8861892cd9fffff,1.0
8860145a2bfffff,8861892cdbfffff,1.0
8860145a2bfffff,8861892ce1fffff,1.0
8860145a2bfffff,8861892e07fffff,1.0
8860145a2bfffff,8861892e19fffff,1.0
8860145a2bfffff,8861892e1dfffff,2.0
8860145a2bfffff,8861892e31fffff,1.0
8860145a2bfffff,8861892e53fffff,1.0
8860145a2bfffff,8861892e87fffff,1.0
8860145a2bfffff,8861892e91fffff,1.0
8860145a2bfffff,8861892e97fffff,1.0
8860145a2bfffff,8861892e99fffff,1.0
8860145a2bfffff,8861892ea1fffff,1.0
8860145a2bfffff,8861892ea7fffff,1.0
8860145a2bfffff,8861892eb1fffff,1.0
8860145a2bfffff,8861892eb3fffff,1.0
8860145a2bfffff,8861892eb7fffff,1.0
8860145a2bfffff,8861892ebdfffff,1.0
8860145a2bfffff,8861892ecdfffff,1.0
8860145a2bfffff,8861892ed1fffff,1.0
8860145a2bfffff,8861892ee1fffff,1.0
886016965dfffff,8860145125fffff,1.0
886016965dfffff,8860145161fffff,1.0
886016965dfffff,8860145807fffff,1.0
886016965dfffff,8860145809fffff,1.0
886016965dfffff,8860145811fffff,1.0
886016965dfffff,886014581dfffff,1.0
886016965dfffff,8860145827fffff,1.0
886016965dfffff,8860145829fffff,1.0
886016965dfffff,886014582bfffff,1.0
886016965dfffff,8860145845fffff,1.0
886016965dfffff,8860145847fffff,1.0
886016965dfffff,886014584bfffff,1.0
886016965dfffff,886014584dfffff,1.0
886016965dfffff,886014585dfffff,1.0
886016965dfffff,8860145865fffff,1.0
886016965dfffff,8860145869fffff,1.0
886016965dfffff,886014586bfffff,1.0
886016965dfffff,88601458edfffff,1.0
886016965dfffff,8860145903fffff,1.0
886016965dfffff,8860145923fffff,1.0
886016965dfffff,8860145925fffff,1.0
886016965dfffff,886014593bfffff,1.0
886016965dfffff,8860145941fffff,1.0
886016965dfffff,8860145943fffff,1.0
886016965dfffff,886014594bfffff,1.0
886016965dfffff,8860145953fffff,1.0
886016965dfffff,8860145957fffff,1.0
886016965dfffff,8860145959fffff,1.0
886016965dfffff,886014595bfffff,1.0
886016965dfffff,8860145963fffff,1.0
886016965dfffff,886014596dfffff,1.0
886016965dfffff,88601459c5fffff,1.0
886016965dfffff,88601459c9fffff,1.0
886016965dfffff,88601459d5fffff,1.0
886016965dfffff,88601459e3fffff,1.0
886016965dfffff,8860145a03fffff,1.0
886016965dfffff,8860145a05fffff,1.0
886016965dfffff,8860145a09fffff,1.0
886016965dfffff,8860145a0dfffff,1.0
886016965dfffff,8860145a17fffff,1.0
886016965dfffff,8860145a25fffff,1.0
886016965dfffff,8860145a27fffff,1.0
886016965dfffff,8860145a29fffff,2.0
886016965dfffff,8860145a2bfffff,1.0
886016965dfffff,8860145a2dfffff,1.0
886016965dfffff,8860145a31fffff,1.0
886016965dfffff,8860145a33fffff,1.0
886016965dfffff,8860145a3dfffff,1.0
886016965dfffff,8860145a41fffff,1.0
886016965dfffff,8860145a45fffff,1.0
886016965dfffff,8860145a49fffff,1.0
886016965dfffff,8860145a55fffff,1.0
886016965dfffff,8860145a59fffff,1.0
886016965dfffff,8860145a5dfffff,1.0
886016965dfffff,8860145a63fffff,1.0
886016965dfffff,8860145a67fffff,1.0
886016965dfffff,8860145a6bfffff,1.0
886016965dfffff,8860145a6dfffff,1.0
886016965dfffff,8860145a8dfffff,1.0
886016965dfffff,8860145aa3fffff,1.0
886016965dfffff,8860145acbfffff,1.0
886016965dfffff,8860145aedfffff,1.0
886016965dfffff,8860145b01fffff,1.0
886016965dfffff,8860145b03fffff,1.0
886016965dfffff,8860145b05fffff,1.0
886016965dfffff,8860145b11fffff,1.0
886016965dfffff,8860145b17fffff,1.0
886016965dfffff,8860145b1dfffff,1.0
886016965dfffff,8860145b21fffff,1.0
886016965dfffff,8860145b33fffff,1.0
886016965dfffff,8860145b39fffff,1.0
886016965dfffff,8860145b3dfffff,1.0
886016965dfffff,8860145b51fffff,1.0
886016965dfffff,8860145b53fffff,1.0
886016965dfffff,8860145b55fffff,1.0
886016965dfffff,8860145b5bfffff,1.0
886016965dfffff,8860145b5dfffff,1.0
886016965dfffff,8860145b65fffff,1.0
886016965dfffff,8860145b6bfffff,1.0
886016965dfffff,8860169647fffff,1.0
886016965dfffff,886016965dfffff,1.0
886016965dfffff,8861892401fffff,1.0
886016965dfffff,8861892407fffff,1.0
886016965dfffff,8861892413fffff,1.0
886016965dfffff,8861892425fffff,1.0
886016965dfffff,8861892429fffff,2.0
886016965dfffff,8861892437fffff,1.0
886016965dfffff,886189243dfffff,1.0
886016965dfffff,8861892485fffff,1.0
886016965dfffff,88618924a3fffff,1.0
886016965dfffff,88618924a5fffff,1.0
886016965dfffff,88618924abfffff,1.0
886016965dfffff,88618924b5fffff,1.0
886016965dfffff,88618924bbfffff,1.0
886016965dfffff,88618924c7fffff,1.0
886016965dfffff,88618924e3fffff,1.0
886016965dfffff,88618924edfffff,1.0
886016965dfffff,8861892513fffff,1.0
886016965dfffff,8861892515fffff,1.0
886016965dfffff,8861892529fffff,1.0
886016965dfffff,8861892535fffff,2.0
886016965dfffff,886189253dfffff,1.0
886016965dfffff,886189255bfffff,1.0
886016965dfffff,886189256bfffff,1.0
886016965dfffff,8861892587fffff,1.0
886016965dfffff,8861892589fffff,1.0
886016965dfffff,8861892593fffff,1.0
886016965dfffff,8861892595fffff,1.0
886016965dfffff,88618925a1fffff,1.0
886016965dfffff,88618925abfffff,1.0
886016965dfffff,88618925adfffff,1.0
886016965dfffff,88618925cbfffff,1.0
886016965dfffff,88618925d1fffff,1.0
886016965dfffff,88618925d5fffff,1.0
886016965dfffff,88618925dbfffff,1.0
886016965dfffff,88618925ebfffff,1.0
886016965dfffff,8861892c03fffff,1.0
886016965dfffff,8861892c19fffff,1.0
886016965dfffff,8861892c5bfffff,1.0
886016965dfffff,8861892c83fffff,1.0
886016965dfffff,8861892c91fffff,1.0
886016965dfffff,8861892c93fffff,1.0
886016965dfffff,8861892ca5fffff,1.0
886016965dfffff,8861892cabfffff,1.0
886016965dfffff,8861892cc7fffff,1.0
886016965dfffff,8861892cc9fffff,1.0
886016965dfffff,8861892cd1fffff,1.0
886016965dfffff,8861892cd3fffff,1.0
886016965dfffff,8861892cd5fffff,1.0
886016965dfffff,8861892cd7fffff,1.0
886016965dfffff,8861892cd9fffff,2.0
886016965dfffff,8861892cddfffff,1.0
