pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
5580351,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,11,2,11,12,5,560091,2,2,3,0,2,5,19,0,0,0,2,1,9,9,241,1,0,0,0,0,0,0
5583324,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.110 (Sampangiram Nagar)",,,3,2,1,12,5,560027,2,2,2,3,1,19,0,0,0,3,3,1,1,9,120,1,0,278,0,0,0,0
1896440,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,7,5,560064,2,2,3,0,2,19,0,0,0,0,0,1,2,9,233,2,13,21,2,8,0,0
4390529,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 39 (Chokkasandra)",,,2,3,1,8,5,560073,2,2,3,0,2,19,0,0,0,0,0,1,1,9,3,2,18,16,9,8,0,0
4274661,"KARNATAKA","BENGALURU U NORTH",1,,,"Sondekoppa","SONDEKOPPA",2,3,1,7,1,562162,2,2,3,0,2,5,0,0,0,0,0,1,2,1,245,1,0,0,0,0,4,6
8878481,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.44 (Marappana Palya)",,,2,3,1,8,1,560096,2,2,3,0,2,5,19,0,0,0,0,1,1,2,232,1,58,72,0,1,5,5
9889354,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,6,3,1,10,5,560091,2,2,3,0,2,19,0,0,0,1,0,1,1,9,241,1,20,15,12,17,0,0
2571780,"KARNATAKA","BENGALURU U NORTH",1,,,"Kondashetti Halli","SHIVAKOTTE",1,3,1,5,1,560089,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,1,0
9987379,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,1,3,1,5,1,560058,2,2,3,0,2,5,0,0,0,0,0,1,2,2,242,1,4,3,0,1,0,0
6147847,"KARNATAKA","BENGALURU U NORTH",1,,,"Gopalapura","GOPALAPURA",2,3,1,8,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,1,244,1,0,0,0,0,0,0
3459033,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.74 (Shakthi Ganapathi Nagar)",,,2,3,1,7,4,560079,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,0,0
4604643,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 34 (Gangenahalli)",,,6,3,1,10,5,560032,2,2,3,0,1,5,19,0,0,2,0,1,1,9,230,1,0,0,0,0,0,0
5896894,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,8,3,8,10,1,560073,2,2,3,0,2,5,19,0,0,2,0,1,9,9,244,1,0,0,0,0,0,0
7251594,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,1,560092,2,2,3,0,2,5,19,4,0,2,0,1,2,2,224,1,0,0,0,0,34,31
5372722,"KARNATAKA","BENGALURU U NORTH",1,,,,,8,3,8,10,4,560064,2,2,3,0,2,5,0,0,0,2,0,1,9,9,130,1,0,0,0,0,0,0
3584217,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.45(Malleshwaram)",,,1,3,1,5,5,560022,2,2,1,3,2,19,0,0,0,0,0,1,1,9,239,1,25,14,15,19,0,0
7486335,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.78 (Pulakeshi Nagar)",,,8,3,8,10,4,560006,2,2,3,0,2,19,0,0,0,2,0,1,9,9,250,2,0,0,0,0,0,0
2531493,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.13 (Mallasandra)",,,2,3,1,8,5,560057,2,2,3,0,2,19,5,4,0,0,0,1,1,9,5,2,22,24,2,0,0,0
1922793,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.22 (Vishwanath Nagenahalli)",,,2,3,1,7,1,560032,2,2,3,0,2,5,0,0,0,0,0,1,2,2,224,1,0,0,0,0,8,15
7721686,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.110 (Sampangiram Nagar)",,,2,3,1,7,1,560027,2,2,3,0,2,5,19,0,0,0,0,1,2,1,250,1,0,0,0,0,2,5
7323731,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.46 (Jayachamarajendra Nagar)",,,2,3,1,7,1,560032,2,2,3,0,2,16,5,19,0,0,0,1,2,2,246,1,1,0,1,0,0,0
7287106,"KARNATAKA","BENGALURU U NORTH",1,,,"Shamabhattara Palya","GOPALAPURA",1,3,1,5,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,1,245,1,0,0,0,0,2,1
4042643,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.71(Hegganahalli)",,,2,3,1,8,5,560091,2,2,3,0,2,19,0,0,0,0,0,1,1,9,1,1,5,6,3,4,0,0
3567783,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,8,5,560043,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,0,0,0,0,0,0
6524144,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 32 (Kaval Bairasandra)",,,2,3,1,8,5,560032,2,2,3,0,2,19,0,0,0,0,0,1,1,9,244,1,5,8,0,0,0,0
8501335,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.15 (T Dasarahalli)",,,2,3,1,8,5,560057,2,2,3,0,2,5,19,4,0,0,0,1,1,9,241,1,8,7,1,1,0,0
9250262,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.94 (Gandhi Nagar)",,,2,3,1,7,5,560020,1,2,3,0,2,5,0,0,0,0,0,1,2,9,240,1,77,20,0,0,0,0
6852072,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.94 (Gandhi Nagar)",,,8,3,8,10,3,560009,2,2,3,0,2,5,19,0,0,2,0,1,9,9,237,1,0,0,0,0,0,0
5711384,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.42 (Lakshmi Devi Nagar)",,,8,3,8,10,1,560022,2,2,3,0,2,5,0,0,0,2,0,1,9,9,243,1,0,0,0,0,0,0
1345812,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.72 (Herohalli)",,,8,3,8,10,4,560058,2,2,3,0,2,5,0,0,0,2,0,1,9,9,241,1,0,0,0,0,0,0
7606365,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.100 (Basaveshwara Nagar)",,,6,3,1,10,5,560010,2,2,3,0,2,19,0,0,0,2,0,1,1,9,210,1,20,20,1,0,0,0
5545819,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.65 (Kadu Malleshwar Ward)",,,6,3,1,10,5,560003,2,2,3,0,2,19,0,0,0,2,0,1,1,9,235,1,66,31,6,1,0,0
8605307,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.21(Hebbala)",,,11,3,11,12,5,560032,2,2,3,0,2,19,0,0,0,0,2,1,9,9,210,1,0,0,0,0,0,0
2441751,"KARNATAKA","BENGALURU U NORTH",1,,,"Singanayakanahalli","SINGANAYAKANAHALLI",11,3,11,12,5,560064,2,2,3,0,2,19,0,0,0,0,2,1,9,9,245,2,0,0,0,0,0,0
8522493,"KARNATAKA","BENGALURU U NORTH",1,,,"Navarathna Agrahara","DODDAJALA",2,3,1,7,1,562157,2,2,3,0,2,5,19,4,0,0,0,1,2,2,240,1,0,0,0,0,6,12
7659462,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.105 (Agrahara Dasarahalli)",,,11,3,11,12,1,560079,2,2,3,0,9,5,19,0,0,0,2,1,9,9,190,1,0,0,0,0,0,0
6784133,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.3 (Atturu)",,,1,3,1,5,1,560063,2,2,3,0,2,5,19,4,0,0,0,1,2,2,245,1,0,0,0,0,0,0
3582886,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.77 (Dattatreya Temple Ward)",,,2,3,1,8,5,560032,2,2,3,0,2,19,0,0,0,0,0,1,2,9,236,1,0,0,0,0,0,0
4035137,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.46 (Jayachamarajendra Nagar)",,,2,3,1,7,1,560032,2,2,3,0,2,18,0,0,0,0,0,1,2,2,250,1,0,0,0,0,3,2
9020153,"KARNATAKA","BENGALURU U NORTH",1,,,"Huskur","MANDURU",2,3,1,7,1,562123,2,2,3,0,2,5,0,0,0,0,0,1,2,2,242,1,0,0,0,0,4,2
2037520,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.71(Hegganahalli)",,,2,3,1,8,5,560091,2,2,3,0,2,5,19,4,0,0,0,1,1,9,242,1,30,27,3,0,0,0
5204539,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 34 (Gangenahalli)",,,6,3,1,10,5,560032,2,2,3,0,2,19,0,0,0,2,0,1,1,9,226,1,2,5,0,0,0,0
3174550,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,5,560013,2,2,3,0,2,19,0,0,0,1,0,1,1,9,234,1,17,16,16,19,0,0
3400865,"KARNATAKA","BENGALURU U NORTH",1,,,"CHOKKANA HALLY","MARENAHALLI",6,3,1,10,5,560077,2,2,3,0,2,19,0,0,0,2,0,1,1,9,220,2,5,5,2,1,0,0
4971845,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.70 (Rajagopal Nagar)",,,6,3,1,10,5,560058,2,2,3,0,2,19,0,0,0,2,0,1,1,9,242,1,3,4,15,16,0,0
8035810,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.107 (Shiva Nagar)",,,6,3,1,10,5,560010,2,2,3,0,2,19,5,4,0,2,0,1,1,9,225,1,13,7,5,4,0,0
4474917,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,6,3,1,10,5,560058,2,2,3,0,2,19,5,4,0,2,0,1,1,9,248,1,3,5,0,0,0,0
4674359,"KARNATAKA","BENGALURU U NORTH",2,,,,,11,3,11,12,5,560084,2,2,1,3,1,19,0,0,0,0,2,1,9,9,2,2,0,0,0,0,0,0
8838782,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.107 (Shiva Nagar)",,,11,3,11,12,1,560010,2,2,3,0,2,5,19,0,0,0,2,1,9,9,210,1,0,0,0,0,0,0
8881557,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.90 (Halsoor)",,,11,3,11,12,5,560042,2,2,3,0,1,19,5,4,16,0,2,1,9,9,0,1,0,0,0,0,0,0
3864214,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 23 (Nagavara)",,,6,3,1,10,5,560045,2,2,3,0,2,19,0,0,0,2,0,1,1,9,0,2,0,0,0,0,0,0
2422917,"KARNATAKA","BENGALURU U NORTH",1,,,"Sondekoppa","SONDEKOPPA",1,3,1,5,1,562123,2,2,3,0,2,5,19,0,0,0,0,1,2,2,248,1,0,0,0,0,3,2
5175829,"KARNATAKA","BENGALURU U NORTH",1,,,,,1,3,1,5,1,561203,2,2,3,0,2,5,0,0,0,0,0,1,2,2,250,1,0,0,0,0,0,1
9064621,"KARNATAKA","BENGALURU U NORTH",1,,,"Gejjagadahalli","DASANAPURA",1,3,1,5,1,562123,2,2,3,0,2,5,19,0,0,0,0,1,2,1,225,1,0,0,0,0,6,2
4516145,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 30 (Kadugondanahalli)",,,1,3,1,5,5,560045,2,2,3,0,2,19,0,0,0,0,0,1,1,9,224,1,8,9,0,4,1,0
9059640,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.105 (Agrahara Dasarahalli)",,,6,3,1,10,5,560079,2,2,3,0,2,19,0,0,0,2,0,1,1,9,249,1,6,6,0,0,2,1
3526398,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 32 (Kaval Bairasandra)",,,6,3,1,10,5,560032,2,2,3,0,1,19,0,0,0,2,0,1,2,9,234,1,0,0,0,0,0,0
8746489,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,6,3,1,10,5,562162,2,2,1,3,2,19,0,0,0,2,0,1,1,9,242,1,30,17,6,3,0,0
6254383,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.15 (T Dasarahalli)",,,6,3,1,10,5,560057,2,2,3,0,2,19,0,0,0,2,0,1,2,9,248,1,0,0,0,0,0,0
1711449,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.22 (Vishwanath Nagenahalli)",,,6,3,1,10,5,560032,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,6,2,3,2,0,0
4105979,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.79 (Sarvagna Nagar)",,,6,3,1,10,5,560038,2,2,3,0,2,19,5,4,0,2,0,1,1,9,241,1,10,12,0,0,0,0
8013935,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.73 (Kottegepalya)",,,3,3,1,12,5,560072,2,2,3,0,2,19,5,4,0,2,2,1,1,9,234,1,5,6,1,2,0,0
9629200,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 35 (Aramane Nagara)",,,10,3,8,12,1,560012,2,2,3,0,2,5,19,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0
7056310,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.47 (Devara Jeevanahalli)",,,11,2,11,12,5,560045,2,2,1,3,1,19,4,18,5,0,2,1,9,9,170,1,0,0,0,0,0,0
6783088,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 27 (Banasavadi)",,,11,3,11,12,5,560016,2,2,3,0,2,19,0,0,0,0,2,1,9,9,225,1,0,0,0,0,0,0
1497019,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.99 (Rajaji Nagar)",,,11,3,11,12,5,560010,2,2,3,0,2,19,5,0,0,0,2,1,9,9,230,2,0,0,0,0,0,0
2858113,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.69 (Laggere)",,,2,3,1,8,1,560058,2,2,3,0,2,5,19,0,0,0,0,1,1,1,244,1,2,8,0,1,1,0
1082666,"KARNATAKA","BENGALURU U NORTH",1,,,"Kakolu","SONNENAHALLI",1,3,1,5,1,562163,2,2,3,0,2,5,0,0,0,0,0,1,2,1,249,1,0,0,0,0,0,0
8743708,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,8,5,560064,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,3,1,1,1,0,0
9187077,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,2,3,1,8,5,560058,2,2,3,0,2,19,0,0,0,0,0,1,1,9,248,1,15,15,13,16,1,0
2839853,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,2,3,1,7,1,560073,2,2,3,0,2,5,0,0,0,0,0,1,2,2,249,1,0,0,0,0,18,13
8429716,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.11(Kuvempu Nagar)",,,2,3,1,8,5,560097,2,2,3,0,2,19,0,0,0,0,0,1,1,9,232,1,1,3,1,0,1,1
8747659,"KARNATAKA","BENGALURU U NORTH",1,,,"Bagalur","BAGALUR",6,3,1,10,5,562149,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,0,0,0,0,0,0
8639924,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.45(Malleshwaram)",,,8,3,8,10,5,560022,2,2,3,0,2,19,0,0,0,2,0,1,9,9,248,1,0,0,0,0,0,0
5567218,"KARNATAKA","BENGALURU U NORTH",1,,,,,6,3,1,10,5,560090,2,2,3,0,2,19,0,0,0,2,0,1,1,9,245,1,8,7,0,0,0,0
3442418,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.79 (Sarvagna Nagar)",,,6,2,1,10,5,560087,2,2,3,0,1,19,5,4,0,3,0,1,2,9,210,1,0,155,0,0,0,0
5031844,"KARNATAKA","BENGALURU U NORTH",2,"Madanayakanahalli-Municipality","Madanayakanahalli-14",,,6,3,1,10,5,560073,2,2,3,0,2,19,0,0,0,1,0,1,1,9,250,2,5,5,6,8,0,0
5678135,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 38 (HMT Ward)",,,6,3,1,10,5,560015,2,2,3,0,2,19,5,4,0,2,0,1,1,9,250,1,0,0,0,0,3,1
4361207,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.101 (Kamakshipalya)",,,6,3,1,10,5,560079,2,2,3,0,2,19,5,4,0,2,0,1,1,9,240,1,2,1,0,0,0,0
2430167,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.49 (Lingarajapura)",,,6,3,1,10,5,560084,2,2,3,0,2,19,0,0,0,2,0,1,1,9,250,1,7,14,1,2,0,0
7346204,"KARNATAKA","BENGALURU U NORTH",1,,,,,11,3,11,12,5,560073,2,2,3,0,2,19,5,0,0,0,2,1,9,9,1,1,0,0,0,0,0,0
4941713,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.16 (Jalahalli)",,,11,3,11,12,5,560013,2,2,3,0,1,19,5,4,0,0,2,1,9,9,245,1,0,0,0,0,0,0
9219234,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 34 (Gangenahalli)",,,11,3,11,12,5,560036,2,2,3,0,2,19,5,4,18,0,2,1,9,9,6,2,0,0,0,0,0,0
3225312,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 23 (Nagavara)",,,11,3,11,12,5,560045,2,2,3,0,1,19,0,0,0,0,2,1,9,9,220,1,0,0,0,0,0,0
1816154,"KARNATAKA","BENGALURU U NORTH",1,,,"Bilijaji","HURULICHIKKANAHALLI",1,3,1,5,1,560088,2,2,3,0,2,5,0,0,0,0,0,1,2,1,250,1,0,0,0,0,1,3
6697390,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,3,3,1,12,92,560064,2,2,3,0,2,19,0,0,0,1,1,1,1,2,221,1,0,0,67,63,0,0
5908538,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.106 (Dr.Raj Kumar Ward)",,,2,3,1,7,4,560079,2,2,3,0,2,5,19,4,0,0,0,1,1,2,249,1,0,0,0,0,4,3
4501112,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.15 (T Dasarahalli)",,,2,3,1,8,1,560057,2,2,3,0,2,5,0,0,0,0,0,1,2,1,250,1,0,0,0,0,16,15
1060284,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.64 (Raj Mahal Guttahalli)",,,2,3,1,7,1,560003,2,2,3,0,2,18,5,19,0,0,0,1,2,1,230,1,1,0,0,0,4,2
1866349,"KARNATAKA","BENGALURU U NORTH",1,,,"Adakamaranahalli","ADAKAMAARANA HALLI",7,1,6,10,2,562123,2,2,1,2,2,19,5,4,0,2,0,1,9,9,230,1,0,0,0,0,0,0
8505067,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.14 (Bagalakunte)",,,8,3,8,10,1,560073,2,2,3,0,2,5,19,0,0,2,0,1,9,9,2,1,0,0,0,0,0,0
8687197,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.12 (Shettihalli)",,,8,3,8,10,4,560015,2,2,3,0,2,5,19,0,0,2,0,1,9,9,230,1,0,0,0,0,0,0
8550025,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 28 (Kammanahalli)",,,6,3,1,10,5,560033,2,2,3,0,2,19,5,4,0,2,0,1,1,9,250,1,4,1,3,3,0,0
6243558,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.100 (Basaveshwara Nagar)",,,6,3,1,10,5,560079,2,2,3,0,2,19,0,0,0,3,0,1,1,9,250,1,47,57,6,4,18,6
1485203,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 40 (Dodda Bidarakallu)",,,6,3,1,10,5,560091,2,2,3,0,2,19,0,0,0,2,0,1,1,9,241,1,20,22,0,1,1,1
7228115,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.75 (Shankar Matt)",,,6,3,1,10,5,560086,2,2,3,0,2,19,0,0,0,1,0,1,1,9,224,1,13,14,0,0,0,0
9574693,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.100 (Basaveshwara Nagar)",,,6,3,1,10,5,560079,2,2,3,0,2,19,0,0,0,2,0,1,1,9,244,1,1,1,25,20,0,0
1755424,"KARNATAKA","BENGALURU U NORTH",1,,,"Arakere","AREKERE",1,3,1,5,1,562163,2,2,3,0,2,5,0,0,0,0,0,1,2,2,245,1,0,0,0,0,1,2
4905999,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.3 (Atturu)",,,2,3,1,8,5,560064,2,2,3,0,2,19,0,0,0,0,0,1,1,9,230,1,15,8,0,0,0,0
5153499,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.59 (Maruthi Seva Nagar)",,,2,3,1,7,4,560005,2,2,3,0,1,5,19,4,0,0,0,1,2,2,250,1,0,0,0,0,0,0
4037146,"KARNATAKA","BENGALURU U NORTH",1,,,,,2,3,1,8,5,562157,2,2,3,0,2,19,5,4,0,0,0,1,1,9,244,1,7,8,3,2,0,0
6414965,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 37 (Yeshwanthpura)",,,6,3,1,10,5,560022,2,2,3,0,2,19,0,0,0,3,0,1,1,9,50,1,20,22,0,0,0,0
7164353,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.16 (Jalahalli)",,,6,3,1,10,5,560013,2,2,3,0,1,19,5,4,0,3,0,1,1,9,210,1,80,55,26,18,0,0
7420673,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 23 (Nagavara)",,,2,3,1,8,5,560045,2,2,3,0,2,18,19,0,0,0,0,1,1,9,245,1,0,0,5,5,0,0
4849748,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.50 (Benniganahalli)",,,2,3,1,7,1,560033,2,2,3,0,2,5,0,0,0,0,0,1,2,2,234,1,0,0,0,0,0,0
8876186,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.61(SK Garden)",,,2,3,1,7,1,560046,2,2,3,0,2,5,19,0,0,0,0,1,2,2,238,1,0,0,0,0,0,0
1708247,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.49 (Lingarajapura)",,,1,3,1,5,1,560084,2,2,3,0,2,5,0,0,0,0,0,1,2,1,234,1,0,0,0,0,1,3
9460476,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.3 (Atturu)",,,1,3,1,5,1,560097,2,2,3,0,2,18,5,19,0,0,0,1,2,2,250,1,0,0,0,0,0,0
6488780,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.4 (Yelahanka Satellite Town)",,,2,3,1,7,5,560064,2,2,3,0,2,19,5,4,0,0,0,1,2,9,234,1,0,0,0,0,5,2
2565431,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.93 (Vasanth Nagar)",,,2,3,1,7,5,560052,2,2,3,0,1,19,0,0,0,0,0,1,1,9,4,1,16,83,2,36,0,0
3005941,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 40 (Dodda Bidarakallu)",,,2,3,1,8,5,560051,2,2,3,0,2,19,0,0,0,0,0,1,1,9,248,1,2,0,2,0,0,0
4288064,"KARNATAKA","BENGALURU U NORTH",1,,,"Kodigehalli(Part)","Kodigehalli",6,3,1,10,5,560112,2,2,3,0,2,19,0,0,0,2,0,1,1,9,235,2,6,3,0,0,0,1
2018632,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.94 (Gandhi Nagar)",,,6,3,1,10,5,560020,1,2,3,0,2,5,19,4,0,2,0,1,2,9,250,2,0,1,0,0,0,0
2713119,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,6,3,1,10,1,560073,2,2,3,0,2,5,19,4,0,2,0,1,1,1,249,1,0,0,0,1,7,6
2855384,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.61(SK Garden)",,,8,3,8,10,4,560005,2,2,3,0,2,19,0,0,0,2,0,1,9,9,234,1,0,0,0,0,0,0
1628111,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.44 (Marappana Palya)",,,8,3,8,10,4,560096,2,2,3,0,2,5,0,0,0,2,0,1,9,9,250,1,0,0,0,0,0,0
1200397,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No.41(Peenya Industrial Area)",,,11,3,11,12,5,560091,2,2,3,0,2,19,0,0,0,0,2,1,9,9,220,2,0,0,0,0,0,0
2542028,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 35 (Aramane Nagara)",,,11,3,11,12,5,560054,2,2,3,0,2,19,0,0,0,0,2,1,9,9,225,1,0,0,0,0,0,0
1178830,"KARNATAKA","BENGALURU U NORTH",1,,,"Bagalur","BAGALUR",11,3,11,12,5,562149,2,2,3,0,2,5,19,0,0,0,2,1,9,9,210,2,0,0,0,0,0,0
6545731,"KARNATAKA","BENGALURU U NORTH",2,"BBMP-Municipal Corporations","Ward No. 32 (Kaval Bairasandra)",,,1,3,1,5,5,560032,2,2,3,0,2,19,5,4,0,0,0,1,1,9,234,1,0,2,0,0,0,0
