Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
CS-Ernst and Young Garudacharapalya,12.99218814,77.70342886,3,29151348,"{'KMT-E&Y': 0, 'EYG-KMT': 0, 'E&Y-2A': 0, 'E&Y-6': 0, 'E&Y-3A': 0, 'E&Y-3': 0, 'E&Y-8': 0, 'SBS-ENRYG': 3}"
Garudacharpalya,12.99402101,77.70171069,1702,29151348,"{'SBS-ITPL': 6, 'SBS-DHH': 2, 'SNBS-ITPL': 2, 'ITPL-PSS': 3, 'KMT-E&Y': 0, 'DRDO-KDG': 4, 'ELCW-CAPG': 4, 'ACC B-56': 2, 'YSTF-ITPL': 2, 'SBS-13K': 0, '340-H': 27, '98-F VSDLO-VSD': 1, '304-C': 12, '319-J': 8, '319-CT': 11, '304-E': 6, '304-V': 24, 'KRP-KDG': 0, '304-Z': 8, '304-J': 13, '305-V': 8, '305-A': 12, '306-MA': 9, '306-B': 8, '320-C': 14, '506-A': 12, '328-A': 9, '304-M': 7, '304-K': 38, '305-Q': 6, '322-A': 10, 'KRP-MRS': 2, '305-M KMT-TBH': 1, '306-P': 7, 'V-335MG': 6, '321-E': 7, 'CNS-KRP': 8, 'V-502G': 25, 'TNF-KDGB': 3, 'ITPL-HBL': 8, '305-C KMT-BSK': 2, '306-L': 9, 'MRS-KBS': 2, '306-E KBS-NYK': 1, '501 KGR-CNSD': 2, 'V-500DF': 21, 'KBS-MRS': 2, '304-B': 10, 'BTP-ITPL': 7, 'KDG-BEL-YTTMC': 5, 'HBL-ITPL': 4, '304-B KBS-HSK': 3, '502-G KDG-YTTMC': 10, 'KDG-BEML': 2, '501 KGR-ITPL': 2, 'KDG-TNF-KMH': 4, '500-DB HBL-KDG': 5, '500-Y': 13, '500-QK': 28, 'KBS-ITPL': 5, 'YTTMC-MTK-KDG': 3, '320-B': 5, 'V-502G HBL-KDG': 4, 'HBL-TNF-HOODI-KDG': 8, 'MPBS-ITPL': 1, 'CAPGR-MRHB-BSK': 3, 'CVRN-KDGD': 2, '305-B': 9, '305-P': 7, '321-D': 9, '322-M': 10, '181 KBS-CAPGR': 5, '305-D': 50, '501-L': 13, '304-NA': 10, '304 ITPL-CLO': 2, 'V-MF-1': 9, '500-QC': 1, 'VRT-GGP': 1, 'KBS-13K': 25, 'EYG-KMT': 0, 'HBL-ITPL-NBWSC': 1, 'SBS-SVR-HSKGH': 4, '304-VA': 9, 'HBL-HOD-JFWTC': 3, 'BSPB-BEML': 1, '304-VB': 11, '319-F': 4, 'BSPB-KBS': 3, '321-A': 9, 'MF-1': 47, 'KBS-WTTMC': 4, 'V-335EF': 2, 'MDP-KDG': 1, '242-TB D35G-KVH': 1, 'V-500G': 4, 'V-KBS-WFTTMC': 10, 'V-MF-1B': 43, '319-C': 23, 'V-HBL-TNF-Hoodi-ITPL-CNS': 3, '320-H': 18, '215-U': 8, '319E': 6, 'MF-1A': 22, '320-E': 29, 'V-KBS-SVM-HOODI-ITPL': 4, 'BC-3A': 71, '321-G': 9, 'V-KRP- ITPL': 3, 'V-328HB': 2, 'KBS-CAPGPS': 3, 'HNPB-KDG': 1, '500 CAPG-KGR': 1, 'D34-CSB-ITPL': 1, 'V-500DR': 9, '501 KGR-CAPGPS': 1, 'V-CKM-ITPL': 2, 'KBS-CAPGR': 2, 'CAPGR-KGRTTMC': 2, 'BUADM-CAPGPS': 1, '304-H': 13, '304-N': 8, '304-X': 8, '306-D': 8, '306-T': 12, '306-C': 8, '500-D OASIS-CSB': 1, 'V-KRP-TNF-GRI-VRT-DMS-SJP': 1, 'V-MF-11A': 19, 'V-MF-11': 29, 'V-319HK': 9, 'V-319KH': 12, '304-P': 8, '304-Q': 13, 'KBS-TNF-ENRYG': 2, 'ENRYG-KRP-HALMG': 1, '304-T': 11, '500-B GSF-CAPGR': 2, 'V-MF-1D': 11, 'HBLB-EYG': 1, '306-K': 15, 'V-TNF-HOD-ITPL-HOF-KDG': 3, '306-Q': 9, '305-R': 8, '305-G': 8, '305-M': 10, '305-H': 19, '305-K': 8, '306-A': 8, '306-E': 9, '306-G': 7, '306-J': 7, '304-S': 8, 'V-MEBP-TNF-KDG': 3, 'V-500 G': 8, '306-M': 25, '304-VA TNF-SVP': 1, '304-V TNF-CKT': 3, '304-M SMR-TNF': 1, '305-K SBS-CNS': 3, 'KBS-HOODI-KDG': 5, '271-K': 33, 'V-BPS-HBL-KDG': 6, 'V-KDG-KRPH': 5, 'KRP-TNF-KDG': 2, '272-E': 20, 'V-TNF-HOD-ITPL-KDG-HSK': 2, 'MF-4': 15, 'KIAS-6A': 7, '255-C': 18, 'V-KDG-BTP': 7, 'V-KRP-SJP': 2, '305-S': 16, 'BV-MF-1D': 10, 'V-MF-1-A': 14, 'V-BMS-KDG': 7, '324-E': 7, 'V-HBL-ITPL': 2, 'V-MEBP-KDG': 3, 'V-320C': 7, 'V-KRP-WFTTMC': 1, 'V-HBL-HOD-KDG': 7, 'CPR-MRH-CAPGR': 1, '328-HB': 0, 'V-SUM-WFTTMC': 1, 'V-WFTTMC-CKM': 2, '328-A BMT41G-KRP': 1, 'V-BTP-WFTTMC': 1, '502-G BMT45-GMC-ITPL': 1, 'BMT24G-KDG': 3, 'TNF-DVG': 1, '304-B KRL-SVM': 4, 'BMT24-CNS': 3, 'BMT24G-NDVC': 1, 'BMT24G-SKHP': 2, '305-F BMT24G-NDTC': 1, '306-MA BMT24G-JYM': 3, '306-RA BMT24G- DVG': 1, '304-NA BMT24G-OBP': 1, '304-NA OBP-BMT24G': 1, '304-R BMT24G-BGB': 2, '304-Q  BMT24G-GGL': 2, '304VB BMT24G-CKT': 1, 'SBS-ENRYG': 3, 'BMT41G-TNF-HLS': 1, '319 BMT24G-KSH': 1, '319-J KMT-BMT41G': 2, '320-A KBS-BMT41G': 1, '319-G BMT41G-KBS': 2, '304-Z BMT41G-TNF': 1, '306A BMT24-LMS': 1, '305-J KMT-HSK': 1, '306C BMT24-KNL': 1, '320-H BMT24G-WFG': 1, '500-HC': 4, '321-G BMT24G-MTK': 1, '500-DE HBLB-HOODI-WTTTMC': 1, 'TNF-Hoodi-CARMEL': 0, '305-C': 3, '319-K': 13, '305-N': 10, '306-F': 6, '304-D': 11, '321-C': 10, '284-H': 5, 'TNF-GJR': 2, 'BTP-29A': 2, '507-B': 23}"
Anandapura,13.02422515,77.69285292,98,29151101,"{'301-E': 39, '315-T': 21, '301-F': 6, '313-T': 13, 'SVM-TCP': 1, 'MF-2': 16, 'HALM-SVM-TCP': 2}"
Lake Vihar Apartments TC Palya,13.02067547,77.7026242,5,29151105,"{'V-KBS-KRP-LVTCP': 2, 'VCS-ORRCA-129 LVTCP-ORRCA': 2, 'V-LVTCP-KBS': 1}"
TC Palya,13.01676974,77.70417849,112,29151106,"{'KRPRS-TCP': 3, '301-E': 39, '315-T': 21, '301-F': 6, '313-T': 13, 'HBL-TCP': 4, 'SVM-TCP': 1, 'MF-2': 16, 'ITPL-2F': 2, 'ACCB7-26': 0, 'STJHS-4': 2, 'BEMLA-31': 3, 'HALM-SVM-TCP': 2}"
KR Puram,13.011327,77.69866714,217,29151120,"{'313-G': 12, '315-F': 14, '311-J': 50, 'KLN-AMT': 1, '300-T': 11, '311-K': 35, '313-K': 2, '311-E': 22, '300-K': 13, '300-F': 17, '315-E TNF-SMG': 2, '315-E': 38}"
Bhattarahalli,13.01963137,77.70925083,1080,29151121,"{'MKC-HSK': 2, '380-G': 8, '317-QK': 6, '318 JTP-KBS': 3, '318 KBS-JTP': 3, '316-J': 7, '317-B': 18, '317-K': 0, '382-A': 6, '315-J': 16, '317-P': 11, 'HBL-HSK': 9, '380 KMT-KTO': 6, '380 KTO-KMT': 5, '317-E': 11, '317-T': 5, '317-Z': 6, '380-E': 17, '380-F': 12, '381-G': 8, '382-M': 8, '317-TD': 8, '317-M': 0, '317-W': 8, '383-A': 7, '317-C': 8, '317-J': 0, '317-R': 10, '316-E': 15, '316-C': 14, '223-L': 19, '316-A': 10, '238-K': 2, '316-B': 23, '316-K': 10, '316-V': 8, '316-Y': 19, '326-C': 18, '257-A': 4, '215-CC': 11, '13-H': 17, '317-S': 10, '317-SA': 8, '317-YA': 10, '317-YE': 6, '252 ISROQ-KNGVP': 1, '382-B': 9, '382-D': 6, 'DPJN-VTTMC': 3, '365-J  JAC-BMD': 2, '316-Q': 6, '382-AB': 6, '316-R': 8, '316-N': 11, '380-N': 7, '317-A': 20, 'HSK-VSD-KBS': 1, '300-E SBS-KTMLRG': 2, '317-D': 10, 'KBS-DSH': 4, '317-MA': 0, 'KBS-BMEH': 2, '317-G VSD-HSK': 2, '381-K': 8, 'KDG-CSB-D34': 5, '307-C': 10, '3F-1  SRN-SJP': 1, '317-V KMT-BSH': 1, '380-C': 19, '12F-4': 15, '381-H': 7, '381-J': 8, '381-E': 8, '381-D': 9, 'HSK-BEL': 4, 'MKT-12HK': 41, 'KBS-12HK': 34, 'BEL-HSK': 1, '308-A': 8, '308-B': 8, 'KMBP-KMT-KBS': 2, '316-M': 14, '500-HK': 19, 'KMT-KBP': 2, 'SBS-MRS': 2, '316-F': 18, '316-G': 12, '380-BA': 9, '316-T': 8, '316-U': 20, '382-C': 7, 'V-317A': 31, 'KBS-BMB': 3, '301-R': 14, '380B': 5, 'TNF-MVJ': 11, 'ITPL-2F': 2, '317-V': 17, 'V-319HK': 9, 'V-319KH': 12, 'SCPS-TNF-HSK': 0, 'KPPG-HSK': 1, 'SCPS-1': 2, 'V-500HK': 11, '317-Y': 10, 'D34-CSB-KDG': 1, '317TA': 6, '317-YK': 9, '308 KMT-KMS': 6, '317-A KBS-KMS': 7, '308 TNF-KMS': 6, 'V-HBL-MDH': 1, 'VCS-ORRCA-132 MDH-ORRCA': 1, '382 TNF-KLH': 1, '382 KLH-HLS': 1, 'MKT-12HK TNF-HSK': 2, 'KVDRDO-MRS': 3, '316-Y KRP-BDG': 1, 'MF-1H': 8, '383-B': 9, '383-D': 10, 'VCS-ITPB-GM-14 NLO-ITPL': 1, 'KMS-TNF-STJOS': 1, 'KMS-TNF-GGP': 2, '335-C KMS-LBSN': 1, '308 SVM-KMS': 2, 'KMS-TNF-CSB': 2, 'MDR-BDC-SBS': 1, '381-A': 6, '317-YB': 9, 'KBS-DBH': 1, 'KBS-KTGH': 1, '317-G': 37, 'KBS-KDG': 4}"
Garden City College TC Palya,13.02443459,77.7071169,79,29151121,"{'315-T': 21, '327-H': 10, '313-A': 19, '301-F': 6, '10-J D16G-KBS': 2, '310-E': 18, 'KMS-KTG-SBS': 1, 'SBS-KTN-KMS': 2}"
State Bank of India Bhattarahalli,13.01582131,77.70881474,3,29151121,"{'BELGS-39': 2, 'KLNB-BSBI': 1}"
Basavanapura KR Puram,13.01094747,77.71005124,0,29151122,{}
Gayathri Layout KR Puram,13.01042022,77.70508982,14,29151122,"{'313-G': 12, '313-G GLO-VSD-KMT': 2}"
SJES College,13.02326745,77.71546075,1054,29151124,"{'MKC-HSK': 2, '380-G': 8, '317-QK': 6, '318 JTP-KBS': 3, '318 KBS-JTP': 3, '316-J': 7, '317-B': 18, '317-K': 0, '382-A': 6, '315-J': 16, '317-P': 11, 'HBL-HSK': 9, '380 KMT-KTO': 6, '380 KTO-KMT': 5, '317-E': 11, '317-T': 5, '317-Z': 6, '380-E': 17, '380-F': 12, '381-G': 8, '382-M': 8, '317-TD': 8, '317-M': 0, '317-W': 8, '383-A': 7, '317-C': 8, '317-J': 0, '317-R': 10, '316-E': 15, '316-C': 14, '223-L': 19, '316-A': 10, '238-K': 2, '316-B': 23, '316-K': 10, '316-V': 8, '316-Y': 19, '326-C': 18, '257-A': 4, '215-CC': 11, '13-H': 17, '317-S': 10, '317-SA': 8, '317-YA': 10, '317-YE': 6, '252 ISROQ-KNGVP': 1, '382-B': 9, '382-D': 6, 'DPJN-VTTMC': 3, '365-J  JAC-BMD': 2, '316-Q': 6, '382-AB': 6, '316-R': 8, '316-N': 11, '380-N': 7, '317-A': 20, 'HSK-VSD-KBS': 1, '300-E SBS-KTMLRG': 2, '317-D': 10, 'KBS-DSH': 4, '317-MA': 0, 'KBS-BMEH': 2, '317-G VSD-HSK': 2, '381-K': 8, 'KDG-CSB-D34': 5, '307-C': 10, '3F-1  SRN-SJP': 1, '317-V KMT-BSH': 1, '380-C': 19, '12F-4': 15, '381-H': 7, '381-J': 8, '381-E': 8, '381-D': 9, 'HSK-BEL': 4, 'MKT-12HK': 41, 'KBS-12HK': 34, 'BEL-HSK': 1, '308-A': 8, '308-B': 8, 'KMBP-KMT-KBS': 2, '316-M': 14, '500-HK': 19, 'KMT-KBP': 2, 'SBS-MRS': 2, '316-F': 18, '316-G': 12, '380-BA': 9, '316-T': 8, '382-C': 7, 'V-317A': 31, 'KBS-BMB': 3, '301-R': 14, '380B': 5, 'TNF-MVJ': 11, '317-V': 17, 'V-319HK': 9, 'V-319KH': 12, 'SCPS-TNF-HSK': 0, 'KPPG-HSK': 1, 'V-500HK': 11, '317-Y': 10, 'D34-CSB-KDG': 1, '317TA': 6, '317-YK': 9, '308 KMT-KMS': 6, '317-A KBS-KMS': 7, '308 TNF-KMS': 6, 'V-HBL-MDH': 1, '382 TNF-KLH': 1, '382 KLH-HLS': 1, 'MKT-12HK TNF-HSK': 2, 'KVDRDO-MRS': 3, '316-Y KRP-BDG': 1, 'MF-1H': 8, '383-B': 9, '383-D': 10, 'KMS-TNF-STJOS': 1, 'KMS-TNF-GGP': 2, '335-C KMS-LBSN': 1, '308 SVM-KMS': 2, 'KMS-TNF-CSB': 2, 'MDR-BDC-SBS': 1, '381-A': 6, '317-YB': 9, 'KBS-DBH': 1, 'KBS-KTGH': 1, '317-G': 37, 'KBS-KDG': 4}"
Seegehalli Junction,13.01425594,77.71697402,64,29151130,"{'315-F': 14, '311-J': 50}"
Medahalli,13.02592117,77.72038924,1121,29151131,"{'MKC-HSK': 2, '380-G': 8, '317-QK': 6, '318 JTP-KBS': 3, '318 KBS-JTP': 3, '316-J': 7, '317-B': 18, '317-K': 0, '382-A': 6, '315-J': 16, '317-P': 11, 'HBL-HSK': 9, '380 KMT-KTO': 6, '380 KTO-KMT': 5, '317-E': 11, '317-T': 5, '317-Z': 6, '380-E': 17, '380-F': 12, '381-G': 8, '382-M': 8, '317-TD': 8, '317-M': 0, '317-W': 8, '383-A': 7, '317-C': 8, '317-J': 0, '317-R': 10, '316-E': 15, '316-C': 14, '223-L': 19, '316-A': 10, '238-K': 2, '316-B': 23, '316-K': 10, '316-V': 8, '316-Y': 19, '326-C': 18, '257-A': 4, '215-CC': 11, '13-H': 17, '317-S': 10, '317-SA': 8, '317-YA': 10, '317-YE': 6, '252 ISROQ-KNGVP': 1, '382-B': 9, '382-D': 6, 'DPJN-VTTMC': 3, '365-J  JAC-BMD': 2, '316-Q': 6, '382-AB': 6, '316-R': 8, '316-N': 11, '380-N': 7, 'KRP-MRS': 2, '317-A': 20, 'HSK-VSD-KBS': 1, '300-E SBS-KTMLRG': 2, '317-D': 10, 'KBS-DSH': 4, '317-MA': 0, 'KBS-BMEH': 2, '317-G VSD-HSK': 2, '381-K': 8, 'KDG-CSB-D34': 5, '307-C': 10, '3F-1  SRN-SJP': 1, '317-V KMT-BSH': 1, '380-C': 19, '12F-4': 15, '306-L': 9, 'MRS-KBS': 2, '306-E KBS-NYK': 1, 'KBS-MRS': 2, '381-H': 7, '381-J': 8, '381-E': 8, '381-D': 9, 'HSK-BEL': 4, 'MKT-12HK': 41, 'KBS-12HK': 34, 'BEL-HSK': 1, '308-A': 8, '308-B': 8, 'KMBP-KMT-KBS': 2, '316-M': 14, '500-HK': 19, 'KMT-KBP': 2, 'SBS-MRS': 2, '316-F': 18, '316-G': 12, '380-BA': 9, '316-T': 8, '316-U': 20, '382-C': 7, 'V-317A': 31, 'KBS-BMB': 3, 'BELGS-1': 1, '301-R': 14, '380B': 5, 'TNF-MVJ': 11, '317-V': 17, '306-T': 12, 'V-319HK': 9, 'V-319KH': 12, 'SCPS-TNF-HSK': 0, 'KPPG-HSK': 1, 'V-500HK': 11, '317-Y': 10, 'D34-CSB-KDG': 1, '306-E': 9, '306-G': 7, '317TA': 6, '317-YK': 9, '308 KMT-KMS': 6, '317-A KBS-KMS': 7, '308 TNF-KMS': 6, 'V-HBL-MDH': 1, 'VCS-ORRCA-132 MDH-ORRCA': 1, '382 TNF-KLH': 1, '382 KLH-HLS': 1, 'MKT-12HK TNF-HSK': 2, 'KVDRDO-MRS': 3, '316-Y KRP-BDG': 1, 'MF-1H': 8, '383-B': 9, '383-D': 10, 'KMS-TNF-STJOS': 1, 'KMS-TNF-GGP': 2, '335-C KMS-LBSN': 1, '308 SVM-KMS': 2, 'KMS-TNF-CSB': 2, 'MDR-BDC-SBS': 1, '306-L BMT41G-MRS': 1, '381-A': 6, '317-YB': 9, 'KBS-DBH': 1, 'KBS-KTGH': 1, '317-G': 37, 'KBS-KDG': 4}"
Kurudu Sonnenahalli,13.01409914,77.73227602,4,29151134,{'KBS-KDG': 4}
Ayyappanagara KR Puram,13.00450683,77.71239878,139,29151209,"{'KLN-AMT': 1, '300-T': 11, '311-K': 35, '311-E': 22, '300-K': 13, '300-F': 17, '315-E TNF-SMG': 2, '315-E': 38}"
Ayyappanagara Hoodi,13.00150918,77.71445006,2,29151215,"{'V-HOODI-AYPN': 1, 'V-AYPN-ITPL': 1}"
Parvathinagara,13.0325746,77.71483898,0,29151116,{}
Canara Bank Vidyaranyapura,13.07161154,77.55609513,711,29152300,"{'276 YNRS-VRP': 3, 'BEL-VRP': 2, 'YTTMC-OASIS': 1, 'TND-MSP': 1, 'VRP-SMA': 2, 'VRP-BEL': 2, '503-A': 10, 'PTH-VRP-KBS': 4, '500-DE': 18, '401-R': 46, '401-KA': 3, '248-D': 24, 'VRP-YTTMC': 9, '400-V': 7, '401-RA': 8, 'AIT-KHDS-SBS': 2, '276-A': 35, 'MBS-6': 23, 'V-500DE': 26, 'V-276': 12, '401-RB YHK-MTR': 1, '401-RB': 10, '401-K CLO-YHKOT': 4, 'BC-8': 9, 'NICE-7': 3, '276-N': 8, 'MBS-9': 16, 'VNH-VRP': 1, '276-E': 24, '276-G': 7, '269-B': 17, 'SNBS-VRP': 2, '401-BR': 34, '401-MK': 32, '401-RH': 6, '401-BA': 20, '401-BC': 14, '401-B': 42, '401 NLO-YHK': 10, 'BELF-VRP': 2, '276-AB': 22, 'VRP-HBLB-BTP': 1, '323-H': 11, '401-B YNTAEH-YTTMC': 3, '401-K VJN-YHKOT': 2, 'YTTMC-YHKOT': 3, '276 BMT45-VRP-KBS': 4, '276 BMT45-VRP-KMT': 4, '276-E BMT45-VRP-SBS': 3, '401-K BMT45-KGR': 2, '401-B DPJN-YHKOT': 2, '500-DE VRP-KLNB': 3, 'IAF-HMPN': 2, 'D45 To YNRS': 1, 'D45-BSK': 6, 'V-VRP-CPR': 1, '401RC VRP-BEML5TH': 1, '401-K': 61, 'MB-9 BMT45-ISROL': 1, '276-B BMT-45-VPP': 2, 'MBS-6 BMT45-CVRN': 1, 'V-CSB-VRP': 1, 'V-VRP-BSK': 1, 'V-VRP-CSB': 1, '503-A VRP-KRPGH': 5, '401-K YTTMC-VRP-BMT45': 1, '401-E': 32, 'VDS-VRP': 0, '288-E': 22, '378 KGR-ELCW': 2}"
Fathima Church Gangamma Circle,13.05467646,77.54082195,655,29152300,"{'ABG-YNRS': 2, '401-AM': 11, 'PTH-PSS': 3, '401-AB': 5, '507-C': 29, 'MBS-17': 7, '401-A': 56, 'BEMLA-2': 3, 'KRT-ABG': 5, '401-AF': 32, 'PSS-HCH': 1, '248-D': 24, 'YTTMC-RGVC': 1, '401-AE': 7, 'JHC-YHK': 4, 'PSS-BELF': 2, 'KRP-PSB': 10, '271-Q': 30, '271-R': 30, 'D31G-VRP': 2, '502-V': 11, '401-BJ': 18, '502-V D31G-VRP': 1, 'NICE-7A': 5, 'KGGR-KBS': 6, '273-J': 13, '270-D': 9, '271-A': 29, '271-G': 14, '271-F': 19, '271-N': 12, '271-P': 11, '271-T': 14, '271-TA': 10, 'KMT-VSD-CKB': 1, 'HBL-BEL-SAPTC': 1, 'PSS-BEML': 3, '266-D': 14, 'BELF-ABGR-CKB': 2, 'MF-23': 74, 'PSS-BEMLF': 3, '401A BMSIT-PSS': 1, 'JHC-BEL-VNS': 1, 'BMT45-JGA': 1, 'V-HBL-BELC-KGHB-JWSR': 0, '401-A NMG-YHKOT': 0, '401-A JHC-YHK': 2, '401-A BELC-SMS': 1, 'MF-23A': 14, 'MF-23A BMT45-JMS': 1, '401AM PTH-PSS': 1, '507-P': 23, '507P NGWJ-PSBS': 5, '401-PS': 13, 'V-JWSR-BSK': 3, '502-FA BMT45-KGRTTMC': 1, '507--C': 18, '507-C BMT48-DWRKN': 1, '507--PS': 0, '507-A': 26, 'JKR-SRSRA': 1, '401-A PSB-YKHOT': 7, 'PSS-SGP': 1}"
Gangamma Circle,13.05835169,77.54601337,1205,29152300,"{'ABG-YNRS': 2, '401-AM': 11, 'PTH-PSS': 3, 'PHS-34': 15, 'YHKOT-TMK-KMT': 5, 'KBS-JEAFS': 1, 'YHKOT-YTTMC': 8, 'GGMC-MRH': 1, '401-AB': 5, '507-C': 29, 'MBS-17': 7, '401-A': 56, 'BEMLA-2': 3, 'KRT-ABG': 5, '401-AF': 32, 'KBS-SGP': 2, 'PSS-HCH': 1, 'KVSS-JHE': 1, '248-D': 24, 'YTTMC-MTK': 2, 'YTTMC-RGVC': 1, 'RTNPS-ANJM': 2, '401-AE': 7, 'JHC-YHK': 4, 'PSS-BELF': 2, 'KRP-PSB': 10, 'KMT-NGM': 3, '271-Q': 30, '271-R': 30, 'D31G-VRP': 2, '401-N': 7, '401-N DPJN-YHK': 1, 'KBS-ANMSP': 1, '502-V': 11, '401-BJ': 18, 'RNBL-KBS': 2, '502-V D31G-VRP': 1, '401-JB': 8, 'NICE-7A': 5, 'YHK-MSP-VTTMC': 1, 'YSTF-YTTMC': 4, 'KGGR-KBS': 6, '273-J': 13, '266-C': 14, '266-E': 9, '266-G': 12, '266-J': 12, '266-M': 11, '266-T': 25, '266-Q KMT-LXP': 3, '297-M': 2, '270-D': 9, '271-A': 29, '271-B': 22, '271-C': 17, '271-E': 12, '271-G': 14, '271-F': 19, '271-N': 12, '271-P': 11, '271-T': 14, '271-TA': 10, '272-B': 5, '272-E': 20, '291-G': 20, '266-A': 10, '266-B': 12, '266-N': 12, '266-Q': 13, '266-K': 13, '266-R': 11, 'KMT-HGV': 7, 'KMT-KVN2': 2, 'YTTMC-MSP-CHRS': 1, 'KMT-VSD-CKB': 1, 'HBL-BEL-SAPTC': 1, '401-D': 3, '401-Y': 9, '401-MS': 8, '401-J': 5, '401-B YHKOT-MSP-HPN': 6, '60-L VTTMC-EASTEND': 2, '266-F': 12, '401-F': 32, 'PSS-BEML': 3, '401-AR': 13, 'BMSIT-4': 4, '266-D': 14, '401-T': 8, 'BELSC-3': 0, '401-JC YTTMC-BKH': 3, 'CAPGR-9': 2, 'MEBP-26': 4, 'YTTMC-YLK-BMES': 1, 'KVS-1': 2, '401 YTTMC-GGC': 1, '266 BEL-HIDF': 1, 'BELF-ABGR-CKB': 2, 'YHK-YTTMC-PSB': 5, 'MF-23': 74, 'PSS-BEMLF': 3, 'SJHS-2': 2, 'BTP-29A': 2, 'KVM-2': 6, '401A BMSIT-PSS': 1, 'JHC-BEL-VNS': 1, 'PTH-MSP-PTCA': 1, 'BELGS-17': 2, 'BELGS-45': 3, 'VCS-ORRCA-126 SAPTC-ORRCA': 0, 'VCS-MEBP-46 SPGC-MEBP': 1, 'VCS-ORRCA-010 GGP-ORRCA': 1, 'ITPL-2D': 2, 'ITPL-2R': 1, '401 YTTMC-BMSIT': 1, 'BMT45-KMT': 2, '250-LA': 6, '250-LA ADGH-MHC': 1, 'BMT45-JGA': 1, '271 KBS-BMT45': 8, '271 BMT45-KBS': 3, '401 BMT45-YTTMC': 2, 'V-HBL-BELC-KGHB-JWSR': 0, 'VCS-ORRCA-206 JWSR-ORRCA': 1, 'CAPGS-6': 2, '266-N KMT-MLPH': 2, '271-E KMT-VRS': 5, '401-A NMG-YHKOT': 0, '266 KMT-BMT45': 6, '276 KBS-GMC-BMT45': 6, 'BELF-GGMC-JHC-CKB': 1, '401-A JHC-YHK': 2, 'VCS-TATA ELEXI-05 8th Mile-TELEX': 1, '401-A BELC-SMS': 1, 'VCS-MEBP-76 MNH-MEBP': 1, '501-BH BSK-BMT45': 1, 'V-MSP-HBL': 2, 'MF-23A': 14, 'MF-23A BMT45-JMS': 1, '401 YSTF-YTTMC': 2, '401AM PTH-PSS': 1, 'VCS-ITPB-GM-7 NAGM-ITPL': 1, '401RC BMT45-BEML5': 2, '401MC BMT45-KGR': 2, '507-P': 23, '507P NGWJ-PSBS': 5, '401-PS': 13, 'BMT45-GMC-NSH': 3, 'BMT45-GMC-BPS': 2, '401 PTMTL-YTTMC': 1, '401 YHKPS-YTTMC': 1, '266-J YTTMC-MTK': 1, 'V-JWSR-BSK': 3, '502-FA BMT45-KGRTTMC': 1, '507--C': 18, '507-C BMT48-DWRKN': 1, '507-C BMT45-KRPGH': 1, '500-B KVS-KRPRS': 2, '502-G BMT45-GMC-ITPL': 1, '507--PS': 0, 'VCS-ORRCA-141 GGAIR-ORRCA-B Intel ORR': 1, 'KVM-2A': 2, '272-E BMT45-SBS': 2, 'MEBP-21B': 0, '507-A': 26, 'JKR-SRSRA': 1, '401-A PSB-YKHOT': 7, 'YTTMC-PTC': 3, 'PSS-SGP': 1, '285-CA NES-JKBH': 1}"
GGMC,13.05678005,77.54661888,7,29152300,"{'BMSIT-4': 4, 'BELSC-3': 0, 'KVS-1': 2, 'VCS-ORRCA-141 GGAIR-ORRCA-B Intel ORR': 1}"
HMT Post Office,13.05062733,77.54143149,247,29152300,"{'283-D': 3, '273 PSS-KMT': 2, 'BEL-STH': 2, '275-B KBS-YTTMC': 1, 'HBL-ACIT': 1, 'RICHPFO-BELC-JHC': 1, 'NICE-7': 3, '282-C': 9, '273-C': 42, '273-E': 9, '273-F': 28, '276-AB BMT45-DBH': 1, '275-C': 26, '362-C': 39, '270-A': 18, '270 SBS-PSS': 5, '270-S': 17, '264-A': 17, 'KMT-MDH': 1, '273-B': 21, '273 BELF-PSS': 1}"
HMT Watch Factory,13.05059084,77.53509012,112,29152300,"{'273 PSS-KMT': 2, 'DBDR-SBS': 5, 'BEL-STH': 2, '275-B KBS-YTTMC': 1, 'SBS-DBDR': 5, 'BC-8': 9, 'RICHPFO-BELC-JHC': 1, 'NICE-7': 3, '273-E': 9, '273-F': 28, '270-S': 17, 'KMT-MDH': 1, '273-B': 21, 'KVM-2': 6, 'KVM-2A': 2}"
