h3_id,income_lower_pct,income_middle_pct,income_upper_pct,rental_prices,property_values,slum_population_percentage,housing_type,ward_id
8861892e39fffff,0.033,0.648,0.319,33634.7,126835.38,0.038,apartment,
8860145837fffff,0.127,0.511,0.362,32957.68,123304.47,0.149,apartment,
8861892ccbfffff,0.032,0.597,0.37,37807.67,144775.84,0.022,apartment,
88618924b3fffff,0.033,0.676,0.291,35906.41,131105.82,0.122,apartment,
8860145127fffff,0.087,0.556,0.357,33217.41,130988.64,0.06,apartment,
8860145b29fffff,0.032,0.551,0.417,39001.96,150674.68,0.0,apartment,
8861892593fffff,0.032,0.57,0.398,39324.01,149468.14,0.0,apartment,
8861892497fffff,0.075,0.536,0.389,34742.41,126304.72,0.091,apartment,
8860145a23fffff,0.059,0.531,0.409,37766.49,146739.84,0.0,apartment,
88618925a1fffff,0.032,0.579,0.388,39797.1,151249.73,0.081,apartment,
8860145949fffff,0.032,0.544,0.424,37217.56,141119.73,0.0,apartment,
8861892eebfffff,0.032,0.597,0.37,36605.3,141077.08,0.0,apartment,
88618924ebfffff,0.032,0.582,0.386,34618.29,131356.02,0.034,apartment,
8860145b6bfffff,0.032,0.536,0.432,38818.88,151054.03,0.0,apartment,
88618925b1fffff,0.032,0.58,0.388,40519.3,154621.61,0.0,apartment,
8861892eedfffff,0.127,0.537,0.336,35037.96,133798.11,0.034,apartment,
8861892431fffff,0.095,0.505,0.399,36334.56,138675.84,0.099,apartment,
8860145129fffff,0.081,0.588,0.331,33822.35,126572.76,0.063,apartment,
8861892415fffff,0.082,0.62,0.298,34247.43,131632.35,0.067,apartment,
8860145b4bfffff,0.113,0.429,0.458,39656.12,155219.84,0.04,apartment,
886014594bfffff,0.033,0.644,0.323,36189.71,143307.74,0.033,apartment,
8861892487fffff,0.059,0.55,0.391,34683.01,136064.96,0.0,apartment,
8861892553fffff,0.104,0.543,0.353,35402.3,136358.91,0.093,apartment,
8860145b59fffff,0.032,0.516,0.452,39731.25,152000.56,0.0,apartment,
8860169659fffff,0.119,0.578,0.303,33081.82,128516.94,0.123,apartment,
8861892cc9fffff,0.033,0.615,0.353,37945.61,144449.0,0.123,apartment,
8861892ca7fffff,0.078,0.595,0.327,31594.29,122992.44,0.118,apartment,
886014596bfffff,0.033,0.585,0.382,34855.49,134168.16,0.103,apartment,
8861892533fffff,0.063,0.524,0.414,38885.91,146876.64,0.0,apartment,
8861892597fffff,0.033,0.606,0.361,39282.13,150746.51,0.043,apartment,
88618925bdfffff,0.032,0.593,0.374,39583.74,153095.95,0.05,apartment,
8861892c57fffff,0.087,0.564,0.35,34198.81,128082.43,0.136,apartment,
8861892513fffff,0.032,0.567,0.401,37591.81,146477.68,0.001,apartment,
8861892407fffff,0.055,0.573,0.372,34853.88,136700.8,0.0,apartment,
8860145841fffff,0.061,0.508,0.432,37751.9,144936.93,0.054,apartment,
8860145aa3fffff,0.126,0.525,0.349,31293.91,121743.25,0.059,apartment,
8861892ea9fffff,0.07,0.486,0.444,36506.96,142203.51,0.024,apartment,
8861892ed9fffff,0.069,0.532,0.399,38957.59,148251.73,0.051,apartment,
8860145a4bfffff,0.033,0.61,0.357,37764.63,139965.42,0.04,apartment,
886014580bfffff,0.066,0.56,0.373,35558.86,132165.04,0.071,apartment,
8861892c31fffff,0.055,0.636,0.309,31688.34,120114.4,0.094,apartment,
8860145a67fffff,0.032,0.577,0.39,39199.47,152375.86,0.017,apartment,
8860145b21fffff,0.032,0.547,0.421,37823.75,148167.57,0.0,apartment,
8860145a35fffff,0.039,0.554,0.406,37486.9,141200.4,0.0,apartment,
8861892589fffff,0.032,0.547,0.421,38755.74,150365.85,0.023,apartment,
88618925b5fffff,0.032,0.589,0.378,40270.99,154525.44,0.0,apartment,
8861892cebfffff,0.053,0.551,0.395,34845.67,133384.96,0.0,apartment,
8861892d99fffff,0.108,0.561,0.331,30888.3,120181.99,0.054,apartment,
8861892cb1fffff,0.093,0.538,0.369,34029.37,130038.73,0.116,apartment,
8861892ecbfffff,0.032,0.565,0.403,37559.65,147115.82,0.0,apartment,
8860145aedfffff,0.04,0.604,0.357,36280.49,134348.09,0.047,apartment,
8861892eb5fffff,0.055,0.613,0.332,37911.77,142354.57,0.078,apartment,
886189248dfffff,0.036,0.61,0.354,34938.12,134657.8,0.079,apartment,
8860145b0bfffff,0.035,0.544,0.421,39727.94,152708.53,0.0,apartment,
8861892ec5fffff,0.05,0.614,0.337,36165.92,141065.04,0.0,apartment,
886014510dfffff,0.172,0.47,0.358,31286.95,119117.36,0.037,apartment,
8860145aabfffff,0.076,0.584,0.34,32591.09,125351.23,0.007,apartment,
886014593dfffff,0.053,0.583,0.365,31829.67,124115.11,0.0,apartment,
8860145829fffff,0.057,0.609,0.334,35493.65,140251.88,0.0,apartment,
8861892421fffff,0.033,0.604,0.363,35586.2,139089.84,0.039,apartment,
8860145a31fffff,0.032,0.57,0.397,36576.24,144124.45,0.0,apartment,
8861892ca9fffff,0.092,0.559,0.35,33643.53,124119.16,0.022,apartment,
8860145a13fffff,0.049,0.646,0.305,34790.01,131027.36,0.015,apartment,
8860169641fffff,0.113,0.565,0.323,30392.31,113347.16,0.05,apartment,
8860145a89fffff,0.171,0.465,0.365,31893.52,120133.2,0.082,apartment,
8861892ca3fffff,0.069,0.614,0.317,33386.26,123890.85,0.025,apartment,
8861892cd9fffff,0.06,0.559,0.381,37951.46,143938.7,0.064,apartment,
8861892525fffff,0.035,0.559,0.407,34730.19,133069.57,0.094,apartment,
8860145a07fffff,0.07,0.504,0.426,37576.43,149779.92,0.017,apartment,
88601458c9fffff,0.07,0.609,0.321,31588.81,116995.58,0.0,apartment,
8861892467fffff,0.062,0.677,0.261,34707.95,131989.23,0.097,apartment,
88618924a1fffff,0.032,0.576,0.392,37350.97,146082.37,0.0,apartment,
88618925c3fffff,0.035,0.585,0.381,38218.7,146175.23,0.0,apartment,
8861892cc7fffff,0.048,0.637,0.315,36564.23,136314.54,0.076,apartment,
8861892c99fffff,0.087,0.521,0.392,36419.91,144157.21,0.109,apartment,
8861892c11fffff,0.113,0.496,0.391,34680.1,135820.81,0.026,apartment,
8860145817fffff,0.112,0.606,0.282,33196.5,124834.33,0.084,apartment,
886014591bfffff,0.042,0.536,0.422,33031.29,124494.06,0.065,apartment,
8860145a0dfffff,0.036,0.557,0.407,38626.36,147678.79,0.057,apartment,
8860145b63fffff,0.032,0.581,0.386,39477.9,152762.98,0.042,apartment,
8861892dd3fffff,0.081,0.573,0.345,31099.65,116873.48,0.062,apartment,
8860145a8dfffff,0.038,0.601,0.361,32690.9,130778.53,0.0,apartment,
8861892411fffff,0.078,0.59,0.332,33891.3,130577.71,0.0,apartment,
8861892595fffff,0.047,0.59,0.363,39083.43,152918.09,0.065,apartment,
8861892e8bfffff,0.032,0.58,0.388,37350.34,147717.67,0.058,apartment,
88618924b9fffff,0.103,0.47,0.428,36234.03,135777.72,0.086,apartment,
8860145965fffff,0.106,0.524,0.37,33796.92,128428.89,0.131,apartment,
8860145805fffff,0.093,0.535,0.371,36433.66,135222.98,0.112,apartment,
8860145a37fffff,0.059,0.436,0.505,36620.1,138638.67,0.0,apartment,
8861892ed1fffff,0.033,0.606,0.362,38276.61,150714.39,0.0,apartment,
8861892e85fffff,0.132,0.511,0.356,37881.33,144173.25,0.0,apartment,
88601458e1fffff,0.203,0.457,0.34,32287.82,115168.59,0.071,apartment,
8861892e05fffff,0.093,0.562,0.345,31571.25,116736.46,0.144,apartment,
8860145ae5fffff,0.061,0.548,0.391,35298.79,132541.02,0.0,apartment,
88618925adfffff,0.032,0.548,0.42,38823.94,151163.88,0.019,apartment,
8861892481fffff,0.079,0.529,0.392,34696.37,134544.43,0.114,apartment,
8860145b5bfffff,0.033,0.632,0.336,39422.96,149192.8,0.035,apartment,
88601459e1fffff,0.132,0.477,0.391,30321.79,116238.38,0.027,apartment,
886014596dfffff,0.032,0.584,0.383,34477.13,130582.14,0.0,apartment,
8860145963fffff,0.057,0.556,0.387,35100.95,134102.58,0.062,apartment,
8860145a49fffff,0.037,0.604,0.36,37053.7,141638.52,0.027,apartment,
88618925e9fffff,0.099,0.466,0.434,37720.13,147579.02,0.0,apartment,
8861892e17fffff,0.033,0.608,0.36,36536.19,135024.36,0.03,apartment,
8860145b37fffff,0.075,0.542,0.383,37276.26,143583.47,0.03,apartment,
8861892527fffff,0.106,0.525,0.369,36181.15,136855.8,0.076,apartment,
8861892e33fffff,0.066,0.541,0.393,34242.58,134659.9,0.03,apartment,
88618925bbfffff,0.033,0.606,0.362,39269.05,153040.85,0.084,apartment,
8861892483fffff,0.033,0.656,0.311,33897.32,135191.9,0.047,apartment,
88618925cbfffff,0.05,0.503,0.447,37687.38,145845.28,0.077,apartment,
886014591dfffff,0.052,0.621,0.327,34338.02,129921.38,0.034,apartment,
88601459edfffff,0.116,0.572,0.312,30301.13,118384.48,0.206,apartment,
88618924e9fffff,0.112,0.579,0.31,34257.07,133199.08,0.007,apartment,
8861892587fffff,0.032,0.49,0.478,39158.11,150792.9,0.0,apartment,
8860145ae1fffff,0.061,0.617,0.322,34922.62,132623.03,0.124,apartment,
8860145a11fffff,0.056,0.57,0.374,35647.02,136317.71,0.055,apartment,
88618925d1fffff,0.032,0.504,0.465,37824.94,146306.15,0.003,apartment,
8861892461fffff,0.059,0.597,0.344,33336.55,123374.87,0.093,apartment,
8861892ee5fffff,0.053,0.601,0.346,35693.75,131985.5,0.064,apartment,
88618925e7fffff,0.032,0.554,0.414,39444.16,152798.71,0.019,apartment,
8861892c51fffff,0.033,0.615,0.352,33916.63,130339.71,0.034,apartment,
8861892ce3fffff,0.033,0.606,0.361,34166.89,129802.62,0.045,apartment,
8860145a09fffff,0.032,0.536,0.432,37757.15,142219.75,0.048,apartment,
88618925a9fffff,0.032,0.581,0.387,40069.64,152449.39,0.04,apartment,
886014583bfffff,0.099,0.536,0.365,33494.97,124468.29,0.099,apartment,
8861892cbbfffff,0.101,0.49,0.409,35392.29,129615.03,0.02,apartment,
8861892c5dfffff,0.067,0.58,0.353,33193.53,127922.07,0.112,apartment,
8861892e9bfffff,0.032,0.548,0.42,39444.03,155546.64,0.0,apartment,
8860145939fffff,0.155,0.504,0.34,32918.96,125035.46,0.101,apartment,
8861892ee9fffff,0.032,0.596,0.371,37205.91,138265.11,0.0,apartment,
88601459d9fffff,0.095,0.553,0.352,31372.15,116984.12,0.075,apartment,
88601696cbfffff,0.056,0.636,0.308,29986.11,111167.94,0.156,apartment,
886189252bfffff,0.05,0.601,0.349,36767.39,136579.52,0.0,apartment,
8861892c17fffff,0.033,0.604,0.363,33425.75,127582.21,0.097,apartment,
88601696c9fffff,0.157,0.52,0.323,30799.65,114221.85,0.098,apartment,
88601459c5fffff,0.196,0.477,0.327,31904.7,120226.24,0.032,apartment,
8860145b15fffff,0.032,0.53,0.438,38647.91,147890.55,0.058,apartment,
88618925d5fffff,0.032,0.497,0.471,38749.62,146005.87,0.094,apartment,
8861892c03fffff,0.061,0.578,0.361,33747.41,122119.04,0.0,apartment,
8860145b07fffff,0.085,0.461,0.455,39406.39,149580.12,0.0,apartment,
88618924cdfffff,0.084,0.533,0.383,32945.55,126038.89,0.0,apartment,
8861892cc3fffff,0.061,0.517,0.422,37219.07,140497.7,0.0,apartment,
8861892e8dfffff,0.032,0.59,0.378,37388.22,142323.64,0.008,apartment,
8860145803fffff,0.063,0.586,0.351,34785.39,130569.49,0.015,apartment,
8861892e93fffff,0.032,0.552,0.415,39611.61,153337.84,0.079,apartment,
886189259dfffff,0.032,0.528,0.44,39054.58,148311.72,0.004,apartment,
8860145a33fffff,0.079,0.535,0.387,36669.02,137289.65,0.002,apartment,
88601459ebfffff,0.14,0.441,0.419,30961.09,119813.61,0.089,apartment,
88618925d7fffff,0.048,0.592,0.36,37369.08,148078.98,0.034,apartment,
8860145b41fffff,0.035,0.587,0.377,39840.23,152129.55,0.011,apartment,
8861892599fffff,0.032,0.564,0.404,38389.29,148847.39,0.001,apartment,
886189241dfffff,0.111,0.501,0.388,33512.37,129383.74,0.043,apartment,
8860145a83fffff,0.115,0.592,0.294,31707.8,113328.23,0.09,apartment,
8860145b4dfffff,0.032,0.59,0.378,39510.84,154172.31,0.009,apartment,
8861892c01fffff,0.113,0.507,0.38,32214.95,122370.25,0.046,apartment,
8860145a5bfffff,0.081,0.552,0.367,34985.1,136200.12,0.0,apartment,
8860145a6dfffff,0.032,0.555,0.413,39081.83,157534.35,0.0,apartment,
8860145b5dfffff,0.032,0.579,0.388,38836.79,149119.26,0.014,apartment,
8860145847fffff,0.036,0.517,0.447,36818.08,139979.68,0.028,apartment,
8861892cedfffff,0.105,0.519,0.376,33736.92,131215.06,0.046,apartment,
88618925e3fffff,0.033,0.611,0.356,38904.86,150627.62,0.103,apartment,
88601459d7fffff,0.143,0.543,0.314,29585.19,110049.63,0.024,apartment,
88618924c5fffff,0.125,0.549,0.326,34062.97,128966.95,0.009,apartment,
8860145865fffff,0.033,0.625,0.342,36010.39,140600.7,0.0,apartment,
8860145b45fffff,0.032,0.532,0.436,40103.46,148614.82,0.068,apartment,
886014595bfffff,0.088,0.537,0.375,36226.45,142385.77,0.054,apartment,
8861892437fffff,0.041,0.539,0.42,36533.45,141696.03,0.0,apartment,
8861892cadfffff,0.125,0.563,0.312,32145.18,122894.46,0.08,apartment,
88618925ddfffff,0.045,0.563,0.392,36890.44,147103.28,0.0,apartment,
8860145b2bfffff,0.032,0.533,0.435,39177.48,151191.35,0.09,apartment,
8861892ea3fffff,0.049,0.603,0.348,37429.18,143650.69,0.006,apartment,
8861892e83fffff,0.032,0.53,0.438,38052.35,147906.15,0.0,apartment,
8860145825fffff,0.032,0.579,0.389,33655.74,132268.31,0.123,apartment,
8861892c97fffff,0.063,0.597,0.339,36316.26,133953.77,0.029,apartment,
8861892569fffff,0.085,0.602,0.313,33043.66,123818.97,0.041,apartment,
8860145b65fffff,0.033,0.606,0.362,38364.88,149615.51,0.0,apartment,
88618925c7fffff,0.032,0.543,0.425,37906.2,148728.17,0.0,apartment,
8861892cbdfffff,0.033,0.639,0.328,34017.04,131368.96,0.007,apartment,
8861892c37fffff,0.08,0.6,0.32,31298.97,118686.7,0.166,apartment,
88618925b9fffff,0.036,0.536,0.429,40762.16,152594.57,0.0,apartment,
8861892591fffff,0.032,0.51,0.459,37650.83,148447.66,0.029,apartment,
8860145a0bfffff,0.033,0.614,0.354,36974.09,142945.11,0.042,apartment,
8860145b6dfffff,0.032,0.561,0.406,38701.63,155287.45,0.0,apartment,
8860145a3dfffff,0.035,0.548,0.417,37279.04,147112.32,0.032,apartment,
8860145ac7fffff,0.055,0.604,0.34,32958.6,127841.98,0.012,apartment,
88618925a7fffff,0.032,0.582,0.386,40059.51,149938.33,0.034,apartment,
8860145b0dfffff,0.032,0.55,0.418,39278.94,150529.79,0.0,apartment,
8860145b3bfffff,0.035,0.547,0.418,37770.49,145586.85,0.0,apartment,
88618924b7fffff,0.096,0.488,0.415,35304.57,136646.22,0.068,apartment,
8861892583fffff,0.032,0.52,0.448,38042.58,150807.67,0.059,apartment,
886014581dfffff,0.101,0.513,0.386,34438.2,129765.63,0.068,apartment,
8861892c85fffff,0.087,0.53,0.383,34748.08,132497.6,0.096,apartment,
8861892463fffff,0.08,0.548,0.372,33974.9,127578.94,0.041,apartment,
8861892cb9fffff,0.065,0.547,0.387,34534.42,131976.11,0.004,apartment,
8860145a57fffff,0.131,0.443,0.427,36977.34,140512.47,0.0,apartment,
8861892e81fffff,0.033,0.621,0.346,37043.13,145465.99,0.0,apartment,
886016964dfffff,0.144,0.545,0.311,31691.24,116020.2,0.042,apartment,
8861892ed3fffff,0.032,0.57,0.398,38941.44,150753.79,0.08,apartment,
8860145959fffff,0.032,0.581,0.386,36839.67,139282.27,0.0,apartment,
88618924edfffff,0.032,0.565,0.403,36473.34,135293.02,0.086,apartment,
88618925c9fffff,0.032,0.568,0.4,37817.53,143808.94,0.029,apartment,
8860145915fffff,0.115,0.54,0.345,33688.89,127623.17,0.029,apartment,
8860169619fffff,0.18,0.527,0.293,30893.52,118922.29,0.223,apartment,
8860145913fffff,0.093,0.574,0.332,33067.69,125464.66,0.058,apartment,
8860169601fffff,0.139,0.567,0.294,29400.06,109280.54,0.105,apartment,
8860145a3bfffff,0.032,0.588,0.38,35253.27,139315.61,0.047,apartment,
88618925e5fffff,0.032,0.59,0.378,37619.6,146323.37,0.0,apartment,
8861892531fffff,0.082,0.497,0.421,37508.24,144224.64,0.042,apartment,
8861892e31fffff,0.11,0.515,0.375,33665.43,129710.98,0.032,apartment,
8860169647fffff,0.116,0.616,0.268,30949.01,111268.01,0.104,apartment,
8860145a29fffff,0.04,0.549,0.41,38673.35,151597.18,0.006,apartment,
8861892ec9fffff,0.118,0.458,0.424,37603.91,140037.46,0.091,apartment,
8861892097fffff,0.096,0.55,0.354,32680.78,118357.76,0.025,apartment,
8860145853fffff,0.116,0.492,0.392,34303.93,131195.71,0.148,apartment,
88601459c7fffff,0.081,0.619,0.3,30613.48,116671.33,0.122,apartment,
8860145125fffff,0.068,0.581,0.351,34520.96,134931.41,0.053,apartment,
8861892ca5fffff,0.129,0.538,0.333,32177.03,120623.86,0.02,apartment,
88601696cdfffff,0.108,0.56,0.333,28915.9,110434.19,0.132,apartment,
8861892c2bfffff,0.11,0.523,0.367,30909.24,112044.85,0.123,apartment,
886189259bfffff,0.033,0.618,0.349,37984.91,145762.2,0.033,apartment,
8861892e91fffff,0.032,0.578,0.389,39471.17,148823.19,0.017,apartment,
8860145801fffff,0.046,0.5,0.454,34718.05,136390.49,0.037,apartment,
8861892c55fffff,0.11,0.464,0.425,33830.78,129880.47,0.0,apartment,
8860145a01fffff,0.061,0.594,0.345,37755.27,146116.33,0.046,apartment,
8860145953fffff,0.038,0.667,0.295,34681.79,133081.88,0.0,apartment,
886014516dfffff,0.086,0.554,0.36,34090.91,133453.13,0.114,apartment,
88618924e7fffff,0.032,0.592,0.376,36168.81,141089.09,0.0,apartment,
886016960bfffff,0.119,0.54,0.341,30172.14,111315.68,0.07,apartment,
8861892c07fffff,0.219,0.435,0.347,32579.79,120055.66,0.119,apartment,
886016965bfffff,0.073,0.542,0.384,32406.76,122853.37,0.1,apartment,
8861892e0bfffff,0.124,0.512,0.364,33500.39,128191.19,0.114,apartment,
8860145b11fffff,0.046,0.551,0.402,37612.18,150494.1,0.036,apartment,
88601458e9fffff,0.124,0.498,0.377,32502.53,118818.51,0.165,apartment,
8861892c35fffff,0.119,0.533,0.349,30708.04,116581.04,0.0,apartment,
8861892ccdfffff,0.041,0.649,0.31,35637.98,136936.69,0.0,apartment,
8861892e89fffff,0.074,0.461,0.465,37977.39,144084.34,0.084,apartment,
8860169657fffff,0.094,0.624,0.282,30296.86,116287.47,0.109,apartment,
8861892c81fffff,0.098,0.49,0.413,35201.43,134535.0,0.075,apartment,
886016964bfffff,0.16,0.514,0.327,32103.84,122561.94,0.086,apartment,
88618925a5fffff,0.032,0.535,0.433,39288.34,150616.93,0.0,apartment,
8860145821fffff,0.14,0.523,0.338,34919.75,131195.33,0.095,apartment,
88601696c3fffff,0.225,0.448,0.326,29942.67,104180.71,0.126,apartment,
8861892e97fffff,0.032,0.551,0.417,39692.49,151870.78,0.0,apartment,
88601459e9fffff,0.111,0.488,0.401,32040.03,121361.98,0.092,apartment,
8860145a45fffff,0.062,0.51,0.428,38749.93,149865.74,0.0,apartment,
8860145863fffff,0.032,0.597,0.37,37045.29,140531.92,0.0,apartment,
8860145a61fffff,0.032,0.553,0.415,38893.45,148840.63,0.094,apartment,
88618925a3fffff,0.032,0.521,0.447,38976.98,154033.63,0.0,apartment,
8860145b09fffff,0.032,0.516,0.453,39394.35,155171.2,0.009,apartment,
8860145169fffff,0.055,0.55,0.395,33623.14,121614.76,0.007,apartment,
886189253bfffff,0.045,0.59,0.364,37940.18,146756.73,0.109,apartment,
8860145b49fffff,0.032,0.551,0.417,39114.82,156822.46,0.0,apartment,
8860145a17fffff,0.078,0.626,0.296,36174.31,134315.01,0.0,apartment,
88618924a7fffff,0.049,0.578,0.374,37267.18,144987.9,0.037,apartment,
8861892e57fffff,0.112,0.453,0.435,32870.15,127453.46,0.0,apartment,
8860145b01fffff,0.032,0.578,0.39,40033.51,154087.81,0.0,apartment,
886189250bfffff,0.058,0.557,0.384,35069.55,135885.51,0.012,apartment,
8861892d9bfffff,0.075,0.609,0.316,31754.29,118365.98,0.093,apartment,
8861892557fffff,0.032,0.576,0.392,35507.52,132587.37,0.091,apartment,
