h3_id,income_lower_pct,income_middle_pct,income_upper_pct,rental_prices,property_values,slum_population_percentage,housing_type,ward_id
8861892e39fffff,0.141,0.523,0.336,32293.28,120656.79,0.013,apartment,
8860145837fffff,0.123,0.568,0.309,30646.02,108128.15,0.056,apartment,
8861892ccbfffff,0.068,0.584,0.348,35234.73,128770.52,0.0,apartment,
88618924b3fffff,0.05,0.646,0.304,33358.13,123862.04,0.06,apartment,
8860145127fffff,0.082,0.645,0.273,31626.09,116878.55,0.02,apartment,
8860145b29fffff,0.05,0.637,0.313,36658.21,130750.58,0.058,apartment,
8861892593fffff,0.058,0.569,0.373,36664.62,134757.65,0.064,apartment,
8861892497fffff,0.092,0.647,0.261,32875.52,117532.44,0.034,apartment,
8860145a23fffff,0.05,0.571,0.379,35869.79,132887.71,0.0,apartment,
88618925a1fffff,0.05,0.605,0.345,38484.59,137736.58,0.06,apartment,
8860145949fffff,0.05,0.681,0.269,35129.11,130104.41,0.038,apartment,
8861892eebfffff,0.05,0.617,0.333,34662.34,126915.88,0.117,apartment,
88618924ebfffff,0.109,0.599,0.293,33652.33,125752.41,0.0,apartment,
8860145b6bfffff,0.05,0.611,0.339,37221.28,135730.27,0.024,apartment,
88618925b1fffff,0.05,0.614,0.336,38644.57,141654.86,0.016,apartment,
8861892eedfffff,0.118,0.549,0.332,32826.91,123076.97,0.058,apartment,
8861892431fffff,0.05,0.617,0.333,34965.99,127735.09,0.0,apartment,
8860145129fffff,0.255,0.499,0.246,31982.7,114365.85,0.061,apartment,
8861892415fffff,0.145,0.58,0.275,33890.89,122175.82,0.147,apartment,
8860145b4bfffff,0.05,0.615,0.335,37851.29,138128.04,0.062,apartment,
886014594bfffff,0.05,0.636,0.314,34739.14,128748.05,0.0,apartment,
8861892487fffff,0.113,0.577,0.31,34189.78,123627.59,0.0,apartment,
8861892553fffff,0.05,0.658,0.292,33013.06,125256.22,0.003,apartment,
8860145b59fffff,0.05,0.641,0.309,37431.73,136459.97,0.092,apartment,
8860169659fffff,0.124,0.597,0.279,31373.3,115940.17,0.17,apartment,
8861892cc9fffff,0.052,0.678,0.27,34873.23,126041.03,0.019,apartment,
8861892ca7fffff,0.111,0.607,0.282,30245.91,109559.33,0.082,apartment,
886014596bfffff,0.068,0.642,0.29,33537.12,121980.89,0.006,apartment,
8861892533fffff,0.13,0.51,0.359,35379.37,136058.49,0.0,apartment,
8861892597fffff,0.05,0.584,0.366,37693.54,136646.75,0.0,apartment,
88618925bdfffff,0.05,0.586,0.364,37950.23,140819.09,0.0,apartment,
8861892c57fffff,0.105,0.569,0.326,32388.8,117345.18,0.058,apartment,
8861892513fffff,0.057,0.552,0.391,35030.01,131962.26,0.0,apartment,
8861892407fffff,0.059,0.61,0.331,33647.61,120551.09,0.038,apartment,
8860145841fffff,0.12,0.519,0.361,36150.54,130321.09,0.096,apartment,
8860145aa3fffff,0.098,0.669,0.233,30515.35,108620.8,0.081,apartment,
8861892ea9fffff,0.121,0.534,0.345,33958.81,123469.94,0.005,apartment,
8861892ed9fffff,0.059,0.578,0.362,36261.2,137532.82,0.0,apartment,
8860145a4bfffff,0.068,0.597,0.335,35942.62,132056.57,0.077,apartment,
886014580bfffff,0.115,0.549,0.336,33500.5,119798.33,0.0,apartment,
8861892c31fffff,0.05,0.697,0.253,30968.99,111244.22,0.115,apartment,
8860145a67fffff,0.05,0.64,0.31,36469.49,137231.73,0.029,apartment,
8860145b21fffff,0.101,0.529,0.371,35463.67,129313.32,0.059,apartment,
8860145a35fffff,0.05,0.611,0.339,35797.22,131128.83,0.019,apartment,
8861892589fffff,0.05,0.625,0.325,36664.03,135213.18,0.044,apartment,
88618925b5fffff,0.05,0.639,0.311,37918.49,139725.74,0.042,apartment,
8861892cebfffff,0.05,0.647,0.303,33745.53,120054.27,0.055,apartment,
8861892d99fffff,0.122,0.641,0.238,29209.45,106008.21,0.063,apartment,
8861892cb1fffff,0.115,0.594,0.291,32401.8,116821.46,0.031,apartment,
8861892ecbfffff,0.05,0.621,0.329,36462.8,130879.37,0.045,apartment,
8860145aedfffff,0.098,0.576,0.326,33809.04,125290.36,0.04,apartment,
8861892eb5fffff,0.052,0.654,0.294,35613.65,130289.31,0.058,apartment,
886189248dfffff,0.095,0.604,0.302,32982.27,124033.62,0.0,apartment,
8860145b0bfffff,0.05,0.619,0.331,36799.16,138391.8,0.0,apartment,
8861892ec5fffff,0.05,0.617,0.333,35094.47,128169.21,0.023,apartment,
886014510dfffff,0.16,0.586,0.254,30855.4,109054.48,0.066,apartment,
8860145aabfffff,0.185,0.504,0.31,30884.21,111248.31,0.065,apartment,
886014593dfffff,0.07,0.683,0.248,30782.43,109602.27,0.015,apartment,
8860145829fffff,0.085,0.619,0.296,33501.46,122085.64,0.042,apartment,
8861892421fffff,0.14,0.58,0.279,33787.21,123425.71,0.033,apartment,
8860145a31fffff,0.099,0.597,0.303,34274.17,127007.55,0.071,apartment,
8861892ca9fffff,0.136,0.594,0.271,32491.61,117501.21,0.115,apartment,
8860145a13fffff,0.082,0.631,0.287,32473.39,117812.92,0.072,apartment,
8860169641fffff,0.252,0.481,0.267,29273.5,107341.63,0.11,apartment,
8860145a89fffff,0.096,0.631,0.273,30484.94,110980.5,0.143,apartment,
8861892ca3fffff,0.055,0.681,0.264,31074.74,113497.58,0.129,apartment,
8861892cd9fffff,0.05,0.618,0.332,35987.34,132362.3,0.0,apartment,
8861892525fffff,0.123,0.58,0.297,34360.4,120796.8,0.088,apartment,
8860145a07fffff,0.05,0.606,0.344,35755.92,130680.69,0.0,apartment,
88601458c9fffff,0.146,0.591,0.263,30191.92,107711.65,0.101,apartment,
8861892467fffff,0.05,0.676,0.274,32221.14,121204.09,0.015,apartment,
88618924a1fffff,0.116,0.572,0.313,35278.55,128532.85,0.03,apartment,
88618925c3fffff,0.124,0.575,0.3,35416.21,135526.99,0.082,apartment,
8861892cc7fffff,0.115,0.521,0.364,34753.79,123773.59,0.0,apartment,
8861892c99fffff,0.086,0.602,0.312,36007.5,129596.61,0.0,apartment,
8861892c11fffff,0.116,0.584,0.299,33448.18,118443.93,0.069,apartment,
8860145817fffff,0.191,0.509,0.3,30268.27,113796.66,0.0,apartment,
886014591bfffff,0.05,0.672,0.278,31948.23,117464.32,0.0,apartment,
8860145a0dfffff,0.1,0.523,0.378,36099.44,134466.76,0.051,apartment,
8860145b63fffff,0.05,0.6,0.35,37460.86,139102.75,0.015,apartment,
8861892dd3fffff,0.21,0.487,0.303,29056.19,107925.27,0.044,apartment,
8860145a8dfffff,0.127,0.585,0.288,31670.58,111821.42,0.01,apartment,
8861892411fffff,0.155,0.573,0.272,32668.68,118598.82,0.148,apartment,
8861892595fffff,0.057,0.602,0.342,36111.61,136678.55,0.0,apartment,
8861892e8bfffff,0.055,0.639,0.306,36302.35,138250.38,0.08,apartment,
88618924b9fffff,0.072,0.633,0.295,33551.46,119899.91,0.131,apartment,
8860145965fffff,0.103,0.61,0.287,32920.89,115491.28,0.0,apartment,
8860145805fffff,0.05,0.648,0.302,33488.6,121583.21,0.03,apartment,
8860145a37fffff,0.104,0.584,0.312,34832.88,127494.17,0.059,apartment,
8861892ed1fffff,0.061,0.582,0.357,36940.0,133307.78,0.0,apartment,
8861892e85fffff,0.05,0.676,0.274,35345.48,129189.06,0.0,apartment,
88601458e1fffff,0.078,0.67,0.252,28897.08,107489.11,0.043,apartment,
8861892e05fffff,0.162,0.551,0.286,30591.95,105285.58,0.025,apartment,
8860145ae5fffff,0.116,0.598,0.287,32688.08,122869.12,0.057,apartment,
88618925adfffff,0.05,0.565,0.385,36984.6,133109.69,0.0,apartment,
8861892481fffff,0.103,0.631,0.265,32971.43,123381.18,0.086,apartment,
8860145b5bfffff,0.05,0.613,0.337,37485.54,139021.69,0.055,apartment,
88601459e1fffff,0.128,0.648,0.224,27786.76,103864.09,0.078,apartment,
886014596dfffff,0.17,0.503,0.327,32637.92,122318.93,0.04,apartment,
8860145963fffff,0.081,0.637,0.281,33496.23,118939.82,0.085,apartment,
8860145a49fffff,0.05,0.668,0.282,36607.98,129432.3,0.098,apartment,
88618925e9fffff,0.074,0.602,0.324,35923.14,134436.82,0.03,apartment,
8861892e17fffff,0.126,0.572,0.303,33818.24,124224.26,0.045,apartment,
8860145b37fffff,0.103,0.589,0.308,35128.71,131198.4,0.025,apartment,
8861892527fffff,0.093,0.677,0.231,33898.1,126572.03,0.06,apartment,
8861892e33fffff,0.2,0.504,0.295,33393.08,119116.47,0.038,apartment,
88618925bbfffff,0.05,0.557,0.393,37908.99,140772.85,0.0,apartment,
8861892483fffff,0.05,0.655,0.295,32352.45,122819.65,0.043,apartment,
88618925cbfffff,0.071,0.601,0.329,35026.77,132078.47,0.047,apartment,
886014591dfffff,0.196,0.498,0.306,32519.53,119385.39,0.029,apartment,
88601459edfffff,0.216,0.549,0.236,29042.58,107787.5,0.007,apartment,
88618924e9fffff,0.051,0.589,0.36,33524.22,120985.71,0.0,apartment,
8861892587fffff,0.05,0.585,0.365,37140.8,139405.66,0.0,apartment,
8860145ae1fffff,0.075,0.631,0.293,32403.35,119546.3,0.0,apartment,
8860145a11fffff,0.126,0.575,0.298,33125.94,125694.64,0.061,apartment,
88618925d1fffff,0.05,0.632,0.318,36631.03,130606.63,0.0,apartment,
8861892461fffff,0.16,0.555,0.285,31626.84,112291.91,0.0,apartment,
8861892ee5fffff,0.143,0.496,0.361,33413.03,125609.74,0.129,apartment,
88618925e7fffff,0.05,0.576,0.374,36987.41,136252.36,0.044,apartment,
8861892c51fffff,0.073,0.601,0.326,32160.91,118990.35,0.089,apartment,
8861892ce3fffff,0.166,0.584,0.25,32363.01,126456.93,0.0,apartment,
8860145a09fffff,0.077,0.576,0.347,35885.33,130713.47,0.059,apartment,
88618925a9fffff,0.059,0.559,0.382,37733.15,135099.6,0.0,apartment,
886014583bfffff,0.146,0.581,0.273,31170.17,114379.87,0.075,apartment,
8861892cbbfffff,0.074,0.597,0.329,33593.84,122832.67,0.0,apartment,
8861892c5dfffff,0.064,0.646,0.29,31716.97,117822.45,0.073,apartment,
8861892e9bfffff,0.09,0.561,0.35,37539.15,137398.68,0.106,apartment,
8860145939fffff,0.113,0.643,0.244,31560.95,113764.1,0.004,apartment,
8861892ee9fffff,0.05,0.66,0.29,33346.32,128268.75,0.029,apartment,
88601459d9fffff,0.157,0.551,0.292,29592.04,107865.36,0.044,apartment,
88601696cbfffff,0.194,0.558,0.248,28453.19,105376.91,0.021,apartment,
886189252bfffff,0.1,0.574,0.326,34943.37,125306.87,0.075,apartment,
8861892c17fffff,0.12,0.617,0.264,33084.42,120230.29,0.06,apartment,
88601696c9fffff,0.125,0.629,0.246,29270.36,103772.67,0.067,apartment,
88601459c5fffff,0.223,0.467,0.309,30613.9,110418.99,0.081,apartment,
8860145b15fffff,0.05,0.628,0.322,36531.4,135265.52,0.0,apartment,
88618925d5fffff,0.05,0.653,0.297,36765.7,134355.29,0.045,apartment,
8861892c03fffff,0.136,0.614,0.25,32198.05,117680.71,0.152,apartment,
8860145b07fffff,0.05,0.605,0.345,36752.59,134102.07,0.0,apartment,
88618924cdfffff,0.187,0.491,0.323,31812.1,112315.31,0.096,apartment,
8861892cc3fffff,0.05,0.627,0.323,35161.85,129188.96,0.008,apartment,
8861892e8dfffff,0.092,0.526,0.383,35600.97,130249.86,0.0,apartment,
8860145803fffff,0.18,0.538,0.283,33153.65,120435.89,0.121,apartment,
8861892e93fffff,0.05,0.597,0.353,37454.09,140260.8,0.001,apartment,
886189259dfffff,0.05,0.55,0.4,36792.21,135138.71,0.0,apartment,
8860145a33fffff,0.115,0.597,0.288,35158.88,123301.97,0.018,apartment,
88601459ebfffff,0.128,0.62,0.252,29624.89,104672.72,0.122,apartment,
88618925d7fffff,0.05,0.571,0.379,36472.53,134010.89,0.0,apartment,
8860145b41fffff,0.05,0.606,0.344,38172.86,144026.44,0.0,apartment,
8861892599fffff,0.05,0.581,0.369,36815.89,136467.55,0.069,apartment,
886189241dfffff,0.134,0.467,0.4,31994.94,117680.55,0.08,apartment,
8860145a83fffff,0.146,0.581,0.274,28889.0,108065.06,0.078,apartment,
8860145b4dfffff,0.05,0.624,0.326,37375.03,139448.59,0.034,apartment,
8861892c01fffff,0.116,0.638,0.245,30884.5,113792.53,0.107,apartment,
8860145a5bfffff,0.05,0.68,0.27,33067.23,122902.93,0.086,apartment,
8860145a6dfffff,0.051,0.633,0.315,36800.55,140150.74,0.07,apartment,
8860145b5dfffff,0.124,0.539,0.337,36943.02,136787.94,0.127,apartment,
8860145847fffff,0.05,0.618,0.332,34883.46,127515.57,0.0,apartment,
8861892cedfffff,0.116,0.579,0.304,31417.45,115314.33,0.08,apartment,
88618925e3fffff,0.05,0.659,0.291,36697.65,136559.01,0.022,apartment,
88601459d7fffff,0.241,0.513,0.245,28205.0,100486.26,0.123,apartment,
88618924c5fffff,0.171,0.567,0.263,33012.38,121074.19,0.036,apartment,
8860145865fffff,0.05,0.673,0.277,35437.45,130119.1,0.035,apartment,
8860145b45fffff,0.05,0.57,0.38,38900.62,135112.1,0.024,apartment,
886014595bfffff,0.05,0.665,0.285,34968.81,124667.03,0.097,apartment,
8861892437fffff,0.05,0.646,0.304,34417.7,130679.64,0.0,apartment,
8861892cadfffff,0.124,0.546,0.329,32110.98,115272.67,0.13,apartment,
88618925ddfffff,0.05,0.607,0.343,35844.0,127538.33,0.1,apartment,
8860145b2bfffff,0.05,0.584,0.366,37399.32,133549.95,0.055,apartment,
8861892ea3fffff,0.05,0.617,0.333,35226.88,127392.5,0.0,apartment,
8861892e83fffff,0.072,0.611,0.317,36680.15,136652.96,0.0,apartment,
8860145825fffff,0.117,0.547,0.336,33465.59,118569.96,0.0,apartment,
8861892c97fffff,0.097,0.594,0.309,33749.6,122814.24,0.0,apartment,
8861892569fffff,0.159,0.59,0.251,31570.77,115723.31,0.049,apartment,
8860145b65fffff,0.053,0.593,0.353,36683.73,137180.46,0.113,apartment,
88618925c7fffff,0.101,0.554,0.345,36775.71,135002.59,0.016,apartment,
8861892cbdfffff,0.083,0.603,0.314,32428.01,118644.86,0.154,apartment,
8861892c37fffff,0.093,0.62,0.287,31169.95,105405.43,0.025,apartment,
88618925b9fffff,0.05,0.628,0.322,38197.6,138379.4,0.0,apartment,
8861892591fffff,0.05,0.585,0.365,36745.14,135984.98,0.0,apartment,
8860145a0bfffff,0.054,0.618,0.328,35510.56,126921.14,0.033,apartment,
8860145b6dfffff,0.05,0.604,0.346,36915.57,136018.54,0.011,apartment,
8860145a3dfffff,0.093,0.589,0.318,35696.52,131563.1,0.066,apartment,
8860145ac7fffff,0.126,0.593,0.281,31402.78,114902.17,0.03,apartment,
88618925a7fffff,0.054,0.596,0.35,39148.57,136166.18,0.067,apartment,
8860145b0dfffff,0.05,0.603,0.347,37451.09,138322.9,0.024,apartment,
8860145b3bfffff,0.067,0.668,0.265,35963.25,131841.95,0.0,apartment,
88618924b7fffff,0.063,0.615,0.322,34298.19,131003.42,0.057,apartment,
8861892583fffff,0.05,0.598,0.352,37348.63,135058.7,0.0,apartment,
886014581dfffff,0.245,0.435,0.32,31627.58,119742.09,0.021,apartment,
8861892c85fffff,0.063,0.662,0.275,32033.38,115787.38,0.104,apartment,
8861892463fffff,0.08,0.642,0.278,31784.62,116608.11,0.046,apartment,
8861892cb9fffff,0.106,0.587,0.306,33090.88,124145.68,0.079,apartment,
8860145a57fffff,0.05,0.633,0.317,34543.76,125384.86,0.041,apartment,
8861892e81fffff,0.057,0.625,0.318,36827.37,131759.47,0.002,apartment,
886016964dfffff,0.086,0.69,0.224,30074.7,107524.9,0.07,apartment,
8861892ed3fffff,0.05,0.603,0.347,37724.92,137459.51,0.0,apartment,
8860145959fffff,0.05,0.632,0.318,34877.11,128618.63,0.053,apartment,
88618924edfffff,0.162,0.505,0.332,33974.16,124514.44,0.025,apartment,
88618925c9fffff,0.068,0.623,0.309,35028.09,130027.69,0.075,apartment,
8860145915fffff,0.071,0.599,0.33,31520.15,114309.63,0.038,apartment,
8860169619fffff,0.145,0.543,0.312,28513.52,104006.27,0.096,apartment,
8860145913fffff,0.202,0.518,0.28,30932.24,111603.23,0.076,apartment,
8860169601fffff,0.113,0.588,0.3,28412.78,100611.91,0.123,apartment,
8860145a3bfffff,0.254,0.472,0.275,34979.59,124839.83,0.071,apartment,
88618925e5fffff,0.074,0.558,0.368,37192.93,132922.9,0.034,apartment,
8861892531fffff,0.05,0.596,0.354,34878.41,130142.03,0.056,apartment,
8861892e31fffff,0.212,0.468,0.321,31196.02,115586.87,0.101,apartment,
8860169647fffff,0.248,0.521,0.231,28588.94,105089.68,0.12,apartment,
8860145a29fffff,0.052,0.594,0.354,35887.15,137820.39,0.0,apartment,
8861892ec9fffff,0.148,0.532,0.32,35126.06,125651.85,0.093,apartment,
8861892097fffff,0.084,0.603,0.313,30585.63,107086.06,0.079,apartment,
8860145853fffff,0.05,0.685,0.265,33196.1,121060.55,0.072,apartment,
88601459c7fffff,0.228,0.525,0.248,29743.42,114492.43,0.156,apartment,
8860145125fffff,0.05,0.709,0.241,33928.32,120162.1,0.005,apartment,
8861892ca5fffff,0.151,0.586,0.264,30118.46,107068.05,0.099,apartment,
88601696cdfffff,0.221,0.5,0.28,28090.73,102689.56,0.165,apartment,
8861892c2bfffff,0.177,0.613,0.21,30343.86,103258.9,0.0,apartment,
886189259bfffff,0.05,0.587,0.363,36528.79,133699.57,0.06,apartment,
8861892e91fffff,0.05,0.677,0.273,37785.08,137695.73,0.083,apartment,
8860145801fffff,0.053,0.618,0.329,33916.62,123450.3,0.0,apartment,
8861892c55fffff,0.103,0.611,0.286,32242.62,113359.63,0.056,apartment,
8860145a01fffff,0.06,0.601,0.339,36382.26,133139.1,0.0,apartment,
8860145953fffff,0.058,0.705,0.236,33924.72,119992.42,0.086,apartment,
886014516dfffff,0.127,0.563,0.31,32545.65,120033.19,0.106,apartment,
88618924e7fffff,0.051,0.672,0.276,35371.91,129278.2,0.021,apartment,
886016960bfffff,0.187,0.61,0.203,29386.58,104023.37,0.106,apartment,
8861892c07fffff,0.18,0.531,0.289,30868.08,111015.16,0.08,apartment,
886016965bfffff,0.111,0.659,0.23,31176.23,114324.34,0.052,apartment,
8861892e0bfffff,0.05,0.709,0.241,31656.41,114206.57,0.029,apartment,
8860145b11fffff,0.052,0.627,0.321,36698.24,135532.56,0.0,apartment,
88601458e9fffff,0.187,0.527,0.286,30483.29,106283.54,0.051,apartment,
8861892c35fffff,0.233,0.53,0.236,28762.64,104630.54,0.123,apartment,
8861892ccdfffff,0.066,0.621,0.313,34178.94,125442.38,0.09,apartment,
8861892e89fffff,0.05,0.616,0.334,35741.21,129866.39,0.029,apartment,
8860169657fffff,0.208,0.534,0.258,29472.66,101707.91,0.056,apartment,
8861892c81fffff,0.05,0.672,0.278,33184.07,118832.41,0.012,apartment,
886016964bfffff,0.105,0.619,0.276,30003.76,111738.78,0.008,apartment,
88618925a5fffff,0.05,0.68,0.27,37771.69,138061.06,0.065,apartment,
8860145821fffff,0.09,0.594,0.315,33168.52,122678.92,0.107,apartment,
88601696c3fffff,0.241,0.465,0.294,27326.8,98599.63,0.205,apartment,
8861892e97fffff,0.05,0.643,0.307,37728.36,138639.58,0.069,apartment,
88601459e9fffff,0.154,0.57,0.276,30197.61,110407.05,0.102,apartment,
8860145a45fffff,0.05,0.633,0.317,36676.92,130234.36,0.0,apartment,
8860145863fffff,0.05,0.6,0.35,34131.18,127168.13,0.036,apartment,
8860145a61fffff,0.05,0.681,0.269,36718.36,135996.5,0.083,apartment,
88618925a3fffff,0.05,0.647,0.303,37373.24,137778.06,0.027,apartment,
8860145b09fffff,0.05,0.653,0.297,37603.26,137126.12,0.006,apartment,
8860145169fffff,0.053,0.644,0.303,32608.52,117023.33,0.12,apartment,
886189253bfffff,0.05,0.638,0.312,35648.62,132062.39,0.046,apartment,
8860145b49fffff,0.05,0.606,0.344,36299.12,139308.71,0.008,apartment,
8860145a17fffff,0.128,0.545,0.326,33672.99,124048.97,0.031,apartment,
88618924a7fffff,0.066,0.629,0.305,35689.63,133397.04,0.037,apartment,
8861892e57fffff,0.121,0.541,0.338,32415.72,115370.34,0.031,apartment,
8860145b01fffff,0.05,0.531,0.419,36385.3,133316.31,0.0,apartment,
886189250bfffff,0.147,0.512,0.341,34344.68,122699.25,0.0,apartment,
8861892d9bfffff,0.09,0.636,0.274,29206.48,105934.93,0.155,apartment,
8861892557fffff,0.05,0.636,0.314,34675.4,124227.49,0.051,apartment,
